,race,subrace,section,content
56,human,Variant Human: Mark of Making,Wild Intuition,"When you make a Wisdom (Animal Handling) or Intelligence (Nature) check, you can roll a d4 and add the number rolled to the ability check."
57,human,Variant Human: Mark of Making,Primal Connection,"You can cast the Animal Friendship and Speak with Animals spells with this trait, requiring no material component. Once you cast either spell with this trait, you can't cast that spell with it again until you finish a short or long rest. Wisdom is your spellcasting ability for these spells."
58,human,Variant Human: Mark of Making,The Bigger They Are,"Starting at 3rd level, you can target a beast or monstrosity when you cast Animal Friendship or Speak with Animals, provided the creature's Intelligence score is 3 or lower."
59,human,Variant Human: Mark of Making,Artisan's Intuition,"When you make an Arcana check or an ability check involving artisan's tools, you can roll a d4 and add the number rolled to the ability check."
60,human,Variant Human: Mark of Making,Maker's Gift,You gain proficiency with one type of artisan's tools of your choice.
61,human,Variant Human: Mark of Making,Spellsmith,"You know the Mending cantrip. You can also cast the Magic Weapon spell with this trait. When you do so, the spell lasts for 1 hour and doesn't require concentration. Once you cast the spell with this trait, you can't do so again until you finish a long rest. Intelligence is your spellcasting ability for these spells."
62,human,Variant Human: Mark of Passage,Ability Score Increase,"Your Dexterity score increases by 2, and one other ability score of your choice increases by 1."
63,human,Variant Human: Mark of Passage,Age,Humans reach adulthood in their late teens and live less than a century.
64,human,Variant Human: Mark of Passage,Alignment,Humans tend toward no particular alignment. The best and the worst are found among them.
65,human,Variant Human: Mark of Passage,Size,"Humans vary widely in height and build, from barely 5 feet to well over 6 feet tall. Regardless of your position in that range, your size is Medium."
66,human,Variant Human: Mark of Passage,Speed,Your base walking speed is 30 feet.
67,human,Variant Human: Mark of Passage,Languages,"You can speak, read, and write Common and Goblin."
68,human,Variant Human: Mark of Passage,Skills,You gain proficiency in one skill of your choice.
69,human,Variant Human: Mark of Passage,Feat,You gain one feat of your choice.
70,human,Variant Human: Mark of Passage,Darkvision,"You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray."
71,human,Variant Human: Mark of Passage,Hunter's Intuition,"When you make a Wisdom (Perception) or Wisdom (Survival) check, you can roll a d4 and add the number rolled to the ability check."
72,human,Variant Human: Mark of Passage,Finder's Magic,"You can cast the Hunter's Mark spell with this trait. Starting at 3rd level, you can also cast the Locate Object spell with it. Once you cast either spell with this trait, you can't cast that spell with it again until you finish a long rest. Wisdom is your spellcasting ability for these spells."
73,human,Variant Human: Mark of Passage,Spells of the Mark,"If you have the Spellcasting or the Pact Magic class feature, the spells on the Mark of Passage Spells table are added to the spell list of your spellcasting class."
74,human,Variant Human: Mark of Passage,,"
Spell Level
Spells


1st
Expeditious Retreat, Jump


2nd
Misty Step, Pass Without Trace


3rd
Blink, Phantom Steed


4th
Dimension Door, Freedom of Movement


5th
Teleportation Circle

"
75,human,Variant Human: Mark of Passage,Wild Intuition,"When you make a Wisdom (Animal Handling) or Intelligence (Nature) check, you can roll a d4 and add the number rolled to the ability check."
76,human,Variant Human: Mark of Passage,Primal Connection,"You can cast the Animal Friendship and Speak with Animals spells with this trait, requiring no material component. Once you cast either spell with this trait, you can't cast that spell with it again until you finish a short or long rest. Wisdom is your spellcasting ability for these spells."
77,human,Variant Human: Mark of Passage,The Bigger They Are,"Starting at 3rd level, you can target a beast or monstrosity when you cast Animal Friendship or Speak with Animals, provided the creature's Intelligence score is 3 or lower."
78,human,Variant Human: Mark of Passage,Artisan's Intuition,"When you make an Arcana check or an ability check involving artisan's tools, you can roll a d4 and add the number rolled to the ability check."
79,human,Variant Human: Mark of Passage,Maker's Gift,You gain proficiency with one type of artisan's tools of your choice.
80,human,Variant Human: Mark of Passage,Spellsmith,"You know the Mending cantrip. You can also cast the Magic Weapon spell with this trait. When you do so, the spell lasts for 1 hour and doesn't require concentration. Once you cast the spell with this trait, you can't do so again until you finish a long rest. Intelligence is your spellcasting ability for these spells."
81,human,Variant Human: Mark of Passage,"If your human character has the Mark of Passage, the",following traits replace the human's Ability Score Increase trait in the Player's Handbook.
82,human,Variant Human: Mark of Passage,Courier's Speed,Your base walking speed increases to 35 feet.
83,human,Variant Human: Mark of Passage,Intuitive Motion,"When you make a Dexterity (Acrobatics) check or any ability check to operate or maintain a land vehicle, you can roll a d4 and add the number rolled to the ability check."
84,human,Variant Human: Mark of Passage,Magical Passage,"You can cast the Misty Step spell once with this trait, and you regain the ability to cast it when you finish a long rest. Dexterity is your spellcasting ability for this spell."
85,human,Variant Human: Mark of Sentinel,Ability Score Increase,"Your Constitution score increases by 2, and your Wisdom score increases by 1."
86,human,Variant Human: Mark of Sentinel,Age,Humans reach adulthood in their late teens and live less than a century.
87,human,Variant Human: Mark of Sentinel,Alignment,Humans tend toward no particular alignment. The best and the worst are found among them.
88,human,Variant Human: Mark of Sentinel,Size,"Humans vary widely in height and build, from barely 5 feet to well over 6 feet tall. Regardless of your position in that range, your size is Medium."
89,human,Variant Human: Mark of Sentinel,Speed,Your base walking speed is 30 feet.
90,human,Variant Human: Mark of Sentinel,Languages,"You can speak, read, and write Common and Goblin."
91,human,Variant Human: Mark of Sentinel,Skills,You gain proficiency in one skill of your choice.
92,human,Variant Human: Mark of Sentinel,Feat,You gain one feat of your choice.
93,human,Variant Human: Mark of Sentinel,Darkvision,"You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray."
94,human,Variant Human: Mark of Sentinel,Hunter's Intuition,"When you make a Wisdom (Perception) or Wisdom (Survival) check, you can roll a d4 and add the number rolled to the ability check."
95,human,Variant Human: Mark of Sentinel,Finder's Magic,"You can cast the Hunter's Mark spell with this trait. Starting at 3rd level, you can also cast the Locate Object spell with it. Once you cast either spell with this trait, you can't cast that spell with it again until you finish a long rest. Wisdom is your spellcasting ability for these spells."
96,human,Variant Human: Mark of Sentinel,Spells of the Mark,"If you have the Spellcasting or the Pact Magic class feature, the spells on the Mark of Sentinel Spells table are added to the spell list of your spellcasting class."
97,human,Variant Human: Mark of Sentinel,,"
Spell Level
Spells


1st
Compelled Duel, Shield of Faith


2nd
Warding Bond, Zone of truth


3rd
Counterspell, Protection From Energy


4th
Death Ward, Guardian of Faith


5th
Bigby's Hand

"
98,human,Variant Human: Mark of Sentinel,Wild Intuition,"When you make a Wisdom (Animal Handling) or Intelligence (Nature) check, you can roll a d4 and add the number rolled to the ability check."
99,human,Variant Human: Mark of Sentinel,Primal Connection,"You can cast the Animal Friendship and Speak with Animals spells with this trait, requiring no material component. Once you cast either spell with this trait, you can't cast that spell with it again until you finish a short or long rest. Wisdom is your spellcasting ability for these spells."
100,human,Variant Human: Mark of Sentinel,The Bigger They Are,"Starting at 3rd level, you can target a beast or monstrosity when you cast Animal Friendship or Speak with Animals, provided the creature's Intelligence score is 3 or lower."
101,human,Variant Human: Mark of Sentinel,Artisan's Intuition,"When you make an Arcana check or an ability check involving artisan's tools, you can roll a d4 and add the number rolled to the ability check."
102,human,Variant Human: Mark of Sentinel,Maker's Gift,You gain proficiency with one type of artisan's tools of your choice.
103,human,Variant Human: Mark of Sentinel,Spellsmith,"You know the Mending cantrip. You can also cast the Magic Weapon spell with this trait. When you do so, the spell lasts for 1 hour and doesn't require concentration. Once you cast the spell with this trait, you can't do so again until you finish a long rest. Intelligence is your spellcasting ability for these spells."
104,human,Variant Human: Mark of Sentinel,"If your human character has the Mark of Passage, the",following traits replace the human's Ability Score Increase trait in the Player's Handbook.
105,human,Variant Human: Mark of Sentinel,Courier's Speed,Your base walking speed increases to 35 feet.
106,human,Variant Human: Mark of Sentinel,Intuitive Motion,"When you make a Dexterity (Acrobatics) check or any ability check to operate or maintain a land vehicle, you can roll a d4 and add the number rolled to the ability check."
107,human,Variant Human: Mark of Sentinel,Magical Passage,"You can cast the Misty Step spell once with this trait, and you regain the ability to cast it when you finish a long rest. Dexterity is your spellcasting ability for this spell."
108,human,Variant Human: Mark of Sentinel,"If your human character has the Mark of Sentinel, the",following traits replace the human's Ability Score Increase trait in the Player's Handbook.
109,human,Variant Human: Mark of Sentinel,Sentinel's Intuition,"When you make a Wisdom (Insight) or Wisdom (Perception) check, you can roll a d4 and add the number rolled to the ability check."
110,human,Variant Human: Mark of Sentinel,Guardian's Shield,"You can cast the Shield spell once with this trait, and you regain the ability to cast it after you finish a long rest. Wisdom is your spellcasting ability for this spell."
111,human,Variant Human: Mark of Sentinel,Vigilant Guardian,"When a creature you can see within 5 feet of you is hit by an attack roll, you can use your reaction to swap places with that creature, and you are hit by the attack instead. Once you use this trait, you can't do so again until you finish a long rest."
