,race,subrace,section,content,race FR,subrace FR,section FR,content FR
12,luma,Sable Luma,Age,Lumas are short-lived reaching adulthood around 20 years. Few lumas live beyond 70 years.,luma,Sable Luma,Âge,Les lumas ont une durée de vie courte et atteignent l'âge adulte vers 20 ans. Peu de lumas vivent au-delà de 70 ans.
13,luma,Sable Luma,Alignment,"Spurred by personal interests and flights of fancy, lumas lean towards chaotic alignments. While generally good natured, those that have been spurned by society find it hard to see the benefits of altruism, but even under such circumstances lumas are rarely evil.",luma,Sable Luma,Alignement,"Poussés par leurs intérêts personnels et leurs fantaisies, les lumas ont tendance à adopter des alignements chaotiques. Bien qu'ils soient généralement de bonne nature, ceux qui ont été rejetés par la société ont du mal à voir les avantages de l'altruisme, mais même dans de telles circonstances, les lumas sont rarement mauvais."
14,luma,Sable Luma,Size,"Lumas are the shortest and lightest of the birdfolk, standing roughly 3 feet tall and weighing only around 30 pounds. Your size is Small.",luma,Sable Luma,Taille,"Les Lumas sont les oiseaux les plus petits et les plus légers, mesurant environ 90 cm de haut et pesant seulement 13 kg environ. Votre taille est Small."
15,luma,Sable Luma,Speed,Your base walking speed is 25 feet.,luma,Sable Luma,Vitesse,Votre vitesse de marche de base est de 25 pieds.
16,luma,Sable Luma,Glide,"Using your feathered arms, you can slow your fall, and glide short distances. When falling you can use your reaction to spread your arms, stiffen your wing feathers, and slow your descent. While doing so, you continue to fall gently at a speed of 60 feet per round, taking no fall damage when you land. If you would fall at least 10 feet in this way, you may fly up to your movement speed in one direction you choose, although you cannot choose to move upwards, landing in the space you finish your movement. You cannot glide while carrying heavy weapons or wielding a shield (though you may drop any held items as part of your reaction to spread your arms). You cannot glide while wearing heavy armor, or if you are encumbered.",luma,Sable Luma,Glisser,"En utilisant vos bras emplumés, vous pouvez ralentir votre chute et planer sur de courtes distances. Lorsque vous tombez, vous pouvez utiliser votre réaction pour écarter vos bras, raidir vos plumes d'ailes et ralentir votre descente. Ce faisant, vous continuez à tomber doucement à une vitesse de 18 mètres par round, ne subissant aucun dégât de chute à l'atterrissage. Si vous tombez d'au moins 3 mètres de cette façon, vous pouvez voler jusqu'à votre vitesse de déplacement dans une direction de votre choix, bien que vous ne puissiez pas choisir de vous déplacer vers le haut, en atterrissant dans l'espace où vous terminez votre mouvement. Vous ne pouvez pas planer lorsque vous portez des armes lourdes ou brandissez un bouclier (bien que vous puissiez laisser tomber tout objet tenu dans le cadre de votre réaction pour écarter vos bras). Vous ne pouvez pas planer lorsque vous portez une armure lourde ou si vous êtes encombré."
17,luma,Sable Luma,Wing Flap,"As a bonus action, you can use your powerful feathered arms to propel yourself upward a distance equal to half your movement speed. You can use it in conjunction with a regular jump, but not while gliding.",luma,Sable Luma,Volet d'aile,"En tant qu'action bonus, vous pouvez utiliser vos puissants bras à plumes pour vous propulser vers le haut sur une distance égale à la moitié de votre vitesse de déplacement. Vous pouvez l'utiliser en conjonction avec un saut normal, mais pas en planant."
18,luma,Sable Luma,Touched,You know one cantrip from the sorcerer spell list. Charisma is your spellcasting ability for this cantrip.,luma,Sable Luma,Touché,Vous connaissez un sort de la liste des sorts de sorcier. Le charisme est votre capacité à lancer des sorts pour ce sort.
19,luma,Sable Luma,Fated,"Whether by luck or a guiding presence, you always seem to find your way. You can choose to reroll any attack, skill check, or saving throw. You can decide to do this after your roll, but only before the outcome of the roll has been determined. You can’t use this feature again until you have completed a long rest.",luma,Sable Luma,Prédestiné,"Que ce soit par chance ou par une présence qui vous guide, vous semblez toujours trouver votre chemin. Vous pouvez choisir de relancer n'importe quelle attaque, test de compétence ou jet de sauvegarde. Vous pouvez décider de le faire après votre jet, mais seulement avant que le résultat du jet ne soit déterminé. Vous ne pouvez pas utiliser cette fonction à nouveau avant d'avoir terminé un repos long."
20,luma,Sable Luma,Languages,"You can speak, read, and write Birdfolk. You can also understand Auran, though you cannot speak it naturally.",luma,Sable Luma,Langues,"Vous pouvez parler, lire et écrire l'oiseau. Vous pouvez également comprendre l'auran, même si vous ne pouvez pas le parler naturellement."
21,luma,Sable Luma,Subrace,There are two main subraces of luma: sable and sera. Choose one of these subraces.,luma,Sable Luma,Sous-race,Il existe deux sous-races principales de luma : les zibelines et les seras. Choisissez l'une de ces sous-races.
22,luma,Sable Luma,Hard to Read,"Your innate eccentricities make it hard for other folk to figure you out. When someone performs a Wisdom (Insight) check against you, they have disadvantage on their roll. Additionally, you gain advantage on Charisma (Deception) checks made against creatures that are not lumas.",luma,Sable Luma,Difficile à lire,"Vos excentricités innées font qu'il est difficile pour les autres de vous comprendre. Lorsque quelqu'un effectue un test de Sagesse (Perspicacité) contre vous, il subit un désavantage sur son jet. De plus, vous obtenez un avantage sur les tests de Charisme (Tromperie) effectués contre les créatures qui ne sont pas des lumas."
23,luma,Sable Luma,Resilience,You have advantage on saving throws against poison and resistance against poison damage.,luma,Sable Luma,Résilience,Vous bénéficiez d'un avantage aux jets de sauvegarde contre le poison et d'une résistance aux dégâts du poison.
24,luma,Sera Luma,Ability Score Increase,Your Wisdom score increases by 1.,luma,Sera Luma,Augmentation du score de capacité,Votre score de Sagesse augmente de 1.
25,luma,Sera Luma,Age,Lumas are short-lived reaching adulthood around 20 years. Few lumas live beyond 70 years.,luma,Sera Luma,Âge,Les lumas ont une durée de vie courte et atteignent l'âge adulte vers 20 ans. Peu de lumas vivent au-delà de 70 ans.
26,luma,Sera Luma,Alignment,"Spurred by personal interests and flights of fancy, lumas lean towards chaotic alignments. While generally good natured, those that have been spurned by society find it hard to see the benefits of altruism, but even under such circumstances lumas are rarely evil.",luma,Sera Luma,Alignement,"Poussés par leurs intérêts personnels et leurs fantaisies, les lumas ont tendance à adopter des alignements chaotiques. Bien qu'ils soient généralement de bonne nature, ceux qui ont été rejetés par la société ont du mal à voir les avantages de l'altruisme, mais même dans de telles circonstances, les lumas sont rarement mauvais."
27,luma,Sera Luma,Size,"Lumas are the shortest and lightest of the birdfolk, standing roughly 3 feet tall and weighing only around 30 pounds. Your size is Small.",luma,Sera Luma,Taille,"Les Lumas sont les oiseaux les plus petits et les plus légers, mesurant environ 90 cm de haut et pesant seulement 13 kg environ. Votre taille est Small."
28,luma,Sera Luma,Speed,Your base walking speed is 25 feet.,luma,Sera Luma,Vitesse,Votre vitesse de marche de base est de 25 pieds.
29,luma,Sera Luma,Glide,"Using your feathered arms, you can slow your fall, and glide short distances. When falling you can use your reaction to spread your arms, stiffen your wing feathers, and slow your descent. While doing so, you continue to fall gently at a speed of 60 feet per round, taking no fall damage when you land. If you would fall at least 10 feet in this way, you may fly up to your movement speed in one direction you choose, although you cannot choose to move upwards, landing in the space you finish your movement. You cannot glide while carrying heavy weapons or wielding a shield (though you may drop any held items as part of your reaction to spread your arms). You cannot glide while wearing heavy armor, or if you are encumbered.",luma,Sera Luma,Glisser,"En utilisant vos bras emplumés, vous pouvez ralentir votre chute et planer sur de courtes distances. Lorsque vous tombez, vous pouvez utiliser votre réaction pour écarter vos bras, raidir vos plumes d'ailes et ralentir votre descente. Ce faisant, vous continuez à tomber doucement à une vitesse de 18 mètres par round, ne subissant aucun dégât de chute à l'atterrissage. Si vous tombez d'au moins 3 mètres de cette façon, vous pouvez voler jusqu'à votre vitesse de déplacement dans une direction de votre choix, bien que vous ne puissiez pas choisir de vous déplacer vers le haut, en atterrissant dans l'espace où vous terminez votre mouvement. Vous ne pouvez pas planer lorsque vous portez des armes lourdes ou brandissez un bouclier (bien que vous puissiez laisser tomber tout objet tenu dans le cadre de votre réaction pour écarter vos bras). Vous ne pouvez pas planer lorsque vous portez une armure lourde ou si vous êtes encombré."
30,luma,Sera Luma,Wing Flap,"As a bonus action, you can use your powerful feathered arms to propel yourself upward a distance equal to half your movement speed. You can use it in conjunction with a regular jump, but not while gliding.",luma,Sera Luma,Volet d'aile,"En tant qu'action bonus, vous pouvez utiliser vos puissants bras à plumes pour vous propulser vers le haut sur une distance égale à la moitié de votre vitesse de déplacement. Vous pouvez l'utiliser en conjonction avec un saut normal, mais pas en planant."
31,luma,Sera Luma,Touched,You know one cantrip from the sorcerer spell list. Charisma is your spellcasting ability for this cantrip.,luma,Sera Luma,Touché,Vous connaissez un sort de la liste des sorts de sorcier. Le charisme est votre capacité à lancer des sorts pour ce sort.
32,luma,Sera Luma,Fated,"Whether by luck or a guiding presence, you always seem to find your way. You can choose to reroll any attack, skill check, or saving throw. You can decide to do this after your roll, but only before the outcome of the roll has been determined. You can’t use this feature again until you have completed a long rest.",luma,Sera Luma,Prédestiné,"Que ce soit par chance ou par une présence qui vous guide, vous semblez toujours trouver votre chemin. Vous pouvez choisir de relancer n'importe quelle attaque, test de compétence ou jet de sauvegarde. Vous pouvez décider de le faire après votre jet, mais seulement avant que le résultat du jet ne soit déterminé. Vous ne pouvez pas utiliser cette fonction à nouveau avant d'avoir terminé un repos long."
33,luma,Sera Luma,Languages,"You can speak, read, and write Birdfolk. You can also understand Auran, though you cannot speak it naturally.",luma,Sera Luma,Langues,"Vous pouvez parler, lire et écrire l'oiseau. Vous pouvez également comprendre l'auran, même si vous ne pouvez pas le parler naturellement."
34,luma,Sera Luma,Subrace,There are two main subraces of luma: sable and sera. Choose one of these subraces.,luma,Sera Luma,Sous-race,Il existe deux sous-races principales de luma : les zibelines et les seras. Choisissez l'une de ces sous-races.
35,luma,Sera Luma,Hard to Read,"Your innate eccentricities make it hard for other folk to figure you out. When someone performs a Wisdom (Insight) check against you, they have disadvantage on their roll. Additionally, you gain advantage on Charisma (Deception) checks made against creatures that are not lumas.",luma,Sera Luma,Difficile à lire,"Vos excentricités innées font qu'il est difficile pour les autres de vous comprendre. Lorsque quelqu'un effectue un test de Sagesse (Perspicacité) contre vous, il subit un désavantage sur son jet. De plus, vous obtenez un avantage sur les tests de Charisme (Tromperie) effectués contre les créatures qui ne sont pas des lumas."
36,luma,Sera Luma,Resilience,You have advantage on saving throws against poison and resistance against poison damage.,luma,Sera Luma,Résilience,Vous bénéficiez d'un avantage aux jets de sauvegarde contre le poison et d'une résistance aux dégâts du poison.
37,luma,Sera Luma,Center of Attention,You have proficiency in the Performance skill.,luma,Sera Luma,Centre d'attention,Vous maîtrisez la compétence Performance.
38,luma,Sera Luma,Songbird,"When you perform, you can demonstrate the innate and mystical power of your Charisma. You may cast the charm person spell once per long rest. This spell does not require any somatic components to cast. Charisma is your spellcasting ability for this spell.",luma,Sera Luma,Oiseau chanteur,"Lorsque vous jouez, vous pouvez démontrer le pouvoir inné et mystique de votre Charisme. Vous pouvez lancer le sort de charme une fois par repos long. Ce sort ne nécessite aucun composant somatique pour être lancé. Le Charisme est votre capacité à lancer des sorts pour ce sort."
