,race,subrace,section,content
32,gallus,Bright Gallus,Militia Training,You have proficiency in simple weapons.
33,gallus,Bright Gallus,Of the People,"You gain proficiency with the artisan tools of your choice: brewer’s supplies, carpenter’s tools, or smith’s tools."
34,gallus,Bright Gallus,Languages,"You can speak, read, and write Birdfolk. You can also understand Auran, though you cannot speak it naturally."
35,gallus,Bright Gallus,Subrace,There are two main subraces of gallus: bright and huden. Choose one of these subraces.
36,gallus,Bright Gallus,Inspiring,"By spending an action and giving words of advice or encouragement, you can inspire an ally who is able to see and hear you. The ally can roll a d4 and add the number rolled to their next ability check, attack roll, or saving throw."
37,gallus,Bright Gallus,Understanding,You have proficiency in the Insight skill.
38,gallus,Huden Gallus,Ability Score Increase,Your Dexterity score increases by 1.
39,gallus,Huden Gallus,Age,"While ages fluctuate, gallus reach maturity around 18 and can live anywhere between 70 and 100 years."
40,gallus,Huden Gallus,Alignment,"Most gallus are lawful good. They are a salt-ofthe-earth sort of folk who believe in justice, the value of hard work, and the importance of respecting others."
41,gallus,Huden Gallus,Size,"Gallus are the most varied of the birdfolk races, ranging from just under 4 feet to just over 5 feet tall, and showing many unique builds. The variety of shapes and sizes means they also encompass a variety of weights, but most average around 90 pounds. Your size is Medium."
42,gallus,Huden Gallus,Speed,Your base walking speed is 30 feet.
43,gallus,Huden Gallus,Glide,"Using your feathered arms, you can slow your fall, and glide short distances. When falling you can use your reaction to spread your arms, stiffen your wing feathers, and slow your descent. While doing so, you continue to fall gently at a speed of 60 feet per round, taking no fall damage when you land. If you would fall at least 10 feet in this way, you may fly up to your movement speed in one direction you choose, although you cannot choose to move upwards, landing in the space you finish your movement. You cannot glide while carrying heavy weapons or wielding a shield (though you may drop any held items as part of your reaction to spread your arms). You cannot glide while wearing heavy armor, or if you are encumbered."
44,gallus,Huden Gallus,Wing Flap,"As a bonus action, you can use your powerful feathered arms to propel yourself upward a distance equal to half your movement speed. You can use it in conjunction with a regular jump, but not while gliding."
45,gallus,Huden Gallus,Communal,"Whenever you make an Intelligence (History) check related to the history of your race, culture, or community, you are considered proficient in the History skill and add double your proficiency bonus to the check, instead of your normal proficiency bonus."
46,gallus,Huden Gallus,Militia Training,You have proficiency in simple weapons.
47,gallus,Huden Gallus,Of the People,"You gain proficiency with the artisan tools of your choice: brewer’s supplies, carpenter’s tools, or smith’s tools."
48,gallus,Huden Gallus,Languages,"You can speak, read, and write Birdfolk. You can also understand Auran, though you cannot speak it naturally."
49,gallus,Huden Gallus,Subrace,There are two main subraces of gallus: bright and huden. Choose one of these subraces.
50,gallus,Huden Gallus,Inspiring,"By spending an action and giving words of advice or encouragement, you can inspire an ally who is able to see and hear you. The ally can roll a d4 and add the number rolled to their next ability check, attack roll, or saving throw."
51,gallus,Huden Gallus,Understanding,You have proficiency in the Insight skill.
52,gallus,Huden Gallus,One With the Wood,You have proficiency in the Nature skill.
53,gallus,Huden Gallus,Seedspeech,"Your connection to the Great Rhythm is such that you can speak with the greenery of the forest itself. Through speech and touch you can communicate simple ideas to living plants. You are able to interpret their responses in simple language. Plants in the Wood do not experience the world in terms of sight, but most can feel differences in temperature, describe things that have touched them, as well as hear vibrations that happened around them (including speech)."
