,race,subrace,section,content
31,dwarf,Mountain Dwarf,Tool Proficiency,"You gain proficiency with the artisan’s tools of your choice: smith’s tools, brewer’s supplies, or mason’s tools."
32,dwarf,Mountain Dwarf,Stonecunning,"Whenever you make an Intelligence (History) check related to the origin of stonework, you are considered proficient in the History skill and add double your proficiency bonus to the check, instead of your normal proficiency bonus."
33,dwarf,Mountain Dwarf,Languages,"You can speak, read, and write Common and Dwarvish. Dwarvish is full of hard consonants and guttural sounds, and those characteristics spill over into whatever other language a dwarf might speak."
34,dwarf,Mountain Dwarf,Dwarven Toughness,"Your hit point maximum increases by 1, and it increases by 1 every time you gain a level."
35,dwarf,Mountain Dwarf,Dwarven Armor Training,You have proficiency with light and medium armor.
36,dwarf,Duergar,Ability Score Increase,Your Strength score increases by 1.
37,dwarf,Duergar,Age,"Dwarves mature at the same rate as humans, but they’re considered young until they reach the age of 50. On average, they live about 350 years."
38,dwarf,Duergar,Alignment,"Most dwarves are lawful, believing firmly in the benefits of a well-ordered society. They tend toward good as well, with a strong sense of fair play and a belief that everyone deserves to share in the benefits of a just order."
39,dwarf,Duergar,Size,Dwarves stand between 4 and 5 feet tall and average about 150 pounds. Your size is Medium.
40,dwarf,Duergar,Speed,Your base walking speed is 25 feet. Your speed is not reduced by wearing heavy armor.
41,dwarf,Duergar,Darkvision,"Accustomed to life underground, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can’t discern color in darkness, only shades of gray."
42,dwarf,Duergar,Dwarven Resilience,"You have advantage on saving throws against poison, and you have resistance against poison damage (explained in the “Combat” section)."
43,dwarf,Duergar,Dwarven Combat Training,"You have proficiency with the battleaxe, handaxe, light hammer, and warhammer."
44,dwarf,Duergar,Tool Proficiency,"You gain proficiency with the artisan’s tools of your choice: smith’s tools, brewer’s supplies, or mason’s tools."
45,dwarf,Duergar,Stonecunning,"Whenever you make an Intelligence (History) check related to the origin of stonework, you are considered proficient in the History skill and add double your proficiency bonus to the check, instead of your normal proficiency bonus."
46,dwarf,Duergar,Languages,"You can speak, read, and write Common and Dwarvish. Dwarvish is full of hard consonants and guttural sounds, and those characteristics spill over into whatever other language a dwarf might speak."
47,dwarf,Duergar,Dwarven Toughness,"Your hit point maximum increases by 1, and it increases by 1 every time you gain a level."
48,dwarf,Duergar,Dwarven Armor Training,You have proficiency with light and medium armor.
49,dwarf,Duergar,Superior Darkvision,"You can see in dim light within 120 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray."
50,dwarf,Duergar,Duergar Resilience,You have advantage on saving throws against illusions and against being charmed or paralyzed.
51,dwarf,Duergar,Duergar Magic,"When you reach 3rd level, you can cast the Enlarge/Reduce spell on yourself once with this trait, using only the spell's enlarge option. When you reach 5th level, you can cast the Invisibility spell on yourself once with this trait. You don't need material components for either spell, and you can't cast them while you're in direct sunlight, although sunlight has no effect on them once cast. You regain the ability to cast these spells with this trait when you finish a long rest. Intelligence is your spellcasting ability for these spells."
52,dwarf,Duergar,Sunlight Sensitivity,"You have disadvantage on Attack rolls and Wisdom (Perception) checks that rely on sight when you, the target of your attack, or whatever you are trying to perceive is in direct sunlight."
53,dwarf,Mark of Warding,Ability Score Increase,Your Intelligence score increases by 1.
54,dwarf,Mark of Warding,Age,"Dwarves mature at the same rate as humans, but they’re considered young until they reach the age of 50. On average, they live about 350 years."
55,dwarf,Mark of Warding,Alignment,"Most dwarves are lawful, believing firmly in the benefits of a well-ordered society. They tend toward good as well, with a strong sense of fair play and a belief that everyone deserves to share in the benefits of a just order."
56,dwarf,Mark of Warding,Size,Dwarves stand between 4 and 5 feet tall and average about 150 pounds. Your size is Medium.
57,dwarf,Mark of Warding,Speed,Your base walking speed is 25 feet. Your speed is not reduced by wearing heavy armor.
58,dwarf,Mark of Warding,Darkvision,"Accustomed to life underground, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can’t discern color in darkness, only shades of gray."
59,dwarf,Mark of Warding,Dwarven Resilience,"You have advantage on saving throws against poison, and you have resistance against poison damage (explained in the “Combat” section)."
60,dwarf,Mark of Warding,Dwarven Combat Training,"You have proficiency with the battleaxe, handaxe, light hammer, and warhammer."
61,dwarf,Mark of Warding,Tool Proficiency,"You gain proficiency with the artisan’s tools of your choice: smith’s tools, brewer’s supplies, or mason’s tools."
62,dwarf,Mark of Warding,Stonecunning,"Whenever you make an Intelligence (History) check related to the origin of stonework, you are considered proficient in the History skill and add double your proficiency bonus to the check, instead of your normal proficiency bonus."
63,dwarf,Mark of Warding,Languages,"You can speak, read, and write Common and Dwarvish. Dwarvish is full of hard consonants and guttural sounds, and those characteristics spill over into whatever other language a dwarf might speak."
64,dwarf,Mark of Warding,Dwarven Toughness,"Your hit point maximum increases by 1, and it increases by 1 every time you gain a level."
65,dwarf,Mark of Warding,Dwarven Armor Training,You have proficiency with light and medium armor.
66,dwarf,Mark of Warding,Superior Darkvision,"You can see in dim light within 120 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray."
67,dwarf,Mark of Warding,Duergar Resilience,You have advantage on saving throws against illusions and against being charmed or paralyzed.
68,dwarf,Mark of Warding,Duergar Magic,"When you reach 3rd level, you can cast the Enlarge/Reduce spell on yourself once with this trait, using only the spell's enlarge option. When you reach 5th level, you can cast the Invisibility spell on yourself once with this trait. You don't need material components for either spell, and you can't cast them while you're in direct sunlight, although sunlight has no effect on them once cast. You regain the ability to cast these spells with this trait when you finish a long rest. Intelligence is your spellcasting ability for these spells."
69,dwarf,Mark of Warding,Sunlight Sensitivity,"You have disadvantage on Attack rolls and Wisdom (Perception) checks that rely on sight when you, the target of your attack, or whatever you are trying to perceive is in direct sunlight."
70,dwarf,Mark of Warding,Warder's Intuition,"When you make an Intelligence (Investigation) check or an ability check using thieves' tools, you can roll a d4 and add the number rolled to the ability check."
71,dwarf,Mark of Warding,Wards and Seals,"You can cast the Alarm and Mage Armor spells with this trait. Starting at 3rd level, you can also cast the Arcane Lock spell with it. Once you cast any of these spells with this trait, you can't cast that spell with it again until you finish a long rest. Intelligence is your spellcasting ability for these spells, and you don't need material components for them when you cast them with this trait."
72,dwarf,Mark of Warding,Spells of the Mark,"If you have the Spellcasting or the Pact Magic class feature, the spells on the Mark of Warding Spells table are added to the spell list of your spellcasting class."
73,dwarf,Mark of Warding,,"
Spell Level
Spells


1st
Alarm, Armor of Agathys


2nd
Arcane Lock, Knock


3rd
Glyph of Warding, Magic Circle


4th
Leomund's Secret Chest, Mordenkainen's Faithful Hound


5th
Antilife Shell

"
74,dwarf,Duergar MPMM,Ability Score Increase,Your Intelligence score increases by 1.
75,dwarf,Duergar MPMM,Age,"Dwarves mature at the same rate as humans, but they’re considered young until they reach the age of 50. On average, they live about 350 years."
76,dwarf,Duergar MPMM,Alignment,"Most dwarves are lawful, believing firmly in the benefits of a well-ordered society. They tend toward good as well, with a strong sense of fair play and a belief that everyone deserves to share in the benefits of a just order."
77,dwarf,Duergar MPMM,Size,Medium
78,dwarf,Duergar MPMM,Speed,30 ft.
79,dwarf,Duergar MPMM,Darkvision,You can see in dim light within 120 feet of you as if it were bright light and in darkness as if it were dim light. You discern colors in that darkness only as shades of gray.
80,dwarf,Duergar MPMM,Dwarven Resilience,You have advantage on saving throws you make to avoid or end the poisoned condition on yourself. You also have resistance to poison damage.
81,dwarf,Duergar MPMM,Dwarven Combat Training,"You have proficiency with the battleaxe, handaxe, light hammer, and warhammer."
82,dwarf,Duergar MPMM,Tool Proficiency,"You gain proficiency with the artisan’s tools of your choice: smith’s tools, brewer’s supplies, or mason’s tools."
83,dwarf,Duergar MPMM,Stonecunning,"Whenever you make an Intelligence (History) check related to the origin of stonework, you are considered proficient in the History skill and add double your proficiency bonus to the check, instead of your normal proficiency bonus."
84,dwarf,Duergar MPMM,Languages,"You can speak, read, and write Common and one other language that you and your DM agree is appropriate for your character."
85,dwarf,Duergar MPMM,Dwarven Toughness,"Your hit point maximum increases by 1, and it increases by 1 every time you gain a level."
86,dwarf,Duergar MPMM,Dwarven Armor Training,You have proficiency with light and medium armor.
87,dwarf,Duergar MPMM,Superior Darkvision,"You can see in dim light within 120 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray."
88,dwarf,Duergar MPMM,Duergar Resilience,You have advantage on saving throws against illusions and against being charmed or paralyzed.
89,dwarf,Duergar MPMM,Duergar Magic,"Starting at 3rd level, you can cast the Enlarge/Reduce spell on yourself with this trait, without requiring a material component. Starting at 5th level, you can also cast the Invisibility spell on yourself with this trait, without requiring a material component. Once you cast either of these spells with this trait, you can't cast that spell with it again until you finish a long rest. You can also cast these spells using spell slots you have of the appropriate level."
90,dwarf,Duergar MPMM,Sunlight Sensitivity,"You have disadvantage on Attack rolls and Wisdom (Perception) checks that rely on sight when you, the target of your attack, or whatever you are trying to perceive is in direct sunlight."
91,dwarf,Duergar MPMM,Warder's Intuition,"When you make an Intelligence (Investigation) check or an ability check using thieves' tools, you can roll a d4 and add the number rolled to the ability check."
92,dwarf,Duergar MPMM,Wards and Seals,"You can cast the Alarm and Mage Armor spells with this trait. Starting at 3rd level, you can also cast the Arcane Lock spell with it. Once you cast any of these spells with this trait, you can't cast that spell with it again until you finish a long rest. Intelligence is your spellcasting ability for these spells, and you don't need material components for them when you cast them with this trait."
93,dwarf,Duergar MPMM,Spells of the Mark,"If you have the Spellcasting or the Pact Magic class feature, the spells on the Mark of Warding Spells table are added to the spell list of your spellcasting class."
94,dwarf,Duergar MPMM,,"
Spell Level
Spells


1st
Alarm, Armor of Agathys


2nd
Arcane Lock, Knock


3rd
Glyph of Warding, Magic Circle


4th
Leomund's Secret Chest, Mordenkainen's Faithful Hound


5th
Antilife Shell

"
95,dwarf,Duergar MPMM,Ability Scores,"One ability score of your choice increases by 2, and one other ability score of your choice increases by 1, or three ability scores of your choice increase by 1."
96,dwarf,Duergar MPMM,Creature Type,You are a Humanoid. You are also considered a dwarf for any prerequisite or effect that requires you to be a dwarf.
97,dwarf,Duergar MPMM,Psionic Fortitude,You have advantage on saving throws you make to avoid or end the charmed or stunned condition on yourself.
