,race,subrace,section,content
26,half-elf,Variant Half-Elf: Drow Descent),Skill Versatility,You gain proficiency in two skills of your choice.
27,half-elf,Variant Half-Elf: Drow Descent),Languages,"You can speak, read, and write Common, Elvish, and one extra language of your choice."
28,half-elf,Variant Half-Elf: Drow Descent),Swim,You gain a swimming speed of 30 ft.
29,half-elf,Variant Half-Elf: Drow Descent),Drow Magic,"You know the dancing lights cantrip. When you reach 3rd level, you can cast the faerie fire spell once per day; you must finish a long rest in order to cast the spell again using this trait. When you reach 5th level, you can also cast the darkness spell once per day; you must finish a long rest in order to cast the spell again using this trait. Charisma is your spellcasting ability for these spells."
30,half-elf,Variant Half-Elf: Moon Elf or Sun Elf Descent),Ability Score Increase,"Your Charisma score increases by 2, and two other ability scores of your choice increase by 1."
31,half-elf,Variant Half-Elf: Moon Elf or Sun Elf Descent),Age,"Half-elves mature at the same rate humans do and reach adulthood around the age of 20. They live much longer than humans, however, often exceeding 180 years."
32,half-elf,Variant Half-Elf: Moon Elf or Sun Elf Descent),Alignment,"Half-elves share the chaotic bent of their elven heritage. They value both personal freedom and creative expression, demonstrating neither love of leaders nor desire for followers. They chafe at rules, resent others’ demands, and sometimes prove unreliable, or at least unpredictable."
33,half-elf,Variant Half-Elf: Moon Elf or Sun Elf Descent),Size,"Half-elves are about the same size as humans, ranging from 5 to 6 feet tall. Your size is Medium."
34,half-elf,Variant Half-Elf: Moon Elf or Sun Elf Descent),Speed,Your base walking speed is 30 feet.
35,half-elf,Variant Half-Elf: Moon Elf or Sun Elf Descent),Darkvision,"Thanks to your elf blood, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can’t discern color in darkness, only shades of gray."
36,half-elf,Variant Half-Elf: Moon Elf or Sun Elf Descent),Fey Ancestry,"You have advantage on saving throws against being charmed, and magic can’t put you to sleep."
37,half-elf,Variant Half-Elf: Moon Elf or Sun Elf Descent),Skill Versatility,You gain proficiency in two skills of your choice.
38,half-elf,Variant Half-Elf: Moon Elf or Sun Elf Descent),Languages,"You can speak, read, and write Common, Elvish, and one extra language of your choice."
39,half-elf,Variant Half-Elf: Moon Elf or Sun Elf Descent),Swim,You gain a swimming speed of 30 ft.
40,half-elf,Variant Half-Elf: Moon Elf or Sun Elf Descent),Drow Magic,"You know the dancing lights cantrip. When you reach 3rd level, you can cast the faerie fire spell once per day; you must finish a long rest in order to cast the spell again using this trait. When you reach 5th level, you can also cast the darkness spell once per day; you must finish a long rest in order to cast the spell again using this trait. Charisma is your spellcasting ability for these spells."
41,half-elf,Variant Half-Elf: Moon Elf or Sun Elf Descent),Variant Feature (Choose 1),"Elf Weapon Training. You have proficiency with the longsword, shortsword, shortbow, and longbow."
42,half-elf,Variant Half-Elf: Wood Elf Descent),Ability Score Increase,"Your Charisma score increases by 2, and two other ability scores of your choice increase by 1."
43,half-elf,Variant Half-Elf: Wood Elf Descent),Age,"Half-elves mature at the same rate humans do and reach adulthood around the age of 20. They live much longer than humans, however, often exceeding 180 years."
44,half-elf,Variant Half-Elf: Wood Elf Descent),Alignment,"Half-elves share the chaotic bent of their elven heritage. They value both personal freedom and creative expression, demonstrating neither love of leaders nor desire for followers. They chafe at rules, resent others’ demands, and sometimes prove unreliable, or at least unpredictable."
45,half-elf,Variant Half-Elf: Wood Elf Descent),Size,"Half-elves are about the same size as humans, ranging from 5 to 6 feet tall. Your size is Medium."
46,half-elf,Variant Half-Elf: Wood Elf Descent),Speed,Your base walking speed is 30 feet.
47,half-elf,Variant Half-Elf: Wood Elf Descent),Darkvision,"Thanks to your elf blood, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can’t discern color in darkness, only shades of gray."
48,half-elf,Variant Half-Elf: Wood Elf Descent),Fey Ancestry,"You have advantage on saving throws against being charmed, and magic can’t put you to sleep."
49,half-elf,Variant Half-Elf: Wood Elf Descent),Skill Versatility,You gain proficiency in two skills of your choice.
50,half-elf,Variant Half-Elf: Wood Elf Descent),Languages,"You can speak, read, and write Common, Elvish, and one extra language of your choice."
51,half-elf,Variant Half-Elf: Wood Elf Descent),Swim,You gain a swimming speed of 30 ft.
52,half-elf,Variant Half-Elf: Wood Elf Descent),Drow Magic,"You know the dancing lights cantrip. When you reach 3rd level, you can cast the faerie fire spell once per day; you must finish a long rest in order to cast the spell again using this trait. When you reach 5th level, you can also cast the darkness spell once per day; you must finish a long rest in order to cast the spell again using this trait. Charisma is your spellcasting ability for these spells."
53,half-elf,Variant Half-Elf: Wood Elf Descent),Variant Feature (Choose 1),"Elf Weapon Training. You have proficiency with the longsword, shortsword, shortbow, and longbow."
54,half-elf,Variant Half-Elf: Mark of Detection,Ability Score Increase,"Your Wisdom score increases by 2, and one other ability score of your choice increases by 1."
55,half-elf,Variant Half-Elf: Mark of Detection,Age,"Half-elves mature at the same rate humans do and reach adulthood around the age of 20. They live much longer than humans, however, often exceeding 180 years."
56,half-elf,Variant Half-Elf: Mark of Detection,Alignment,"Half-elves share the chaotic bent of their elven heritage. They value both personal freedom and creative expression, demonstrating neither love of leaders nor desire for followers. They chafe at rules, resent others’ demands, and sometimes prove unreliable, or at least unpredictable."
57,half-elf,Variant Half-Elf: Mark of Detection,Size,"Half-elves are about the same size as humans, ranging from 5 to 6 feet tall. Your size is Medium."
58,half-elf,Variant Half-Elf: Mark of Detection,Speed,Your base walking speed is 30 feet.
59,half-elf,Variant Half-Elf: Mark of Detection,Darkvision,"Thanks to your elf blood, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can’t discern color in darkness, only shades of gray."
60,half-elf,Variant Half-Elf: Mark of Detection,Fey Ancestry,"You have advantage on saving throws against being charmed, and magic can’t put you to sleep."
61,half-elf,Variant Half-Elf: Mark of Detection,Skill Versatility,You gain proficiency in two skills of your choice.
62,half-elf,Variant Half-Elf: Mark of Detection,Languages,"You can speak, read, and write Common, Elvish, and one extra language of your choice."
63,half-elf,Variant Half-Elf: Mark of Detection,Swim,You gain a swimming speed of 30 ft.
64,half-elf,Variant Half-Elf: Mark of Detection,Drow Magic,"You know the dancing lights cantrip. When you reach 3rd level, you can cast the faerie fire spell once per day; you must finish a long rest in order to cast the spell again using this trait. When you reach 5th level, you can also cast the darkness spell once per day; you must finish a long rest in order to cast the spell again using this trait. Charisma is your spellcasting ability for these spells."
65,half-elf,Variant Half-Elf: Mark of Detection,Variant Feature (Choose 1),"Elf Weapon Training. You have proficiency with the longsword, shortsword, shortbow, and longbow."
66,half-elf,Variant Half-Elf: Mark of Detection,Deductive Intuition,"When you make an Intelligence (Investigation) or a Wisdom (Insight) check, you can roll a d4 and add the number rolled to the ability check."
67,half-elf,Variant Half-Elf: Mark of Detection,Magical Detection,"You can cast the Detect Magic and Detect Poison and Disease spells with this trait. Starting at 3rd level, you can also cast the See Invisibility spell with it. Once you cast any of these spells with this trait, you can't cast that spell with it again until you finish a long rest. Intelligence is your spellcasting ability for these spells, and you don't require material components for them."
68,half-elf,Variant Half-Elf: Mark of Detection,Spells of the Mark,"If you have the Spellcasting or the Pact Magic class feature, the spells on the Mark of Detection Spells table are added to the spell list of your spellcasting class."
69,half-elf,Variant Half-Elf: Mark of Detection,,"
Spell Level
Spells


1st
Detect Evil and Good, Detect Poison and Disease


2nd
Detect Thoughts, Find Traps


3rd
Clairvoyance, Nondetection


4th
Arcane Eye, Divination


5th
Legend Lore

"
70,half-elf,Variant Half-Elf: Mark of Storm,Ability Score Increase,"Ability Score Increase. Your Charisma score increases by 2, and your Dexterity score increases by 1."
71,half-elf,Variant Half-Elf: Mark of Storm,Age,"Half-elves mature at the same rate humans do and reach adulthood around the age of 20. They live much longer than humans, however, often exceeding 180 years."
72,half-elf,Variant Half-Elf: Mark of Storm,Alignment,"Half-elves share the chaotic bent of their elven heritage. They value both personal freedom and creative expression, demonstrating neither love of leaders nor desire for followers. They chafe at rules, resent others’ demands, and sometimes prove unreliable, or at least unpredictable."
73,half-elf,Variant Half-Elf: Mark of Storm,Size,"Half-elves are about the same size as humans, ranging from 5 to 6 feet tall. Your size is Medium."
74,half-elf,Variant Half-Elf: Mark of Storm,Speed,Your base walking speed is 30 feet.
75,half-elf,Variant Half-Elf: Mark of Storm,Darkvision,"Thanks to your elf blood, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can’t discern color in darkness, only shades of gray."
76,half-elf,Variant Half-Elf: Mark of Storm,Fey Ancestry,"You have advantage on saving throws against being charmed, and magic can’t put you to sleep."
77,half-elf,Variant Half-Elf: Mark of Storm,Skill Versatility,You gain proficiency in two skills of your choice.
78,half-elf,Variant Half-Elf: Mark of Storm,Languages,"You can speak, read, and write Common, Elvish, and one extra language of your choice."
79,half-elf,Variant Half-Elf: Mark of Storm,Swim,You gain a swimming speed of 30 ft.
80,half-elf,Variant Half-Elf: Mark of Storm,Drow Magic,"You know the dancing lights cantrip. When you reach 3rd level, you can cast the faerie fire spell once per day; you must finish a long rest in order to cast the spell again using this trait. When you reach 5th level, you can also cast the darkness spell once per day; you must finish a long rest in order to cast the spell again using this trait. Charisma is your spellcasting ability for these spells."
81,half-elf,Variant Half-Elf: Mark of Storm,Variant Feature (Choose 1),"Elf Weapon Training. You have proficiency with the longsword, shortsword, shortbow, and longbow."
82,half-elf,Variant Half-Elf: Mark of Storm,Deductive Intuition,"When you make an Intelligence (Investigation) or a Wisdom (Insight) check, you can roll a d4 and add the number rolled to the ability check."
83,half-elf,Variant Half-Elf: Mark of Storm,Magical Detection,"You can cast the Detect Magic and Detect Poison and Disease spells with this trait. Starting at 3rd level, you can also cast the See Invisibility spell with it. Once you cast any of these spells with this trait, you can't cast that spell with it again until you finish a long rest. Intelligence is your spellcasting ability for these spells, and you don't require material components for them."
84,half-elf,Variant Half-Elf: Mark of Storm,Spells of the Mark,"If you have the Spell casting or the Pact Magic class feature, the spells on the Mark of Storm Spells table are added to the spell list of your spellcasting class."
85,half-elf,Variant Half-Elf: Mark of Storm,,"
Spell Level
Spells


1st
Feather Fall, Fog Cloud


2nd
Gust of Wind, Levitate


3rd
Sleet Storm, Wind Wall


4th
Conjure Minor Elementals, Control water


5th
Conjure Elemental

"
86,half-elf,Variant Half-Elf: Mark of Storm,"If your half-elf character has the Mark of Storm, the following traits replace the half-elf's",and Skill Versatility traits in the Player's Handbook.
87,half-elf,Variant Half-Elf: Mark of Storm,Windwright's Intuition,"When you make a Dexterity (Acrobatics) check or any ability check involving navigator's tools, you can roll a d4 and add the number rolled to the ability check."
88,half-elf,Variant Half-Elf: Mark of Storm,Storm's Boon,You have resistance to lightning damage.
89,half-elf,Variant Half-Elf: Mark of Storm,Headwinds,"You know the Gust cantrip. Starting at 3rd level, you can cast the Gust of Wind spell once with this trait, and you regain the ability to cast it when you finish a long rest. Charisma is your spellcasting ability for these spells."
