,race,subrace,section,content
43,gith,Githyanki MPMM,Astral Knowledge,"You can mystically access a reservoir of experiences of entities connected to the Astral Plane. Whenever you finish a long rest, you gain proficiency in one skill of your choice and with one weapon or tool of your choice, selected from the Player's Handbook, as you momentarily project your consciousness into the Astral Plane. These proficiencies last until the end of your next long rest."
44,gith,Githyanki MPMM,Psychic Resilience,You have resistance to psychic damage.
45,gith,Githzerai MPMM,Ability Score Increase,"One ability score of your choice increases by 2, and one other ability score of your choice increases by 1, or three ability scores of your choice increase by 1."
46,gith,Githzerai MPMM,Age,Gith reach adulthood in their late teens and live for about a century.
47,gith,Githzerai MPMM,Size,Medium
48,gith,Githzerai MPMM,Speed,30 ft.
49,gith,Githzerai MPMM,Languages,"You can speak, read, and write Common and one other language that you and your DM agree is appropriate for your character."
50,gith,Githzerai MPMM,Subrace,"There are two kinds of gith, githyanki and githzerai. Choose one of these subraces."
51,gith,Githzerai MPMM,Ability Score Improvement,Your Wisdom score increases by 2.
52,gith,Githzerai MPMM,Alignment,Githzerai tend toward lawful neutral. Their rigorous training in psychic abilities requires an implacable mental discipline.
53,gith,Githzerai MPMM,Decadent Mastery,"You learn one language of your choice, and you are proficient with one skill or tool of your choice. In the timeless city of Tu'narath, githyanki have bountiful time to master odd bits of knowledge."
54,gith,Githzerai MPMM,Martial Prodigy,"You are proficient with light and medium armor and with shortswords, longswords, and greatswords."
55,gith,Githzerai MPMM,Githyanki Psionics,"You know the Mage Hand cantrip, and the hand is invisible when you cast the cantrip with this trait."
56,gith,Githzerai MPMM,Mental Discipline,Your innate psychic defenses grant you advantage on saving throws you make to avoid or end the charmed and frightened conditions on yourself.
57,gith,Githzerai MPMM,Githzerai Psionics,"You know the Mage Hand cantrip, and the hand is invisible when you cast the cantrip with this trait."
58,gith,Githzerai MPMM,Astral Knowledge,"You can mystically access a reservoir of experiences of entities connected to the Astral Plane. Whenever you finish a long rest, you gain proficiency in one skill of your choice and with one weapon or tool of your choice, selected from the Player's Handbook, as you momentarily project your consciousness into the Astral Plane. These proficiencies last until the end of your next long rest."
59,gith,Githzerai MPMM,Psychic Resilience,You have resistance to psychic damage.
