,race,subrace,section,content
13,shifter,Beasthide,Shifting,"As a bonus action, you can assume a more bestial appearance. This transformation lasts for 1 minute, until you die, or until you revert to your normal appearance as a bonus action. When you shift, you gain temporary hit points equal to your level + your Constitution modifier (minimum of 1 temporary hit point). You also gain additional benefits that depend on your shifter subrace, described below."
14,shifter,Beasthide,Languages,"You can speak, read, and write Common."
15,shifter,Beasthide,"The beast within shapes each shifter physically and mentally. The four major subraces of shifter include: beasthide, longtooth, swiftstride, and wildhunt.",Choose a subrace for your shifter.
16,shifter,Beasthide,Ability Score Increase,"Your Constitution score increases by 2, and your Strength score increases by 1."
17,shifter,Beasthide,Natural Athlete,You have proficiency in the Athletics skill.
18,shifter,Beasthide,Shifting Feature,"Whenever you shift, you gain 1d6 additional temporary hit points. While shifted, you have a + 1 bonus to your Armor Class."
19,shifter,Longtooth,Age,"Shifters are quick to mature both physically and emotionally, reaching young adulthood at age 10. They rarely live to be more than 70 years old."
20,shifter,Longtooth,Alignment,"Shifters tend toward neutrality, being more focused on survival than concepts of good and evil. A love of personal freedom can drive shifters toward chaotic alignments."
21,shifter,Longtooth,Size,"Your size is Medium. To set your height and weight randomly, start with rolling a size modifier: Size modifier = 2d8 Height = 4 feet + 6 inches + your size modifier in inches Weight in pounds = 90 + (2d4 x your size modifier)"
22,shifter,Longtooth,Speed,Your base walking speed is 30 feet.
23,shifter,Longtooth,Darkvision,"You have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray."
24,shifter,Longtooth,Shifting,"As a bonus action, you can assume a more bestial appearance. This transformation lasts for 1 minute, until you die, or until you revert to your normal appearance as a bonus action. When you shift, you gain temporary hit points equal to your level + your Constitution modifier (minimum of 1 temporary hit point). You also gain additional benefits that depend on your shifter subrace, described below."
25,shifter,Longtooth,Languages,"You can speak, read, and write Common."
26,shifter,Longtooth,"The beast within shapes each shifter physically and mentally. The four major subraces of shifter include: beasthide, longtooth, swiftstride, and wildhunt.",Choose a subrace for your shifter.
27,shifter,Longtooth,Ability Score Increase,"Your Strength score increases by 2, and your Dexterity score increases by 1."
28,shifter,Longtooth,Natural Athlete,You have proficiency in the Athletics skill.
29,shifter,Longtooth,Shifting Feature,"While shifted, you can use your elongated fangs to make an unarmed strike as a bonus action. If you hit with your fangs, you can deal piercing damage equal to 1d6 + your Strength modifier, instead of the bludgeoning damage normal for an unarmed strike."
30,shifter,Longtooth,Fierce,You have proficiency in the Intimidation skill.
31,shifter,Swiftstride,Age,"Shifters are quick to mature both physically and emotionally, reaching young adulthood at age 10. They rarely live to be more than 70 years old."
32,shifter,Swiftstride,Alignment,"Shifters tend toward neutrality, being more focused on survival than concepts of good and evil. A love of personal freedom can drive shifters toward chaotic alignments."
33,shifter,Swiftstride,Size,"Your size is Medium. To set your height and weight randomly, start with rolling a size modifier: Size modifier = 2d8 Height = 4 feet + 6 inches + your size modifier in inches Weight in pounds = 90 + (2d4 x your size modifier)"
34,shifter,Swiftstride,Speed,Your base walking speed is 30 feet.
35,shifter,Swiftstride,Darkvision,"You have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray."
36,shifter,Swiftstride,Shifting,"As a bonus action, you can assume a more bestial appearance. This transformation lasts for 1 minute, until you die, or until you revert to your normal appearance as a bonus action. When you shift, you gain temporary hit points equal to your level + your Constitution modifier (minimum of 1 temporary hit point). You also gain additional benefits that depend on your shifter subrace, described below."
37,shifter,Swiftstride,Languages,"You can speak, read, and write Common."
38,shifter,Swiftstride,"The beast within shapes each shifter physically and mentally. The four major subraces of shifter include: beasthide, longtooth, swiftstride, and wildhunt.",Choose a subrace for your shifter.
39,shifter,Swiftstride,Ability Score Increase,"Your Dexterity score increases by 2, and your Charisma score increases by 1."
40,shifter,Swiftstride,Natural Athlete,You have proficiency in the Athletics skill.
41,shifter,Swiftstride,Shifting Feature,"While shifted, your walking speed increases by 10 feet. Additionally, you can move up to 10 feet as a reaction when a creature ends its turn within 5 feet of you. This reactive movement doesn't provoke opportunity attacks."
42,shifter,Swiftstride,Fierce,You have proficiency in the Intimidation skill.
43,shifter,Swiftstride,Graceful,You have proficiency in the Acrobatics skill.
44,shifter,Wildhunt,Age,"Shifters are quick to mature both physically and emotionally, reaching young adulthood at age 10. They rarely live to be more than 70 years old."
45,shifter,Wildhunt,Alignment,"Shifters tend toward neutrality, being more focused on survival than concepts of good and evil. A love of personal freedom can drive shifters toward chaotic alignments."
46,shifter,Wildhunt,Size,"Your size is Medium. To set your height and weight randomly, start with rolling a size modifier: Size modifier = 2d8 Height = 4 feet + 6 inches + your size modifier in inches Weight in pounds = 90 + (2d4 x your size modifier)"
47,shifter,Wildhunt,Speed,Your base walking speed is 30 feet.
48,shifter,Wildhunt,Darkvision,"You have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray."
49,shifter,Wildhunt,Shifting,"As a bonus action, you can assume a more bestial appearance. This transformation lasts for 1 minute, until you die, or until you revert to your normal appearance as a bonus action. When you shift, you gain temporary hit points equal to your level + your Constitution modifier (minimum of 1 temporary hit point). You also gain additional benefits that depend on your shifter subrace, described below."
50,shifter,Wildhunt,Languages,"You can speak, read, and write Common."
51,shifter,Wildhunt,"The beast within shapes each shifter physically and mentally. The four major subraces of shifter include: beasthide, longtooth, swiftstride, and wildhunt.",Choose a subrace for your shifter.
52,shifter,Wildhunt,Ability Score Increase,"Your Wisdom score increases by 2, and your Dexterity increases by 1."
53,shifter,Wildhunt,Natural Athlete,You have proficiency in the Athletics skill.
54,shifter,Wildhunt,Shifting Feature,"While shifted, you have advantage on Wisdom checks, and no creature within 30 feet of you can make an attack roll with advantage against you, unless you're incapacitated."
55,shifter,Wildhunt,Fierce,You have proficiency in the Intimidation skill.
56,shifter,Wildhunt,Graceful,You have proficiency in the Acrobatics skill.
57,shifter,Wildhunt,Natural Tracker,You have proficiency in the Survival skill.
58,shifter,Shifter MPMM,Age,"Shifters are quick to mature both physically and emotionally, reaching young adulthood at age 10. They rarely live to be more than 70 years old."
59,shifter,Shifter MPMM,Alignment,"Shifters tend toward neutrality, being more focused on survival than concepts of good and evil. A love of personal freedom can drive shifters toward chaotic alignments."
60,shifter,Shifter MPMM,Size,Medium
61,shifter,Shifter MPMM,Speed,30 ft.
62,shifter,Shifter MPMM,Darkvision,"You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were in dim light. You discern colors in that darkness only as shades of gray."
63,shifter,Shifter MPMM,Shifting,"As a bonus action, you can assume a more bestial appearance. This transformation lasts for 1 minute, until you die, or until you revert to your normal appearance as a bonus action. When you shift, you gain temporary hit points equal to 2 × your proficiency bonus. You can shift a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest."
64,shifter,Shifter MPMM,Languages,"You can speak, read, and write Common and one other language that you and your DM agree is appropriate for your character."
65,shifter,Shifter MPMM,"The beast within shapes each shifter physically and mentally. The four major subraces of shifter include: beasthide, longtooth, swiftstride, and wildhunt.",Choose a subrace for your shifter.
66,shifter,Shifter MPMM,Ability Score Increase,"One ability score of your choice increases by 2, and one other ability score of your choice increases by 1, or three ability scores of your choice increase by 1."
67,shifter,Shifter MPMM,Natural Athlete,You have proficiency in the Athletics skill.
68,shifter,Shifter MPMM,Shifting Feature,"While shifted, you have advantage on Wisdom checks, and no creature within 30 feet of you can make an attack roll with advantage against you, unless you're incapacitated."
69,shifter,Shifter MPMM,Fierce,You have proficiency in the Intimidation skill.
70,shifter,Shifter MPMM,Graceful,You have proficiency in the Acrobatics skill.
71,shifter,Shifter MPMM,Natural Tracker,You have proficiency in the Survival skill.
72,shifter,Shifter MPMM,,"
d6
Ancestor
Suggested Shifting Option


1
Werebear
Beasthide


2
Wereboar
Beasthide


3
Wererat
Swiftstride


4
Weretiger
Swiftstride


5
Werewolf (wolflike)
Longtooth


6
Werewolf (doglike)
Wildhunt

"
73,shifter,Shifter MPMM,Bestial Instincts,"Channeling the beast within, you have proficiency in one of the following skills of your choice: Acrobatics, Athletics, Intimidation, or Survival."
