,subclass,ability,content,subclass_FR,contability_FR,content_FR,levels
10,cavalier,Bonus Proficiency,"When you choose this archetype at 3rd level, you gain proficiency in one of the following skills of your choice: Animal Handling, History, Insight, Performance, or Persuasion. Alternatively, you learn one language of your choice.",cavalier,Bonus de compétence,"Lorsque vous choisissez cet archétype au niveau 3, vous obtenez la maîtrise de l'une des compétences suivantes de votre choix : Dressage d'animaux, Histoire, Perspicacité, Représentation ou Persuasion. Vous pouvez également apprendre une langue de votre choix.",3.0
11,cavalier,Born to the Saddle,"Starting at 3rd level, your mastery as a rider becomes apparent. You have advantage on saving throws made to avoid falling off your mount. If you fall off your mount and descend no more than 10 feet, you can land on your feet if you’re not incapacitated.Finally, mounting or dismounting a creature costs you only 5 feet of movement, rather than half your speed.",cavalier,Né pour la selle,"À partir du niveau 3, votre maîtrise du cavalier devient évidente. Vous bénéficiez d'un avantage sur les jets de sauvegarde effectués pour éviter de tomber de votre monture. Si vous tombez de votre monture et descendez de moins de 3 mètres, vous pouvez retomber sur vos pieds si vous n'êtes pas immobilisé. Enfin, monter ou descendre d'une créature ne vous coûte que 1,5 mètre de déplacement, au lieu de la moitié de votre vitesse.",3.0
12,cavalier,Unwavering Mark,"Starting at 3rd level, you can menace your foes, foiling their attacks and punishing them for harming others. When you hit a creature with a melee weapon attack, you can mark the creature until the end of your next turn. This effect ends early if you are incapacitated or you die, or if someone else marks the creature.While it is within 5 feet of you, a creature marked by you has disadvantage on any attack roll that doesn't target you.In addition, if a creature marked by you deals damage to anyone other than you, you can make a special melee weapon attack against the marked creature as a bonus action on your next turn. You have advantage on the attack roll, and if it hits, the attack's weapon deals extra damage to the target equal to half your fighter level.Regardless of the number of creatures you mark, you can make this special attack a number of times equal to your Strength modifier (a minimum of once), and you regain all expended uses of it when you finish a long rest.",cavalier,Marque inébranlable,"À partir du niveau 3, vous pouvez menacer vos ennemis, déjouer leurs attaques et les punir pour avoir blessé d'autres personnes. Lorsque vous touchez une créature avec une attaque d'arme de mêlée, vous pouvez la marquer jusqu'à la fin de votre prochain tour. Cet effet se termine prématurément si vous êtes neutralisé ou si vous mourez, ou si quelqu'un d'autre marque la créature. Tant qu'elle se trouve à 1,50 mètre ou moins de vous, une créature que vous avez marquée a un désavantage sur tout jet d'attaque qui ne vous cible pas. De plus, si une créature que vous avez marquée inflige des blessures à quelqu'un d'autre que vous, vous pouvez effectuer une attaque d'arme de mêlée spéciale contre la créature marquée en tant qu'action bonus lors de votre prochain tour. Vous avez l'avantage sur le jet d'attaque, et si elle touche, l'arme de l'attaque inflige des dégâts supplémentaires à la cible égaux à la moitié de votre niveau de combattant. Quel que soit le nombre de créatures que vous marquez, vous pouvez effectuer cette attaque spéciale un nombre de fois égal à votre modificateur de Force (au moins une fois), et vous récupérez toutes les utilisations dépensées de celle-ci lorsque vous terminez un repos long.",3.0
13,cavalier,Warding Maneuver,"At 7th level, you learn to fend off strikes directed at you, your mount, or other creatures nearby. If you or a creature you can see within 5 feet of you is hit by an attack, you can roll 1d8 as a reaction if you're wielding a melee weapon or a shield. Roll the die, and add the number rolled to the target's AC against that attack. If the attack still hits, the target has resistance against the attack's damage.You can use this feature a number of times equal to your Constitution modifier (a minimum of once), and you regain all expended uses of it when you finish a long rest.",cavalier,Manœuvre de protection,"Au niveau 7, vous apprenez à parer les attaques dirigées contre vous, votre monture ou d'autres créatures proches. Si vous ou une créature que vous pouvez voir à 1,50 mètre de vous êtes touché par une attaque, vous pouvez lancer 1d8 en réaction si vous portez une arme de mêlée ou un bouclier. Lancez le dé et ajoutez le résultat obtenu à la CA de la cible contre cette attaque. Si l'attaque réussit quand même, la cible a une résistance contre les dégâts de l'attaque. Vous pouvez utiliser cette capacité un nombre de fois égal à votre modificateur de Constitution (au moins une fois), et vous récupérez toutes les utilisations dépensées lorsque vous terminez un repos long.",7.0
14,cavalier,Hold the Line,"At 10th level, you become a master of locking down your enemies. Creatures provoke an opportunity attack from you when they move 5 feet or more while within your reach, and if you hit a creature with an opportunity attack, the target's speed is reduced to 0 until the end of the current turn.",cavalier,Maintenez la ligne,"Au niveau 10, vous devenez un maître dans l'art de bloquer vos ennemis. Les créatures provoquent une attaque d'opportunité de votre part lorsqu'elles se déplacent de 1,50 mètre ou plus alors qu'elles sont à votre portée, et si vous touchez une créature avec une attaque d'opportunité, la vitesse de la cible est réduite à 0 jusqu'à la fin du tour en cours.",10.0
15,cavalier,Ferocious Charger,"Starting at 15th level, you can run down your foes, whether you're mounted or not. If you move at least 10 feet in a straight line right before attacking a creature and you hit it with the attack, that target must succeed on a Strength saving throw (DC 8 + your proficiency bonus + your Strength modifier) or be knocked prone. You can use this feature only once on each of your turns.",cavalier,Chargeur féroce,"À partir du niveau 15, vous pouvez courir après vos ennemis, que vous soyez monté ou non. Si vous vous déplacez d'au moins 3 mètres en ligne droite juste avant d'attaquer une créature et que vous la touchez avec l'attaque, cette cible doit réussir un jet de sauvegarde de Force (DD 8 + votre bonus de maîtrise + votre modificateur de Force) ou être mise à terre. Vous ne pouvez utiliser cette capacité qu'une seule fois à chacun de vos tours.",15.0
16,cavalier,Vigilant Defender,"Starting at 18th level, you respond to danger with extraordinary vigilance. In combat, you get a special reaction that you can take once on every creature's turn, except your turn. You can use this special reaction only to make an opportunity attack, and you can't use it on the same turn that you take your normal reaction.Source: Xanathar's Guide to Everything",cavalier,Défenseur vigilant,"À partir du niveau 18, vous réagissez au danger avec une vigilance extraordinaire. En combat, vous obtenez une réaction spéciale que vous pouvez utiliser une fois à chaque tour de créature, sauf le vôtre. Vous ne pouvez utiliser cette réaction spéciale que pour effectuer une attaque d'opportunité, et vous ne pouvez pas l'utiliser au même tour que celui où vous utilisez votre réaction normale. Source : Xanathar's Guide to Everything",18.0
17,champion,Improved Critical,"Beginning when you choose this archetype at 3rd level, your weapon attacks score a critical hit on a roll of 19 or 20.",champion,Critique améliorée,"À partir du moment où vous choisissez cet archétype au niveau 3, vos attaques d'armes infligent un coup critique sur un résultat de 19 ou 20.",3.0
18,champion,Remarkable Athlete,"Starting at 7th level, you can add half your proficiency bonus (rounded up) to any Strength, Dexterity, or Constitution check you make that doesn't already use your proficiency bonus.In addition, when you make a running long jump, the distance you can cover increases by a number of feet equal to your Strength modifier.",champion,Athlète remarquable,"À partir du niveau 7, vous pouvez ajouter la moitié de votre bonus de maîtrise (arrondi au supérieur) à tout test de Force, de Dextérité ou de Constitution que vous effectuez et qui n'utilise pas déjà votre bonus de maîtrise. De plus, lorsque vous effectuez un saut en longueur avec élan, la distance que vous pouvez parcourir augmente d'un nombre de pieds égal à votre modificateur de Force.",7.0
19,champion,Additional Fighting Style,"At 10th level, you can choose a second option from the Fighting Style class feature.",champion,Style de combat supplémentaire,"Au niveau 10, vous pouvez choisir une deuxième option parmi la fonctionnalité de classe Style de combat.",10.0
20,champion,Superior Critical,"Starting at 15th level, your weapon attacks score a critical hit on a roll of 18-20.",champion,Supérieur critique,"À partir du niveau 15, vos attaques d'armes infligent un coup critique sur un résultat de 18 à 20.",15.0
21,champion,Survivor,"At 18th level, you attain the pinnacle of resilience in battle. At the start of each of your turns, you regain hit points equal to 5 + your Constitution modifier if you have no more than half of your hit points left. You don't gain this benefit if you have 0 hit points.Source: Player's Handbook",champion,Survivant,"Au niveau 18, vous atteignez le summum de la résilience au combat. Au début de chacun de vos tours, vous récupérez un nombre de points de vie égal à 5 ​​+ votre modificateur de Constitution s'il ne vous reste plus que la moitié de vos points de vie. Vous ne bénéficiez pas de cet avantage si vous avez 0 point de vie. Source : Manuel du joueur",18.0
22,eldritch.knight,Spellcasting,"When you reach 3rd level, you augment your martial prowess with the ability to cast spells.CantripsYou learn two cantrips of your choice from the wizard spell list. You learn an additional wizard cantrip of your choice at 10th level.Spell SlotsThe Eldritch Knight Spellcasting table shows how many spell slots you have to cast your spells of 1st level and higher. To cast one of these spells, you must expend a slot of the spell's level or higher. You regain all expended spell slots when you finish a long rest.For example, if you know the 1st-level spell Shield and have a 1st-level and a 2nd-level spell slot available, you can cast Shield using either slot.Spells Known of 1st Level and HigherYou know three 1st-level wizard spells of your choice, two of which you must choose from the abjuration and evocation spells on the wizard spell list.The Spells Known column of the Eldritch Knight Spellcasting table shows when you learn more wizard spells of 1st level or higher. Each of these spells must be an abjuration or evocation spell of your choice, and must be of a level for which you have spell slots. For instance, when you reach 7th level in this class, you can learn one new spell of 1st or 2nd level.The spells you learn at 8th, 14th, and 20th level can come from any school of magic.Whenever you gain a level in this class, you can replace one of the wizard spells you know with another spell of your choice from the wizard spell list. The new spell must be of a level for which you have spell slots, and it must be an abjuration or evocation spell, unless you're replacing the spell you gained at 3rd, 8th, 14th, or 20th level from any school of magic.Spellcasting AbilityIntelligence is your spellcasting ability for your wizard spells, since you learn your spells through study and memorization. You use your Intelligence whenever a spell refers to your spellcasting ability. In addition, you use your Intelligence modifier when setting the saving throw DC for a wizard spell you cast and when making an attack roll with one.Spell save DC = 8 + your proficiency bonus + your Intelligence modifierSpell attack modifier = your proficiency bonus + your Intelligence modifier",chevalier surnaturel,Lancer des sorts,"Lorsque vous atteignez le niveau 3, vous augmentez vos prouesses martiales avec la capacité de lancer des sorts. Tours de magieVous apprenez deux tours de magie de votre choix dans la liste des sorts de magicien. Vous apprenez un tour de magie supplémentaire de votre choix au niveau 10. Emplacements de sortsLe tableau de lancement de sorts du Chevalier Eldritch indique le nombre d'emplacements de sorts dont vous disposez pour lancer vos sorts de niveau 1 et supérieurs. Pour lancer l'un de ces sorts, vous devez dépenser un emplacement du niveau du sort ou supérieur. Vous récupérez tous les emplacements de sorts dépensés lorsque vous terminez un repos long. Par exemple, si vous connaissez le sort de niveau 1 Bouclier et que vous avez un emplacement de sort de niveau 1 et un emplacement de sort de niveau 2 disponibles, vous pouvez lancer Bouclier en utilisant l'un ou l'autre emplacement. Sorts connus de niveau 1 et supérieur Vous connaissez trois sorts de magicien de niveau 1 de votre choix, dont deux que vous devez choisir parmi les sorts d'abjuration et d'évocation de la liste des sorts de magicien. La colonne Sorts connus du tableau de lancement de sorts du Chevalier occulte indique quand vous apprenez davantage de sorts de magicien de niveau 1 ou supérieur. Chacun de ces sorts doit être un sort d'abjuration ou d'évocation de votre choix, et doit être d'un niveau pour lequel vous avez des emplacements de sort. Par exemple, lorsque vous atteignez le niveau 7 dans cette classe, vous pouvez apprendre un nouveau sort de niveau 1 ou 2. Les sorts que vous apprenez aux niveaux 8, 14 et 20 peuvent provenir de n'importe quelle école de magie. Chaque fois que vous gagnez un niveau dans cette classe, vous pouvez remplacer l'un des sorts de sorcier que vous connaissez par un autre sort de votre choix dans la liste des sorts de sorcier. Le nouveau sort doit être d'un niveau pour lequel vous avez des emplacements de sort, et il doit s'agir d'un sort d'abjuration ou d'évocation, à moins que vous ne remplaciez le sort que vous avez obtenu aux niveaux 3, 8, 14 ou 20 dans n'importe quelle école de magie. Capacité de lancer de sorts L'intelligence est votre capacité de lancer de sorts pour vos sorts de sorcier, car vous apprenez vos sorts par l'étude et la mémorisation. Vous utilisez votre Intelligence chaque fois qu'un sort fait référence à votre capacité de lancer de sorts. De plus, vous utilisez votre modificateur d'Intelligence lorsque vous définissez le DD du jet de sauvegarde d'un sort de sorcier que vous lancez et lorsque vous effectuez un jet d'attaque avec un sort.DD de sauvegarde de sort = 8 + votre bonus de maîtrise + votre modificateur d'IntelligenceModificateur d'attaque de sort = votre bonus de maîtrise + votre modificateur d'Intelligence",3.0
23,eldritch.knight,Weapon Bond,"At 3rd level, you learn a ritual that creates a magical bond between yourself and one weapon. You perform the ritual over the course of 1 hour, which can be done during a short rest. The weapon must be within your reach throughout the ritual, at the conclusion of which you touch the weapon and forge the bond.Once you have bonded a weapon to yourself, you can't be disarmed of that weapon unless you are incapacitated. If it is on the same plane of existence, you can summon that weapon as a bonus action on your turn, causing it to teleport instantly to your hand.You can have up to two bonded weapons, but can summon only one at a time with your bonus action. If you attempt to bond with a third weapon, you must break the bond with one of the other two.",chevalier surnaturel,Lien d'arme,"Au niveau 3, vous apprenez un rituel qui crée un lien magique entre vous et une arme. Vous effectuez le rituel en 1 heure, ce qui peut être fait pendant un court repos. L'arme doit être à votre portée pendant tout le rituel, à la fin duquel vous touchez l'arme et forgez le lien. Une fois que vous avez lié une arme à vous-même, vous ne pouvez pas vous en séparer à moins d'être neutralisé. Si elle se trouve sur le même plan d'existence, vous pouvez invoquer cette arme par une action bonus à votre tour, ce qui la téléportera instantanément dans votre main. Vous pouvez avoir jusqu'à deux armes liées, mais vous ne pouvez en invoquer qu'une à la fois avec votre action bonus. Si vous tentez de vous lier à une troisième arme, vous devez rompre le lien avec l'une des deux autres.",3.0
24,eldritch.knight,War Magic,"Beginning at 7th level, when you use your action to cast a cantrip, you can make one weapon attack as a bonus action.",chevalier surnaturel,Magie de guerre,"À partir du niveau 7, lorsque vous utilisez votre action pour lancer un tour de passe-passe, vous pouvez effectuer une attaque d'arme en tant qu'action bonus.",7.0
25,eldritch.knight,Eldritch Strike,"At 10th level, you learn how to make your weapon strikes undercut a creature's resistance to your spells. When you hit a creature with a weapon attack, that creature has disadvantage on the next saving throw it makes against a spell you cast before the end of your next turn.",chevalier surnaturel,Frappe surnaturelle,"Au niveau 10, vous apprenez à faire en sorte que vos attaques d'armes réduisent la résistance d'une créature à vos sorts. Lorsque vous frappez une créature avec une attaque d'arme, cette créature subit un désavantage au prochain jet de sauvegarde qu'elle effectue contre un sort que vous lancez avant la fin de votre prochain tour.",10.0
26,eldritch.knight,Arcane Charge,"At 15th level, you gain the ability to teleport up to 30 feet to an unoccupied space you can see when you use your Action Surge. You can teleport before or after the additional action.",chevalier surnaturel,Charge arcanique,"Au niveau 15, vous obtenez la capacité de vous téléporter jusqu'à 9 mètres dans un espace inoccupé que vous pouvez voir lorsque vous utilisez votre Surtension d'action. Vous pouvez vous téléporter avant ou après l'action supplémentaire.",15.0
27,eldritch.knight,Improved War Magic,"Starting at 18th level, when you use your action to cast a spell, you can make one weapon attack as a bonus action.Source: Player's Handbook",chevalier surnaturel,Magie de guerre améliorée,"À partir du niveau 18, lorsque vous utilisez votre action pour lancer un sort, vous pouvez effectuer une attaque d'arme en tant qu'action bonus.Source : Manuel du joueur",18.0
28,banneret,Restriction: Knighthood,Purple Dragon knights are tied to a specific order of Cormyrean knighthood.Banneret serves as the generic name for this archetype if you use it in other campaign settings or to model warlords other than Purple Dragon knights.,bannière,Restriction : Chevalerie,Les chevaliers du dragon violet sont liés à un ordre spécifique de chevalerie cormyréenne. Banneret sert de nom générique pour cet archétype si vous l'utilisez dans d'autres paramètres de campagne ou pour modéliser des seigneurs de guerre autres que les chevaliers du dragon violet.,
29,banneret,Rallying Cry,"When you choose this archetype at 3rd level, you learn how to inspire your allies to fight on past their injuries.When you use your Second Wind feature, you can choose up to three creatures within 60 feet of you that are allied with you. Each one regains hit points equal to your fighter level, provided that the creature can see or hear you.",bannière,Cri de ralliement,"Lorsque vous choisissez cet archétype au niveau 3, vous apprenez à motiver vos alliés à continuer à se battre malgré leurs blessures. Lorsque vous utilisez votre capacité Second souffle, vous pouvez choisir jusqu'à trois créatures dans un rayon de 18 mètres de vous qui sont alliées à vous. Chacune d'entre elles récupère un nombre de points de vie égal à votre niveau de combattant, à condition que la créature puisse vous voir ou vous entendre.",3.0
30,banneret,Royal Envoy,"Knights of high standing are expected to conduct themselves with grace.At 7th level, you gain proficiency in the Persuasion skill. If you are already proficient in it, you gain proficiency in one of the following skills of your choice: Animal Handling, Insight, Intimidation, or Performance.Your proficiency bonus is doubled for any ability check you make that uses Persuasion. You receive this benefit regardless of the skill proficiency you gain from this feature.",bannière,Envoyé royal,"Les chevaliers de haut rang doivent se conduire avec grâce.Au niveau 7, vous maîtrisez la compétence Persuasion. Si vous la maîtrisez déjà, vous maîtrisez l'une des compétences suivantes de votre choix : Dressage d'animaux, Perspicacité, Intimidation ou Représentation.Votre bonus de maîtrise est doublé pour tout test de caractéristique que vous effectuez qui utilise la persuasion. Vous recevez cet avantage quelle que soit la maîtrise de compétence que vous obtenez grâce à cette capacité.",7.0
31,banneret,Inspiring Surge,"Starting at 10th level, when you use your Action Surge feature, you can choose one creature within 60 feet of you that is allied with you. That creature can make one melee or ranged weapon attack with its reaction, provided that it can see or hear you.Starting at 18th level, you can choose two allies within 60 feet of you, rather than one.",bannière,Une poussée inspirante,"À partir du niveau 10, lorsque vous utilisez votre capacité Attaque, vous pouvez choisir une créature à 18 mètres ou moins de vous qui est alliée à vous. Cette créature peut effectuer une attaque d'arme de mêlée ou à distance avec sa réaction, à condition qu'elle puisse vous voir ou vous entendre. À partir du niveau 18, vous pouvez choisir deux alliés à 18 mètres ou moins de vous, au lieu d'un seul.",10.0
32,banneret,Bulwark,"Beginning at 15th level, you can extend the benefit of your Indomitable feature to an ally. When you decide to use Indomitable to reroll an Intelligence, a Wisdom, or a Charisma saving throw and you aren't incapacitated, you can choose one ally within 60 feet of you that also failed its saving throw against the same effect. If that creature can see or hear you, it can reroll its saving throw and must use the new roll.Source: Sword Coast Adventurer's Guide",bannière,Rempart,"À partir du niveau 15, vous pouvez étendre les avantages de votre capacité Indomptable à un allié. Lorsque vous décidez d'utiliser Indomptable pour relancer un jet de sauvegarde d'Intelligence, de Sagesse ou de Charisme et que vous n'êtes pas neutralisé, vous pouvez choisir un allié à 18 mètres ou moins de vous qui a également raté son jet de sauvegarde contre le même effet. Si cette créature peut vous voir ou vous entendre, elle peut relancer son jet de sauvegarde et doit utiliser le nouveau jet. Source : Sword Coast Adventurer's Guide",15.0
