,subclass,ability,content,subclass_FR,contability_FR,content_FR,levels
10,clockwork-soul,Bastion of Law,"6th-level Clockwork Soul feature
You can tap into the grand equation of existence to imbue a creature with a shimmering shield of order. As an action, you can expend 1 to 5 sorcery points to create a magical ward around yourself or another creature you can see within 30 feet of you. The ward lasts until you finish a long rest or until you use this feature again.The ward is represented by a number of d8s equal to the number of sorcery points spent to create it. When the warded creature takes damage, it can expend a number of those dice, roll them, and reduce the damage taken by the total rolled on those dice.",âme mécanique,Bastion de la Loi,"6e niveau - Capacité d'âme mécanique
Vous pouvez puiser dans la grande équation de l'existence pour imprégner une créature d'un bouclier d'ordre scintillant. En tant qu'action, vous pouvez dépenser 1 à 5 points de sorcellerie pour créer une protection magique autour de vous ou d'une autre créature que vous pouvez voir à moins de 9 mètres de vous. La protection dure jusqu'à ce que vous terminiez un repos long ou que vous utilisiez à nouveau cette capacité. La protection est représentée par un nombre de d8 égal au nombre de points de sorcellerie dépensés pour la créer. Lorsque la créature protégée subit des dégâts, elle peut dépenser un certain nombre de ces dés, les lancer et réduire les dégâts subis du total obtenu sur ces dés.",6.0
11,clockwork-soul,Trance of Order,"14th-level Clockwork Soul feature
You gain the ability to align your consciousness to the endless calculations of Mechanus. As a bonus action, you can enter this state for 1 minute. For the duration, attack rolls against you can't benefit from advantage, and whenever you make an attack roll, an ability check, or a saving throw, you can treat a roll of 9 or lower on the d20 as a 10.Once you use this bonus action, you can't use it again until you finish a long rest, unless you spend 5 sorcery points to use it again.",âme mécanique,Transe de l'Ordre,"14e niveau - Capacité d'âme mécanique
Vous obtenez la capacité d'aligner votre conscience sur les calculs sans fin de Mechanus. En tant qu'action bonus, vous pouvez entrer dans cet état pendant 1 minute. Pendant toute la durée, les jets d'attaque contre vous ne peuvent pas bénéficier d'un avantage, et chaque fois que vous effectuez un jet d'attaque, un test de caractéristique ou un jet de sauvegarde, vous pouvez considérer un jet de 9 ou moins sur le d20 comme un 10. Une fois que vous avez utilisé cette action bonus, vous ne pouvez pas l'utiliser à nouveau avant d'avoir terminé un repos long, à moins que vous ne dépensiez 5 points de sorcellerie pour l'utiliser à nouveau.",14.0
12,clockwork-soul,Clockwork Cavalcade,"18th-level Clockwork Soul feature
You summon spirits of order to expunge disorder around you. As an action, you summon the spirits in a 30-foot cube originating from you. The spirits look like modrons or other constructs of your choice. The spirits are intangible and invulnerable, and they create the following effects within the cube before vanishing:
The spirits restore up to 100 hit points, divided as you choose among any number of creatures of your choice in the cube.

Any damaged objects entirely in the cube are repaired instantly.

Every spell of 6th level or lower ends on creatures and objects of your choice in the cube.
Once you use this action, you can't use it again until you finish a long rest, unless you spend 7 sorcery points to use it again.Source: Tasha's Cauldron of Everything",âme mécanique,Cavalcade mécanique,"18e niveau de compétence Âme mécanique
Vous invoquez des esprits de l'ordre pour dissiper le désordre autour de vous. En tant qu'action, vous invoquez les esprits dans un cube de 9 mètres de côté. Les esprits ressemblent à des modrons ou à d'autres constructions de votre choix. Les esprits sont intangibles et invulnérables, et ils créent les effets suivants dans le cube avant de disparaître :
Les esprits restaurent jusqu'à 100 points de vie, répartis comme vous le souhaitez entre n'importe quel nombre de créatures de votre choix dans le cube.

Tout objet endommagé entièrement dans le cube est réparé instantanément.

Chaque sort de niveau 6 ou inférieur se termine sur les créatures et objets de votre choix dans le cube.
Une fois que vous avez utilisé cette action, vous ne pouvez plus l'utiliser avant d'avoir terminé un repos long, à moins que vous ne dépensiez 7 points de sorcellerie pour l'utiliser à nouveau.Source : Le chaudron de tout de Tasha",18.0
13,divine-soul,Divine Magic,"Your link to the divine allows you to learn spells normally associated with the cleric class. When your Spellcasting feature lets you learn a sorcerer cantrip or a sorcerer spell of 1st level or higher, you can choose the new spell from the cleric spell list or the sorcerer spell list. You must otherwise obey all the restrictions for selecting the spell, and it becomes a sorcerer spell for you.In addition, choose an affinity for the source of your divine power: good, evil, law, chaos, or neutrality. You learn an additional spell based on that affinity, as shown below. It is a sorcerer spell for you, but it doesn't count against your number of sorcerer spells known. If you later replace this spell, you must replace it with a spell from the cleric spell list.

Affinity
Spell


Good
Cure Wounds


Evil
Inflict Wounds


Law
Bless


Chaos
Bane


Neutrality
Protection from Evil and Good

",âme divine,Magie divine,"Votre lien avec le divin vous permet d'apprendre des sorts normalement associés à la classe de clerc. Lorsque votre fonction Lancer de sorts vous permet d'apprendre un sort de sorcier ou un sort de sorcier de niveau 1 ou supérieur, vous pouvez choisir le nouveau sort dans la liste des sorts de clerc ou dans la liste des sorts de sorcier. Vous devez sinon obéir à toutes les restrictions de sélection du sort, et il devient un sort de sorcier pour vous. De plus, choisissez une affinité pour la source de votre pouvoir divin : bien, mal, loi, chaos ou neutralité. Vous apprenez un sort supplémentaire basé sur cette affinité, comme indiqué ci-dessous. C'est un sort de sorcier pour vous, mais il ne compte pas dans votre nombre de sorts de sorcier connus. Si vous remplacez ultérieurement ce sort, vous devez le remplacer par un sort de la liste des sorts de clerc.

Affinité
Sort

Bon
Soigner les blessures

Mal
Infliger des blessures

Loi
Bénédiction

Chaos
Fléau

Neutralité
Protection contre le mal et le bien",1.0
14,divine-soul,Favored by the Gods,"Starting at 1st level, divine power guards your destiny. If you fail a saving throw or miss with an attack roll, you can roll 2d4 and add it to the total, possibly changing the outcome.Once you use this feature, you can’t use it again until you finish a short or long rest.",âme divine,Favorisé par les dieux,"À partir du niveau 1, le pouvoir divin protège votre destinée. Si vous ratez un jet de sauvegarde ou un jet d'attaque, vous pouvez lancer 2d4 et l'ajouter au total, ce qui peut changer le résultat. Une fois que vous avez utilisé cette capacité, vous ne pouvez plus l'utiliser avant d'avoir terminé un repos court ou long.",1.0
15,divine-soul,Empowered Healing,"Starting at 6th level, the divine energy coursing through you can empower healing spells. Whenever you or an ally within 5 feet of you rolls dice to determine the number of hit points a spell restores, you can spend 1 sorcery point to reroll any number of those dice once, provided you aren't incapacitated. You can use this feature only once per turn.",âme divine,Guérison renforcée,"À partir du niveau 6, l'énergie divine qui vous traverse peut renforcer les sorts de soins. Chaque fois que vous ou un allié à 1,50 mètre de vous lancez des dés pour déterminer le nombre de points de vie restaurés par un sort, vous pouvez dépenser 1 point de sorcellerie pour relancer n'importe quel nombre de ces dés une fois, à condition de ne pas être neutralisé. Vous ne pouvez utiliser cette capacité qu'une fois par tour.",6.0
16,divine-soul,Angelic Form,"Starting at 14th level, you can use a bonus action to manifest a pair of spectral wings from your back. While the wings are present, you have a flying speed of 30 feet. The wings last until you're incapacitated, you die, or you dismiss them as a bonus action.The affinity you chose for your Divine Magic feature determines the appearance of the spectral wings: eagle wings for good or law, bat wings for evil or chaos, and dragonfly wings for neutrality.",âme divine,Forme angélique,"À partir du niveau 14, vous pouvez utiliser une action bonus pour faire apparaître une paire d'ailes spectrales dans votre dos. Tant que les ailes sont présentes, vous avez une vitesse de vol de 9 mètres. Les ailes durent jusqu'à ce que vous soyez neutralisé, que vous mouriez ou que vous les renvoyiez par une action bonus. L'affinité que vous avez choisie pour votre capacité Magie divine détermine l'apparence des ailes spectrales : ailes d'aigle pour le bien ou la loi, ailes de chauve-souris pour le mal ou le chaos et ailes de libellule pour la neutralité.",14.0
17,divine-soul,Unearthly Recovery,"At 18th level, you gain the ability to overcome grievous injuries. As a bonus action when you have fewer than half of your hit points remaining, you can regain a number of hit points equal to half your hit point maximum.Once you use this feature, you can’t use it again until you finish a long rest.Source: Xanathar's Guide to Everything",âme divine,Récupération surnaturelle,"Au niveau 18, vous obtenez la capacité de surmonter les blessures graves. En tant qu'action bonus, lorsque vous avez moins de la moitié de vos points de vie restants, vous pouvez récupérer un nombre de points de vie égal à la moitié de votre maximum de points de vie. Une fois que vous avez utilisé cette capacité, vous ne pouvez plus l'utiliser avant d'avoir terminé un repos long. Source : Xanathar's Guide to Everything",18.0
18,divine-soul,Divine Magic,"Your link to the divine allows you to learn spells normally associated with the cleric class. When your Spellcasting feature lets you learn a sorcerer cantrip or a sorcerer spell of 1st level or higher, you can choose the new spell from the cleric spell list or the sorcerer spell list. You must otherwise obey all the restrictions for selecting the spell, and it becomes a sorcerer spell for you.In addition, choose an affinity for the source of your divine power: good, evil, law, chaos, or neutrality. You learn an additional spell based on that affinity, as shown below. It is a sorcerer spell for you, but it doesn't count against your number of sorcerer spells known. If you later replace this spell, you must replace it with a spell from the cleric spell list.

Affinity
Spell


Good
Cure Wounds


Evil
Inflict Wounds


Law
Bless


Chaos
Bane


Neutrality
Protection from Evil and Good

",âme divine,Magie divine,"Votre lien avec le divin vous permet d'apprendre des sorts normalement associés à la classe de clerc. Lorsque votre fonction Lancer de sorts vous permet d'apprendre un sort de sorcier ou un sort de sorcier de niveau 1 ou supérieur, vous pouvez choisir le nouveau sort dans la liste des sorts de clerc ou dans la liste des sorts de sorcier. Vous devez sinon obéir à toutes les restrictions de sélection du sort, et il devient un sort de sorcier pour vous. De plus, choisissez une affinité pour la source de votre pouvoir divin : bien, mal, loi, chaos ou neutralité. Vous apprenez un sort supplémentaire basé sur cette affinité, comme indiqué ci-dessous. C'est un sort de sorcier pour vous, mais il ne compte pas dans votre nombre de sorts de sorcier connus. Si vous remplacez ultérieurement ce sort, vous devez le remplacer par un sort de la liste des sorts de clerc.

Affinité
Sort

Bon
Soigner les blessures

Mal
Infliger des blessures

Loi
Bénédiction

Chaos
Fléau

Neutralité
Protection contre le mal et le bien",1.0
19,divine-soul,Favored by the Gods,"Starting at 1st level, divine power guards your destiny. If you fail a saving throw or miss with an attack roll, you can roll 2d4 and add it to the total, possibly changing the outcome.Once you use this feature, you can’t use it again until you finish a short or long rest.",âme divine,Favorisé par les dieux,"À partir du niveau 1, le pouvoir divin protège votre destinée. Si vous ratez un jet de sauvegarde ou un jet d'attaque, vous pouvez lancer 2d4 et l'ajouter au total, ce qui peut changer le résultat. Une fois que vous avez utilisé cette capacité, vous ne pouvez plus l'utiliser avant d'avoir terminé un repos court ou long.",1.0
20,divine-soul,Empowered Healing,"Starting at 6th level, the divine energy coursing through you can empower healing spells. Whenever you or an ally within 5 feet of you rolls dice to determine the number of hit points a spell restores, you can spend 1 sorcery point to reroll any number of those dice once, provided you aren't incapacitated. You can use this feature only once per turn.",âme divine,Guérison renforcée,"À partir du niveau 6, l'énergie divine qui vous traverse peut renforcer les sorts de soins. Chaque fois que vous ou un allié à 1,50 mètre de vous lancez des dés pour déterminer le nombre de points de vie restaurés par un sort, vous pouvez dépenser 1 point de sorcellerie pour relancer n'importe quel nombre de ces dés une fois, à condition de ne pas être neutralisé. Vous ne pouvez utiliser cette capacité qu'une fois par tour.",6.0
21,divine-soul,Angelic Form,"Starting at 14th level, you can use a bonus action to manifest a pair of spectral wings from your back. While the wings are present, you have a flying speed of 30 feet. The wings last until you're incapacitated, you die, or you dismiss them as a bonus action.The affinity you chose for your Divine Magic feature determines the appearance of the spectral wings: eagle wings for good or law, bat wings for evil or chaos, and dragonfly wings for neutrality.",âme divine,Forme angélique,"À partir du niveau 14, vous pouvez utiliser une action bonus pour faire apparaître une paire d'ailes spectrales dans votre dos. Tant que les ailes sont présentes, vous avez une vitesse de vol de 9 mètres. Les ailes durent jusqu'à ce que vous soyez neutralisé, que vous mouriez ou que vous les renvoyiez par une action bonus. L'affinité que vous avez choisie pour votre capacité Magie divine détermine l'apparence des ailes spectrales : ailes d'aigle pour le bien ou la loi, ailes de chauve-souris pour le mal ou le chaos et ailes de libellule pour la neutralité.",14.0
22,divine-soul,Unearthly Recovery,"At 18th level, you gain the ability to overcome grievous injuries. As a bonus action when you have fewer than half of your hit points remaining, you can regain a number of hit points equal to half your hit point maximum.Once you use this feature, you can’t use it again until you finish a long rest.Source: Xanathar's Guide to Everything",âme divine,Récupération surnaturelle,"Au niveau 18, vous obtenez la capacité de surmonter les blessures graves. En tant qu'action bonus, lorsque vous avez moins de la moitié de vos points de vie restants, vous pouvez récupérer un nombre de points de vie égal à la moitié de votre maximum de points de vie. Une fois que vous avez utilisé cette capacité, vous ne pouvez plus l'utiliser avant d'avoir terminé un repos long. Source : Xanathar's Guide to Everything",18.0
23,draconic-bloodline,Dragon Ancestor,"At 1st level, you choose one type of dragon as your ancestor. The damage type associated with each dragon is used by features you gain later.

Dragon Color
Damage Type


Black
Acid


Blue
Lightning


Brass
Fire


Bronze
Lightning


Copper
Acid


Gold
Fire


Green
Poison


Red
Fire


Silver
Cold


White
Cold

You can speak, read, and write Draconic. Additionally, whenever you make a Charisma check when interacting with dragons, your proficiency bonus is doubled if it applies to the check.",lignée draconique,Ancêtre du dragon,"Au niveau 1, vous choisissez un type de dragon comme ancêtre. Le type de dégâts associé à chaque dragon est utilisé par les capacités que vous obtenez plus tard.

Couleur du dragon
Type de dégâts

Noir
Acide

Bleu
Éclair

Laiton
Feu

Bronze
Éclair

Cuivre
Acide

Or
Feu

Vert
Poison

Rouge
Feu

Argent
Froid

Blanc
Froid

Vous pouvez parler, lire et écrire le draconique. De plus, chaque fois que vous faites un test de Charisme lors d'une interaction avec des dragons, votre bonus de maîtrise est doublé s'il s'applique au test.",1.0
24,draconic-bloodline,Draconic Resilience,"As magic flows through your body, it causes physical traits of your dragon ancestors to emerge. At 1st level, your hit point maximum increases by 1 and increases by 1 again whenever you gain a level in this class.Additionally, parts of your skin are covered by a thin sheen of dragon-like scales. When you aren't wearing armor, your AC equals 13 + your Dexterity modifier.",lignée draconique,Résilience draconique,"Lorsque la magie circule dans votre corps, elle fait émerger les traits physiques de vos ancêtres dragons. Au niveau 1, votre maximum de points de vie augmente de 1 et augmente à nouveau de 1 à chaque fois que vous gagnez un niveau dans cette classe. De plus, certaines parties de votre peau sont recouvertes d'une fine couche d'écailles semblables à celles d'un dragon. Lorsque vous ne portez pas d'armure, votre CA est égale à 13 + votre modificateur de Dextérité.",1.0
25,draconic-bloodline,Elemental Affinity,"Starting at 6th level, when you cast a spell that deals damage of the type associated with your draconic ancestry, add your Charisma modifier to that damage. At the same time, you can spend 1 sorcery point to gain resistance to that damage type for 1 hour.",lignée draconique,Affinité élémentaire,"À partir du niveau 6, lorsque vous lancez un sort qui inflige des dégâts du type associé à votre ascendance draconique, ajoutez votre modificateur de Charisme à ces dégâts. En même temps, vous pouvez dépenser 1 point de sorcellerie pour gagner une résistance à ce type de dégâts pendant 1 heure.",6.0
26,draconic-bloodline,Dragon Wings,"At 14th level, you gain the ability to sprout a pair of dragon wings from your back, gaining a flying speed equal to your current speed. You can create these wings as a bonus action on your turn. They last until you dismiss them as a bonus action on your turn.You can't manifest your wings while wearing armor unless the armor is made to accommodate them, and clothing not made to accommodate your wings might be destroyed when you manifest them.",lignée draconique,Ailes de dragon,"Au niveau 14, vous obtenez la capacité de faire pousser une paire d'ailes de dragon dans votre dos, ce qui vous permet de voler à une vitesse égale à votre vitesse actuelle. Vous pouvez créer ces ailes par une action bonus à votre tour. Elles durent jusqu'à ce que vous les rejetiez par une action bonus à votre tour. Vous ne pouvez pas manifester vos ailes lorsque vous portez une armure, à moins que celle-ci ne soit conçue pour les accueillir, et les vêtements qui ne sont pas conçus pour accueillir vos ailes peuvent être détruits lorsque vous les manifestez.",14.0
