,subclass,ability,content,subclass_FR,contability_FR,content_FR,levels
10,blood-magic,Blood Channeling,"When you choose this arcane tradition at 2nd level, you are able to use your own depleted life essence to channel your magical abilities. Whenever your current hit points are below your hit point maximum, you can use your own body as an arcane focus.In addition, when casting a wizard spell that requires a costly material component, you can forego the component by taking 1d10 necrotic damage per 50 gp of the cost of the component (minimum 1d10). This damage can't be reduced in any way. If this damage reduces you to 0 hit points, the spell fails but the spell slot is not expended.",magie du sang,Canalisation sanguine,"Lorsque vous choisissez cette tradition arcanique au niveau 2, vous pouvez utiliser votre propre essence vitale épuisée pour canaliser vos capacités magiques. Chaque fois que vos points de vie actuels sont inférieurs à votre maximum de points de vie, vous pouvez utiliser votre propre corps comme focalisateur arcanique. De plus, lorsque vous lancez un sort de magicien qui nécessite un composant matériel coûteux, vous pouvez renoncer au composant en subissant 1d10 dégâts nécrotiques par tranche de 50 po du coût du composant (minimum 1d10). Ces dégâts ne peuvent être réduits d'aucune façon. Si ces dégâts vous réduisent à 0 point de vie, le sort échoue mais l'emplacement de sort n'est pas dépensé.",2
11,blood-magic,Sanguine Burst,"Also at 2nd level, you learn how to weave your life force into a spell you cast, boosting its intensity at the cost of your vitality. Whenever you roll damage for a spell you've cast of 1st level or higher, you can choose to take necrotic damage equal to the spell's level to reroll a number of the damage dice up to your Intelligence modifier (minimum one). This damage can't be reduced in any way, and you must use the new rolls.",magie du sang,Explosion Sanguine,"Au niveau 2, vous apprenez également à intégrer votre force vitale dans un sort que vous lancez, augmentant ainsi son intensité au détriment de votre vitalité. Chaque fois que vous lancez des dégâts pour un sort de niveau 1 ou supérieur que vous avez lancé, vous pouvez choisir de subir des dégâts nécrotiques égaux au niveau du sort pour relancer un nombre de dés de dégâts jusqu'à votre modificateur d'Intelligence (minimum un). Ces dégâts ne peuvent en aucun cas être réduits et vous devez utiliser les nouveaux jets.",2
12,blood-magic,Bond of Mutual Suffering,"At 6th level, when a creature you can see hits you with an attack, you can use your reaction to bind your vitality to the attacker and force them to share your pain. The attacker takes damage equal to the damage you took.This feature cannot be used against constructs or undead. You can use this feature once. You must finish a short or long rest before you can use it again.At 14th level, you can use this feature twice between rests.",magie du sang,Lien de souffrance mutuelle,"Au niveau 6, lorsqu'une créature que vous voyez vous attaque, vous pouvez utiliser votre réaction pour lier votre vitalité à celle de l'attaquant et le forcer à partager votre douleur. L'attaquant subit des dégâts égaux aux dégâts que vous avez subis. Cette capacité ne peut pas être utilisée contre les créatures artificielles ou les morts-vivants. Vous pouvez utiliser cette capacité une fois. Vous devez terminer un repos court ou long avant de pouvoir l'utiliser à nouveau. Au niveau 14, vous pouvez utiliser cette capacité deux fois entre deux repos.",6
13,blood-magic,Glyph of Hemorrhaging,"Starting at 10th level, when you damage a creature with a spell, you can choose to curse that creature for 1 minute. While cursed in this way, whenever the creature is hit by an attack, it takes an extra 1d6 necrotic damage. At the end of each of the creature's turns, it can make a Constitution saving throw against your spell save DC, ending the curse on a success.This feature cannot be used against creatures that are undead or constructs. Once you use this feature, you can't use it again until you finish a short or long rest.",magie du sang,Glyphe d'hémorragie,"À partir du niveau 10, lorsque vous blessez une créature avec un sort, vous pouvez choisir de la maudire pendant 1 minute. Tant qu'elle est maudite de cette manière, chaque fois que la créature est touchée par une attaque, elle subit 1d6 dégâts nécrotiques supplémentaires. À la fin de chacun des tours de la créature, elle peut effectuer un jet de sauvegarde de Constitution contre le DD de sauvegarde de votre sort, mettant fin à la malédiction en cas de réussite. Cette capacité ne peut pas être utilisée contre les créatures mortes-vivantes ou artificielles. Une fois que vous avez utilisé cette capacité, vous ne pouvez plus l'utiliser avant d'avoir terminé un repos court ou long.",10
14,blood-magic,Thicker than Water,"Upon reaching 14th level, the blood that flows through your veins is empowered with arcane vigor that mends wounds and helps preserve your life. Whenever a spell or magical effect causes you to regain hit points, you regain an additional number of hit points equal to your proficiency bonus.In addition, while you are concentrating on a spell, you have resistance to bludgeoning, piercing, and slashing damage from nonmagical attacks.Source: Tal'Dorei Campaign Setting Reborn",magie du sang,Plus épais que l'eau,"Au niveau 14, le sang qui coule dans vos veines est doté d'une vigueur arcanique qui soigne les blessures et vous aide à préserver votre vie. Chaque fois qu'un sort ou un effet magique vous fait regagner des points de vie, vous regagnez un nombre de points de vie supplémentaire égal à votre bonus de maîtrise. De plus, lorsque vous vous concentrez sur un sort, vous bénéficiez d'une résistance aux dégâts contondants, perforants et tranchants des attaques non magiques. Source : Tal'Dorei Campaign Setting Reborn",14
15,chronurgy-magic,Expanded Spell List,"2nd-level Chronurgy Magic feature
The School of Chronurgy Magic lets you choose from an expanded list of spells developed
through the manipulation of dunamis. The following Dunamancy Spells are added to the wizard spell list for you:

Spell Level
Spells


Cantrip
Sapping Sting


1st
Gift of Alacrity


2nd
Fortune's Favor, Wristpocket


3rd
Pulse Wave


4th
—


5th
Temporal Shunt


6th
—


7th
Tether Essence


8th
Reality Break


9th
Time Ravage

",chronourgie-magie,Liste de sorts étendue,"Fonctionnalité de magie de la Chronurgie de niveau 2
L'École de magie de la Chronurgie vous permet de choisir parmi une liste étendue de sorts développés
par la manipulation de dunamis. Les sorts de Dunamancy suivants sont ajoutés à la liste de sorts de magicien pour vous :

Niveau de sort
Sorts

Cantrip
Dard de sape

1er
Don d'empressement

2e
Faveur de la fortune, Pochette de poignet

3e
Onde de pulsation

4e
—

5e
Shunt temporel

6e
—

7e
Essence d'attache

8e
Rupture de la réalité

9e
Ravage temporel",2
16,chronurgy-magic,Chronal Shift,"2nd-level Chronurgy Magic feature
You can magically exert limited control over the flow of time around a creature. As a reaction, after you or a creature you can see within 30 feet of you makes an attack roll, an ability check, or a saving throw, you can force the creature to reroll. You make this decision after you see whether the roll succeeds or fails. The target must use the result of the second roll.You can use this ability twice, and you regain any expended uses when you finish a long rest.",chronourgie-magie,Changement de chronologie,"2e niveau de la capacité magique de Chronurgie
Vous pouvez exercer un contrôle limité sur le flux du temps autour d'une créature. En réaction, après que vous ou une créature que vous pouvez voir à moins de 9 mètres de vous avez effectué un jet d'attaque, un test de caractéristique ou un jet de sauvegarde, vous pouvez forcer la créature à relancer le jet. Vous prenez cette décision après avoir constaté si le jet réussit ou échoue. La cible doit utiliser le résultat du deuxième jet. Vous pouvez utiliser cette capacité deux fois et vous récupérez toutes les utilisations dépensées lorsque vous terminez un repos long.",2
17,chronurgy-magic,Temporal Awareness,"2nd-level Chronurgy Magic feature
You can add your Intelligence modifier to your initiative rolls.",chronourgie-magie,Conscience temporelle,"Fonctionnalité magique de Chronurgie de niveau 2
Vous pouvez ajouter votre modificateur d'Intelligence à vos jets d'initiative.",2
18,chronurgy-magic,Momentary Stasis,"6th-level Chronurgy Magic feature
As an action, you can magically force a Large or smaller creature you can see within 60 feet of you to make a Constitution saving throw against your spell save DC. Unless the saving throw is a success, the creature is encased in a field of magical energy until the end of your next turn or until the creature takes any damage. While encased in this way, the creature is incapacitated and has a speed of 0.You can use this feature a number of times equal to your Intelligence modifier (a minimum of once). You regain all expended uses when you finish a long rest.",chronourgie-magie,Stase momentanée,"6e niveau Chronurgie - Capacité magique
En tant qu'action, vous pouvez forcer par magie une créature de taille G ou plus petite que vous pouvez voir à 18 mètres ou moins de vous à effectuer un jet de sauvegarde de Constitution contre le DD de sauvegarde de votre sort. À moins que le jet de sauvegarde ne soit une réussite, la créature est enfermée dans un champ d'énergie magique jusqu'à la fin de votre prochain tour ou jusqu'à ce qu'elle subisse des dégâts. Tant qu'elle est enfermée de cette manière, la créature est neutralisée et a une vitesse de 0. Vous pouvez utiliser cette capacité un nombre de fois égal à votre modificateur d'Intelligence (au moins une fois). Vous récupérez toutes les utilisations dépensées lorsque vous terminez un repos long.",6
19,chronurgy-magic,Arcane Abeyance,"10th-level Chronurgy Magic feature
When you cast a spell using a spell slot of 4th level or lower, you can condense the spell's magic into a mote. The spell is frozen in time at the moment of casting and held within a gray bead for 1 hour. This bead is a Tiny object with AC 15 and 1 hit point, and it is immune to poison and psychic damage. When the duration ends, or if the bead is destroyed, it vanishes in a flash of light, and the spell is lost.A creature holding the bead can use its action to release the spell within, whereupon the bead disappears. The spell uses your spell attack bonus and save DC, and the spell treats the creature who released it as the caster for all other purposes.Once you create a bead with this feature, you can't do so again until you finish a short or long rest.",chronourgie-magie,Abandon des arcanes,"10e niveau - Chronurgie - Magie - Capacité magique
Lorsque vous lancez un sort en utilisant un emplacement de sort de niveau 4 ou inférieur, vous pouvez condenser la magie du sort en une particule. Le sort est figé dans le temps au moment de l'incantation et maintenu dans une perle grise pendant 1 heure. Cette perle est un objet de taille minuscule avec une CA de 15 et 1 point de vie, et elle est immunisée contre le poison et les dégâts psychiques. Lorsque la durée se termine, ou si la perle est détruite, elle disparaît dans un éclair de lumière, et le sort est perdu.Une créature qui tient la perle peut utiliser son action pour libérer le sort qu'elle contient, après quoi la perle disparaît. Le sort utilise votre bonus d'attaque des sorts et le DD de sauvegarde, et le sort traite la créature qui l'a libérée comme le lanceur de sorts pour toutes les autres fins.Une fois que vous avez créé une perle avec cette capacité, vous ne pouvez plus le faire avant d'avoir terminé un repos court ou long.",10
20,chronurgy-magic,Convergent Future,"14th-level Chronurgy Magic feature
You can peer through possible futures and magically pull one of them into events around you, ensuring a particular outcome. When you or a creature you can see within 60 feet of you makes an attack roll, an ability check, or a saving throw, you can use your reaction to ignore the die roll and decide whether the number rolled is the minimum needed to succeed or one less than that number (your choice).When you use this feature, you gain one level of exhaustion. Only by finishing a long rest can you remove a level of exhaustion gained in this waySource: Explorer's Guide to Wildemount",chronourgie-magie,Un avenir convergent,"Fonctionnalité magique de la Chronurgie de niveau 14
Vous pouvez scruter les futurs possibles et en attirer un par magie dans les événements qui vous entourent, garantissant ainsi un résultat particulier. Lorsque vous ou une créature que vous pouvez voir à moins de 18 mètres de vous effectuez un jet d'attaque, un test de caractéristique ou un jet de sauvegarde, vous pouvez utiliser votre réaction pour ignorer le jet de dé et décider si le nombre obtenu est le minimum nécessaire pour réussir ou un de moins que ce nombre (à votre choix). Lorsque vous utilisez cette fonctionnalité, vous gagnez un niveau d'épuisement. Ce n'est qu'en terminant un repos long que vous pouvez supprimer un niveau d'épuisement gagné de cette manière. Source : Guide de l'explorateur de Wildemount",14
21,conjuration,Conjuration Savant,"Beginning when you select this school at 2nd level, the gold and time you must spend to copy a Conjuration spell into your spellbook is halved.",conjuration,Savant de la Conjuration,"À partir du moment où vous sélectionnez cette école au niveau 2, l'or et le temps que vous devez dépenser pour copier un sort de Conjuration dans votre grimoire sont réduits de moitié.",2
22,conjuration,Minor Conjuration,"Starting at 2nd level when you select this school, you can use your action to conjure up an inanimate object in your hand or on the ground in an unoccupied space that you can see within 10 feet of you. This object can be no larger than 3 feet on a side and weigh no more than 10 pounds, and its form must be that of a nonmagical object that you have seen. The object is visibly magical, radiating dim light out to 5 feet.The object disappears after 1 hour, when you use this feature again, or if it takes any damage.",conjuration,Conjuration mineure,"À partir du niveau 2 lorsque vous sélectionnez cette école, vous pouvez utiliser votre action pour invoquer un objet inanimé dans votre main ou sur le sol dans un espace inoccupé que vous pouvez voir à moins de 3 mètres de vous. Cet objet ne peut pas mesurer plus de 90 centimètres de côté et peser plus de 5 kilos, et sa forme doit être celle d'un objet non magique que vous avez vu. L'objet est visiblement magique, émettant une faible lumière jusqu'à 1,50 mètre. L'objet disparaît au bout d'une heure, lorsque vous utilisez à nouveau cette capacité ou s'il subit des dégâts.",2
23,conjuration,Benign Transportation,"Starting at 6th level, you can use your action to teleport up to 30 feet to an unoccupied space that you can see. Alternatively, you can choose a space within range that is occupied by a Small or Medium creature. If that creature is willing, you both teleport, swapping places.Once you use this feature, you can't use it again until you finish a long rest or you cast a conjuration spell of 1st level or higher.",conjuration,Transports bénins,"À partir du niveau 6, vous pouvez utiliser votre action pour vous téléporter jusqu'à 9 mètres dans un espace inoccupé que vous pouvez voir. Vous pouvez également choisir un espace à portée occupé par une créature de taille petite ou moyenne. Si cette créature le souhaite, vous vous téléportez tous les deux, échangeant ainsi vos places. Une fois que vous avez utilisé cette capacité, vous ne pouvez plus l'utiliser avant d'avoir terminé un repos long ou d'avoir lancé un sort d'invocation de niveau 1 ou supérieur.",6
24,conjuration,Focused Conjuration,"Beginning at 10th level, while you are concentrating on a conjuration spell, your concentration can't be broken as a result of taking damage.",conjuration,Conjuration focalisée,"À partir du niveau 10, lorsque vous vous concentrez sur un sort d'invocation, votre concentration ne peut pas être interrompue à la suite de dégâts subis.",10
25,conjuration,Durable Summons,"Starting at 14th level, any creature that you summon or create with a conjuration spell has 30 temporary hit points.Source: Player's Handbook",conjuration,Invocation durable,"À partir du niveau 14, toute créature que vous invoquez ou créez avec un sort de conjuration a 30 points de vie temporaires.Source : Manuel du joueur",14
26,divination,Divination Savant,"Beginning when you select this school at 2nd level, the gold and time you must spend to copy a Divination spell into your spellbook is halved.",divination,Divination Savant,"À partir du moment où vous sélectionnez cette école au niveau 2, l'or et le temps que vous devez dépenser pour copier un sort de divination dans votre grimoire sont réduits de moitié.",2
27,divination,Portent,"Starting at 2nd level when you choose this school, glimpses of the future begin to press in on your awareness. When you finish a long rest, roll two d20s and record the numbers rolled. You can replace any attack roll, saving throw, or ability check made by you or a creature that you can see with one of these foretelling rolls. You must choose to do so before the roll, and you can replace a roll in this way only once per turn.Each foretelling roll can be used only once. When you finish a long rest, you lose any unused foretelling rolls.",divination,Présage,"À partir du niveau 2, lorsque vous choisissez cette école, des aperçus du futur commencent à se faire sentir. Lorsque vous terminez un repos long, lancez deux d20 et notez les résultats obtenus. Vous pouvez remplacer tout jet d'attaque, jet de sauvegarde ou test de caractéristique effectué par vous ou une créature que vous pouvez voir par l'un de ces jets de prédiction. Vous devez choisir de le faire avant le jet, et vous ne pouvez remplacer un jet de cette manière qu'une seule fois par tour. Chaque jet de prédiction ne peut être utilisé qu'une seule fois. Lorsque vous terminez un repos long, vous perdez tous les jets de prédiction non utilisés.",2
28,divination,Expert Divination,"Beginning at 6th level, casting divination spells comes so easily to you that it expends only a fraction of your spellcasting efforts. When you cast a divination spell of 2nd level or higher using a spell slot, you regain one expended spell slot. The slot you regain must be of a level lower than the spell you cast and can't be higher than 5th level.",divination,Divination experte,"À partir du niveau 6, lancer des sorts de divination est si facile que cela ne nécessite qu'une fraction de vos efforts de lancer de sorts. Lorsque vous lancez un sort de divination de niveau 2 ou supérieur en utilisant un emplacement de sort, vous récupérez un emplacement de sort dépensé. L'emplacement que vous récupérez doit être d'un niveau inférieur à celui du sort que vous avez lancé et ne peut pas être supérieur au niveau 5.",6
29,divination,The Third Eye,"Starting at 10th level, you can use your action to increase your powers of perception. When you do so, choose one of the following benefits, which lasts until you are incapacitated or you take a short or long rest. You can't use the feature again until you finish a short or long rest.Darkvision
You gain darkvision out to a range of 60 feet.Ethereal Sight
You can see into the Ethereal Plane within 60 feet of you.Greater Comprehension
You can read any language.See Invisibility
You can see invisible creatures and objects within 10 feet of you that are within line of sight.",divination,Le troisième œil,"À partir du niveau 10, vous pouvez utiliser votre action pour augmenter vos pouvoirs de perception. Lorsque vous le faites, choisissez l'un des avantages suivants, qui dure jusqu'à ce que vous soyez frappé d'incapacité ou que vous preniez un repos court ou long. Vous ne pouvez pas utiliser cette capacité à nouveau avant d'avoir terminé un repos court ou long.Vision dans le noir
Vous obtenez la vision dans le noir jusqu'à une portée de 18 mètres.Vue éthérée
Vous pouvez voir dans le plan éthéré à 18 mètres de vous.Compréhension supérieure
Vous pouvez lire n'importe quelle langue.Voir l'invisibilité
Vous pouvez voir les créatures et objets invisibles à 3 mètres de vous qui sont dans votre champ de vision.",10
30,divination,Greater Portent,"Starting at 14th level, the visions in your dreams intensify and paint a more accurate picture in your mind of what is to come. You roll three d20s for your Portent feature, rather than two.Source: Player's Handbook",divination,Grand Présage,"À partir du niveau 14, les visions de vos rêves s'intensifient et vous donnent une image plus précise de ce qui vous attend. Vous lancez trois d20 pour votre capacité Présage, au lieu de deux. Source : Manuel du joueur",14
31,enchantment,Enchantment Savant,"Beginning when you select this school at 2nd level, the gold and time you must spend to copy a Enchantment spell into your spellbook is halved.",enchantement,Savant en enchantement,"À partir du moment où vous sélectionnez cette école au niveau 2, l'or et le temps que vous devez dépenser pour copier un sort d'enchantement dans votre grimoire sont réduits de moitié.",2
32,enchantment,Hypnotic Gaze,"Starting at 2nd level when you choose this school, your soft words and enchanting gaze can magically enthrall another creature. As an action, choose one creature that you can see within 5 feet of you. If the target can see or hear you, it must succeed on a Wisdom saving throw against your wizard spell save DC or be charmed by you until the end of your next turn. The charmed creature's speed drops to 0, and the creature is incapacitated and visibly dazed.On subsequent turns, you can use your action to maintain this effect, extending its duration until the end of your next turn. However, the effect ends if you move more than 5 feet away from the creature, if the creature can neither see nor hear you, or if the creature takes damage.Once the effect ends, or if the creature succeeds on its initial saving throw against this effect, you can't use this feature on that creature again until you finish a long rest.",enchantement,Regard hypnotique,"À partir du niveau 2 lorsque vous choisissez cette école, vos paroles douces et votre regard enchanteur peuvent envoûter magiquement une autre créature. Par une action, choisissez une créature que vous pouvez voir à 1,50 mètre ou moins de vous. Si la cible peut vous voir ou vous entendre, elle doit réussir un jet de sauvegarde de Sagesse contre le DD de sauvegarde de votre sort de sorcier ou être charmée par vous jusqu'à la fin de votre prochain tour. La vitesse de la créature charmée tombe à 0, et la créature est neutralisée et visiblement étourdie. Lors des tours suivants, vous pouvez utiliser votre action pour maintenir cet effet, prolongeant sa durée jusqu'à la fin de votre prochain tour. Cependant, l'effet prend fin si vous vous éloignez de plus de 1,50 mètre de la créature, si la créature ne peut ni vous voir ni vous entendre, ou si la créature subit des dégâts. Une fois l'effet terminé, ou si la créature réussit son jet de sauvegarde initial contre cet effet, vous ne pouvez plus utiliser cette capacité sur cette créature jusqu'à ce que vous ayez terminé un repos long.",2
33,enchantment,Instinctive Charm,"Beginning at 6th level, when a creature you can see within 30 feet of you makes an attack roll against you, you can use your reaction to divert the attack, provided that another creature is within the attack's range. The attacker must make a Wisdom saving throw against your wizard spell save DC. On a failed save, the attacker must target the creature that is closest to it, not including you or itself. If multiple creatures are closest, the attacker chooses which one to target.On a successful save, you can't use this feature on the attacker again until you finish a long rest.You must choose to use this feature before knowing whether the attack hits or misses. Creatures that can't be charmed are immune to this effect.",enchantement,Charme instinctif,"À partir du niveau 6, lorsqu'une créature visible à 9 mètres ou moins de vous effectue un jet d'attaque contre vous, vous pouvez utiliser votre réaction pour détourner l'attaque, à condition qu'une autre créature se trouve à portée de l'attaque. L'attaquant doit réussir un jet de sauvegarde de Sagesse contre le DD de sauvegarde de votre sort de magicien. En cas d'échec, l'attaquant doit cibler la créature la plus proche de lui, sans vous inclure ni lui-même. Si plusieurs créatures sont les plus proches, l'attaquant choisit laquelle cibler. En cas de réussite, vous ne pouvez pas utiliser cette capacité sur l'attaquant à nouveau avant d'avoir terminé un repos long. Vous devez choisir d'utiliser cette capacité avant de savoir si l'attaque touche ou rate. Les créatures qui ne peuvent pas être charmées sont immunisées contre cet effet.",6
34,enchantment,Split Enchantment,"Starting at 10th level, when you cast an enchantment spell of 1st level or higher that targets only one creature, you can have it target a second creature.",enchantement,Enchantement divisé,"À partir du niveau 10, lorsque vous lancez un sort d'enchantement de niveau 1 ou supérieur qui cible une seule créature, vous pouvez le faire cibler une deuxième créature.",10
35,enchantment,Alter Memories,"At 14th level, you gain the ability to make a creature unaware of your magical influence on it. When you cast an enchantment spell to charm one or more creatures, you can alter one creature's understanding so that it remains unaware of being charmed.Additionally, once before the spell expires, you can use your action to try to make the chosen creature forget some of the time it spent charmed. The creature must succeed on an Intelligence saving throw against your wizard spell save DC or lose a number of hours of its memories equal to 1 + your Charisma modifier (minimum 1). You can make the creature forget less time, and the amount of time can't exceed the duration of your enchantment spell.Source: Player's Handbook",enchantement,Mémoires d'alter,"Au niveau 14, vous obtenez la capacité de rendre une créature inconsciente de votre influence magique sur elle. Lorsque vous lancez un sort d'enchantement pour charmer une ou plusieurs créatures, vous pouvez modifier la compréhension d'une créature afin qu'elle ne se rende pas compte qu'elle est charmée. De plus, une fois avant l'expiration du sort, vous pouvez utiliser votre action pour essayer de faire oublier à la créature choisie une partie du temps qu'elle a passé sous le charme. La créature doit réussir un jet de sauvegarde d'Intelligence contre le DD de sauvegarde de votre sort de sorcier ou perdre un nombre d'heures de ses souvenirs égal à 1 + votre modificateur de Charisme (minimum 1). Vous pouvez faire oublier à la créature moins de temps, et la durée ne peut pas dépasser la durée de votre sort d'enchantement. Source : Manuel du joueur",14
36,evocation,Evocation Savant,"Beginning when you select this school at 2nd level, the gold and time you must spend to copy a Evocation spell into your spellbook is halved.",évocation,Évocation Savant,"À partir du moment où vous sélectionnez cette école au niveau 2, l'or et le temps que vous devez dépenser pour copier un sort d'Évocation dans votre grimoire sont réduits de moitié.",2
