,subclass,ability,content,subclass_FR,contability_FR,content_FR,levels
10,conquest,Scornful Rebuke,"Starting at 15th level, those who dare to strike you are psychically punished for their audacity. Whenever a creature hits you with an attack, that creature takes psychic damage equal to your Charisma modifier (minimum of 1) if you’re not incapacitated.",conquête,Réprimande méprisante,"À partir du niveau 15, ceux qui osent vous frapper sont punis psychiquement pour leur audace. Chaque fois qu'une créature vous touche avec une attaque, cette créature subit des dégâts psychiques égaux à votre modificateur de Charisme (minimum de 1) si vous n'êtes pas neutralisé.",15.0
11,conquest,Invincible Conqueror,"At 20th level, you gain the ability to harness extraordinary martial prowess. As an action, you can magically become an avatar of conquest, gaining the following benefits for 1 minute:
You have resistance to all damage.

When you take the Attack action on your turn, you can make one additional attack as part of that action.

Your melee weapon attacks score a critical hit on a roll of 19 or 20 on the d20.
Once you use this feature, you can’t use it again until you finish a long rest.Source: Xanathar's Guide to Everything",conquête,Conquérant invincible,"Au niveau 20, vous obtenez la capacité de maîtriser des prouesses martiales extraordinaires. En tant qu'action, vous pouvez devenir par magie un avatar de conquête, gagnant les avantages suivants pendant 1 minute :
Vous avez une résistance à tous les dégâts.

Lorsque vous effectuez l'action Attaquer pendant votre tour, vous pouvez effectuer une attaque supplémentaire dans le cadre de cette action.

Vos attaques d'armes de mêlée infligent un coup critique sur un jet de 19 ou 20 sur le d20.
Une fois que vous avez utilisé cette capacité, vous ne pouvez plus l'utiliser avant d'avoir terminé un repos long.Source : Xanathar's Guide to Everything",20.0
12,crown,Tenets of the Crown,"The tenets of the Oath of the Crown are often set by the sovereign to which their oath is sworn, but generally emphasize the following tenets.Law
The law is paramount. It is the mortar that holds the stones of civilization together, and it must be respected.Loyalty
Your word is your bond. Without loyalty, oaths and laws are meaningless.Courage
You must be willing to do what needs to be done for the sake of order, even in the face of overwhelming odds. If you don't act, then who will?Responsibility
You must deal with the consequences of your actions, and you are responsible for fulfilling your duties and obligations.",couronne,Les principes de la Couronne,"Les principes du serment de la Couronne sont souvent définis par le souverain auquel le serment est prêté, mais ils mettent généralement l'accent sur les principes suivants : Loi
La loi est primordiale. C'est le mortier qui maintient ensemble les pierres de la civilisation, et elle doit être respectée. Loyauté
Votre parole est votre engagement. Sans loyauté, les serments et les lois n'ont aucun sens. Courage
Vous devez être prêt à faire ce qui doit être fait pour le bien de l'ordre, même face à des obstacles insurmontables. Si vous n'agissez pas, qui le fera ? Responsabilité
Vous devez faire face aux conséquences de vos actes, et vous êtes responsable de l'accomplissement de vos devoirs et obligations.",
13,crown,Oath Spells,"You gain oath spells at the paladin levels listed.

Paladin Level
Spells


3rd
Command, Compelled Duel


5th
Warding Bond, Zone of Truth


9th
Aura of Vitality, Spirit Guardians


13th
Banishment, Guardian of Faith


17th
Circle of Power, Geas

",couronne,Sorts de serment,"Vous obtenez des sorts de serment aux niveaux de paladin indiqués.

Niveau de paladin
Sorts

3e
Commandement, Duel forcé

5e
Lien protecteur, Zone de vérité

9e
Aura de vitalité, Gardiens spirituels

13e
Bannissement, Gardien de la foi

17e
Cercle de pouvoir, Geas",3.0
14,crown,Channel Divinity,"When you take this oath at 3rd level, you gain the following two Channel Divinity options.Champion Challenge
As a bonus action, you issue a challenge that compels other creatures to do battle with you. Each creature of your choice that you can see within 30 feet of you must make a Wisdom saving throw. On a failed save, a creature can't willingly move more than 30 feet away from you. This effect ends on the creature if you are incapacitated or die or if the creature is more than 30 feet away from you.Turn the Tide
As a bonus action, you can bolster injured creatures with your Channel Divinity. Each creature of your choice that can hear you within 30 feet of you regains hit points equal to 1d6 + your Charisma modifier (minimum of 1) if it has no more than half of its hit points.",couronne,Canaliser la divinité,"Lorsque vous prêtez ce serment au niveau 3, vous bénéficiez des deux options suivantes : Canalisation de divinité.Défi de champion
Par une action bonus, vous lancez un défi qui oblige d'autres créatures à vous combattre. Chaque créature de votre choix que vous pouvez voir à 9 mètres ou moins de vous doit effectuer un jet de sauvegarde de Sagesse. En cas d'échec, une créature ne peut pas s'éloigner volontairement de plus de 9 mètres de vous. Cet effet prend fin sur la créature si vous êtes neutralisé ou mourez, ou si la créature est à plus de 9 mètres de vous.Renverser la tendance
Par une action bonus, vous pouvez soutenir les créatures blessées avec votre Canalisation de divinité. Chaque créature de votre choix qui peut vous entendre à 9 mètres ou moins de vous récupère des points de vie égaux à 1d6 + votre modificateur de Charisme (minimum de 1) si elle n'a pas plus de la moitié de ses points de vie.",3.0
15,crown,Divine Allegiance,"Starting at 7th level, when a creature within 5 feet of you takes damage, you can use your reaction to magically substitute your own health for that of the target creature, causing that creature not to take the damage. Instead, you take the damage. This damage to you can't be reduced or prevented in any way.",couronne,Allégeance divine,"À partir du niveau 7, lorsqu'une créature à 1,50 mètre ou moins de vous subit des dégâts, vous pouvez utiliser votre réaction pour substituer magiquement votre propre santé à celle de la créature ciblée, ce qui fait que cette créature ne subit pas les dégâts. À la place, c'est vous qui subissez les dégâts. Ces dégâts ne peuvent être ni réduits ni évités de quelque façon que ce soit.",7.0
16,crown,Unyielding Saint,"Starting at 15th level, you have advantage on saving throws to avoid becoming paralyzed or stunned.",couronne,Saint inflexible,"À partir du niveau 15, vous bénéficiez d'un avantage sur les jets de sauvegarde pour éviter d'être paralysé ou étourdi.",15.0
17,crown,Exalted Champion,"At 20th level, your presence on the field of battle is an inspiration to those dedicated to your cause. You can use your action to gain the following benefits for 1 hour:
You have resistance to bludgeoning, piercing, and slashing damage from nonmagical weapons.

Your allies have advantage on death saving throws while within 30 feet of you.

You have advantage on Wisdom saving throws, as do your allies within 30 feet of you.
This effect ends early if you are incapacitated or die. Once you use this feature, you can't use it again until you finish a long rest.Source: Sword Coast Adventurer's Guide",couronne,Champion exalté,"Au niveau 20, votre présence sur le champ de bataille est une source d'inspiration pour ceux qui se consacrent à votre cause. Vous pouvez utiliser votre action pour obtenir les avantages suivants pendant 1 heure :
Vous bénéficiez d'une résistance aux dégâts contondants, perforants et tranchants des armes non magiques.

Vos alliés bénéficient d'un avantage sur les jets de sauvegarde contre la mort lorsqu'ils se trouvent à moins de 9 mètres de vous.

Vous bénéficiez d'un avantage sur les jets de sauvegarde de Sagesse, tout comme vos alliés à moins de 9 mètres de vous.
Cet effet prend fin prématurément si vous êtes neutralisé ou si vous mourez. Une fois que vous avez utilisé cette capacité, vous ne pouvez plus l'utiliser avant d'avoir terminé un repos long.Source : Sword Coast Adventurer's Guide",20.0
18,devotion,Tenets of Devotion,"Though the exact words and strictures of the Oath of Devotion vary, paladins of this oath share these tenets.Honesty. Don't lie or cheat. Let your word be your promise.Courage. Never fear to act, though caution is wise.Compassion. Aid others, protect the weak, and punish those who threaten them. Show mercy to your foes, but temper it with wisdom.Honor. Treat others with fairness, and let your honorable deeds be an example to them. Do as much good as possible while causing the least amount of harm.Duty. Be responsible for your actions and their consequences, protect those entrusted to your care, and obey those who have just authority over you.",dévotion,Les principes de la dévotion,"Bien que les termes exacts et les restrictions du Serment de Dévotion varient, les paladins de ce serment partagent ces principes.Honnêteté. Ne mentez pas et ne trichez pas. Que votre parole soit votre promesse.Courage. N'ayez jamais peur d'agir, même si la prudence est de mise.Compassion. Aidez les autres, protégez les faibles et punissez ceux qui les menacent. Faites preuve de pitié envers vos ennemis, mais tempérez-la par la sagesse.Honneur. Traitez les autres avec équité et faites en sorte que vos actes honorables soient un exemple pour eux. Faites autant de bien que possible tout en causant le moins de mal possible.Devoir. Soyez responsable de vos actes et de leurs conséquences, protégez ceux qui vous sont confiés et obéissez à ceux qui ont une juste autorité sur vous.",
19,devotion,Oath Spells,"You gain oath spells at the paladin levels listed.

Paladin Level
Spells


3rd
Protection from Evil and Good, Sanctuary


5th
Lesser Restoration, Zone of Truth


9th
Beacon of Hope, Dispel Magic


13th
Freedom of Movement, Guardian of Faith


17th
Commune, Flame Strike

",dévotion,Sorts de serment,"Vous obtenez des sorts de serment aux niveaux de paladin indiqués.

Niveau de paladin
Sorts

3e
Protection contre le mal et le bien, Sanctuaire

5e
Restauration mineure, Zone de vérité

9e
Balise d'espoir, Dissipation de la magie

13e
Liberté de mouvement, Gardien de la foi

17e
Commune, Frappe de flammes",3.0
20,devotion,Channel Divinity,"When you take this oath at 3rd level, you gain the following two Channel Divinity options.Sacred Weapon. As an action, you can imbue one weapon that you are holding with positive energy, using your Channel Divinity. For 1 minute, you add your Charisma modifier to attack rolls made with that weapon (with a minimum bonus of +1). The weapon also emits bright light in a 20-foot radius and dim light 20 feet beyond that. If the weapon is not already magical, it becomes magical for the duration.You can end this effect on your turn as part of any other action. If you are no longer holding or carrying this weapon, or if you fall unconscious, this effect ends.Turn the Unholy. As an action, you present your holy symbol and speak a prayer censuring fiends and undead, using your Channel Divinity. Each fiend or undead that can see or hear you within 30 feet of you must make a Wisdom saving throw. If the creature fails its saving throw, it is turned for 1 minute or until it takes damage.A turned creature must spend its turns trying to move as far away from you as it can, and it can't willingly move to a space within 30 feet of you. It also can't take reactions. For its action, it can use only the Dash action or try to escape from an effect that prevents it from moving. If there's nowhere to move, the creature can use the Dodge action.",dévotion,Canaliser la divinité,"Lorsque vous prêtez ce serment au niveau 3, vous bénéficiez des deux options de canalisation de divinité suivantes.Arme sacrée. Par une action, vous pouvez imprégner d'énergie positive une arme que vous tenez en utilisant votre canalisation de divinité. Pendant 1 minute, vous ajoutez votre modificateur de Charisme aux jets d'attaque effectués avec cette arme (avec un bonus minimum de +1). L'arme émet également une lumière vive dans un rayon de 6 mètres et une lumière tamisée à 6 mètres au-delà. Si l'arme n'est pas déjà magique, elle devient magique pendant la durée de l'effet.Vous pouvez mettre fin à cet effet à votre tour dans le cadre de n'importe quelle autre action. Si vous ne tenez plus ou ne portez plus cette arme, ou si vous perdez connaissance, cet effet prend fin.Rejetez les impies. Par une action, vous présentez votre symbole sacré et prononcez une prière censurant les démons et les morts-vivants en utilisant votre canalisation de divinité. Chaque démon ou mort-vivant qui peut vous voir ou vous entendre dans un rayon de 9 mètres autour de vous doit effectuer un jet de sauvegarde de Sagesse. Si la créature rate son jet de sauvegarde, elle est retournée pendant 1 minute ou jusqu'à ce qu'elle subisse des dégâts. Une créature retournée doit passer ses tours à essayer de s'éloigner le plus possible de vous et ne peut pas se déplacer volontairement vers une case à 9 mètres ou moins de vous. Elle ne peut pas non plus réagir. Pour son action, elle ne peut utiliser que l'action Flèche ou essayer d'échapper à un effet qui l'empêche de se déplacer. Si elle n'a nulle part où se déplacer, la créature peut utiliser l'action Esquive.",3.0
21,devotion,Aura of Devotion,"Starting at 7th level, you and friendly creatures within 10 feet of you can't be charmed while you are conscious.At 18th level, the range of this aura increases to 30 feet.",dévotion,Aura de dévotion,"À partir du niveau 7, vous et les créatures alliées à moins de 3 mètres de vous ne pouvez pas être charmés tant que vous êtes conscient. Au niveau 18, la portée de cette aura augmente à 9 mètres.",7.0
22,devotion,Purity of Spirit,"Beginning at 15th level, you are always under the effects of a Protection from Evil and Good spell.",dévotion,Pureté de l'esprit,"À partir du niveau 15, vous êtes toujours sous l'effet d'un sort de Protection contre le Mal et le Bien.",15.0
23,devotion,Holy Nimbus,"At 20th level, as an action, you can emanate an aura of sunlight. For 1 minute, bright light shines from you in a 30-foot radius, and dim light shines 30 feet beyond that.Whenever an enemy creature starts its turn in the bright light, the creature takes 10 radiant damage.In addition, for the duration, you have advantage on saving throws against spells cast by fiends or undead.Once you use this feature, you can't use it again until you finish a long rest.Source: Player's Handbook",dévotion,Nimbus sacré,"Au niveau 20, par une action, vous pouvez émettre une aura de soleil. Pendant 1 minute, une lumière vive brille autour de vous dans un rayon de 9 mètres, et une lumière tamisée brille à 9 mètres au-delà. Chaque fois qu'une créature ennemie commence son tour dans la lumière vive, elle subit 10 dégâts radiants. De plus, pendant la durée de l'effet, vous bénéficiez d'un avantage aux jets de sauvegarde contre les sorts lancés par les démons ou les morts-vivants. Une fois que vous avez utilisé cette capacité, vous ne pouvez plus l'utiliser avant d'avoir terminé un repos long. Source : Manuel du joueur",20.0
24,glory,Tenets of Glory,"The tenets of the Oath of Glory drive a paladin to attempt heroics that might one day shine in legend.Actions over Words. Strive to be known by glorious deeds, not words.Challenges Are but Tests. Face hardships with courage, and encourage your allies to face them with you.Hone the Body. Like raw stone, your body must be worked so its potential can be realized.Discipline the Soul. You must marshal the discipline to overcome failings within yourself that threaten to dim the glory of you and your friends.",gloire,Les principes de la gloire,"Les principes du Serment de Gloire poussent un paladin à tenter des actes héroïques qui pourraient un jour briller dans la légende. Les actions plutôt que les mots. Efforcez-vous d'être connu par des actes glorieux, pas par des mots. Les défis ne sont que des tests. Affrontez les difficultés avec courage et encouragez vos alliés à les affronter avec vous. Aiguisez le corps. Comme la pierre brute, votre corps doit être travaillé pour que son potentiel puisse être réalisé. Disciplinez l'âme. Vous devez rassembler la discipline pour surmonter les défauts en vous-même qui menacent de ternir votre gloire et celle de vos amis.",
25,glory,Oath Spells,"3rd-level Oath of Glory feature
You gain oath spells at the paladin levels listed in the Oath of Glory Spells table. See the Sacred Oath class feature for how oath spells work.",gloire,Sorts de serment,"Fonctionnalité de serment de gloire de niveau 3
Vous obtenez des sorts de serment aux niveaux de paladin indiqués dans le tableau des sorts de serment de gloire. Consultez la fonctionnalité de classe Serment sacré pour savoir comment fonctionnent les sorts de serment.",3.0
26,glory,Oath of Glory Spells,"

Paladin Level
Spells


3rd
Guiding Bolt, Heroism


5th
Enhance Ability, Magic Weapon


9th
Haste, Protection From Energy


13th
Compulsion, Freedom of Movement


17th
Commune, Flame Strike

",gloire,Sorts du serment de gloire,"Niveau de paladin
Sorts

3e
Guiding Bolt, Heroism

5e
Enhance Ability, Magic Weapon

9e
Haste, Protection From Energy

13e
Compulsion, Freedom of Movement

17e
Commune, Flame Strike",3.0
27,glory,Channel Divinity,"3rd-level Oath of Glory feature
You gain the following two Channel Divinity options. See the Sacred Oath class feature for how Channel Divinity works.Peerless Athlete. As a bonus action, you can use your Channel Divinity to augment your athleticism. For the next 10 minutes, you have advantage on Strength (Athletics) and Dexterity (Acrobatics) checks; you can carry, push, drag, and lift twice as much weight as normal; and the distance of your long and high jumps increases by 10 feet (this extra distance costs movement as normal).Inspiring Smite. Immediately after you deal damage to a creature with your Divine Smite feature, you can use your Channel Divinity as a bonus action and distribute temporary hit points to creatures of your choice within 30 feet of you, which can include you. The total number of temporary hit points equals 2d8 + your level in this class, divided among the chosen creatures however you like.",gloire,Canaliser la divinité,"3e niveau - Serment de gloire
Vous obtenez les deux options de canalisation de divinité suivantes. Consultez la capacité de classe Serment sacré pour savoir comment fonctionne la canalisation de divinité. Athlète hors pair. En tant qu'action bonus, vous pouvez utiliser votre canalisation de divinité pour augmenter votre athlétisme. Pendant les 10 prochaines minutes, vous avez l'avantage sur les tests de Force (Athlétisme) et de Dextérité (Acrobaties) ; vous pouvez porter, pousser, traîner et soulever deux fois plus de poids que d'habitude ; et la distance de vos sauts en longueur et en hauteur augmente de 3 mètres (cette distance supplémentaire coûte des déplacements comme d'habitude). Châtiment inspirant. Immédiatement après avoir infligé des blessures à une créature avec votre capacité Châtiment divin, vous pouvez utiliser votre canalisation de divinité en tant qu'action bonus et distribuer des points de vie temporaires aux créatures de votre choix à 9 mètres ou moins de vous, ce qui peut vous inclure. Le nombre total de points de vie temporaires est égal à 2d8 + votre niveau dans cette classe, divisé entre les créatures choisies comme vous le souhaitez.",3.0
28,glory,Aura of Alacrity,"7th- and 18th-level Oath of Glory feature
You emanate an aura that fills you and your companions with supernatural speed, allowing you to race across a battlefield in formation. Your walking speed increases by 10 feet. In addition, if you aren't incapacitated, the walking speed of any ally who starts their turn within 5 feet of you increases by 10 feet until the end of that turn.When you reach 18th level in this class, the range of the aura increases to 10 feet.",gloire,Aura d'empressement,"Fonctionnalité de Serment de gloire de niveaux 7 et 18
Vous émettez une aura qui vous remplit, vous et vos compagnons, d'une vitesse surnaturelle, vous permettant de courir en formation sur un champ de bataille. Votre vitesse de marche augmente de 3 mètres. De plus, si vous n'êtes pas neutralisé, la vitesse de marche de tout allié qui commence son tour à 1,5 mètre de vous augmente de 3 mètres jusqu'à la fin de ce tour. Lorsque vous atteignez le niveau 18 dans cette classe, la portée de l'aura augmente à 3 mètres.",7.0
