,subclass,ability,content,subclass_FR,contability_FR,content_FR,levels
10,armorer,Extra Attack,"5th-level Armorer feature
You can attack twice, rather than once, whenever you take the Attack action on your turn.",armurier,Attaque supplémentaire,"Fonctionnalité d'Armurier de niveau 5
Vous pouvez attaquer deux fois, au lieu d'une, chaque fois que vous effectuez l'action Attaquer pendant votre tour.",5
11,armorer,Armor Modifications,"9th-level Armorer feature
You learn how to use your artificer infusions to specially modify your Arcane Armor. That armor now counts as separate items for the purposes of your Infuse Items feature: armor (the chest piece), boots, helmet, and the armor's special weapon. Each of those items can bear one of your infusions, and the infusions transfer over if you change your armor's model with the Armor Model feature. In addition, the maximum number of items you can infuse at once increases by 2, but those extra items must be part of your Arcane Armor.",armurier,Modifications d'armure,"Fonctionnalité d'Armurier de niveau 9
Vous apprenez à utiliser vos infusions d'artificier pour modifier spécialement votre armure arcanique. Cette armure compte désormais comme des objets distincts pour les besoins de votre fonctionnalité Infuser des objets : armure (le plastron), bottes, casque et arme spéciale de l'armure. Chacun de ces objets peut porter l'une de vos infusions, et les infusions sont transférées si vous changez le modèle de votre armure avec la fonctionnalité Modèle d'armure. De plus, le nombre maximum d'objets que vous pouvez infuser à la fois augmente de 2, mais ces objets supplémentaires doivent faire partie de votre armure arcanique.",9
12,armorer,Perfected Armor,"15th-level Armorer feature
Your Arcane Armor gains additional benefits based on its model, as shown below.Guardian. When a Huge or smaller creature you can see ends its turn within 30 feet of you, you can use your reaction to magically force the creature to make a Strength saving throw against your spell save DC, pulling the creature up to 30 feet toward you to an unoccupied space. If you pull the target to a space within 5 feet of you, you can make a melee weapon attack against it as part of this reaction.You can use this reaction a number of times equal to your proficiency bonus, and you regain all expended uses of it when you finish a long rest.Infiltrator. Any creature that takes lightning damage from your Lightning Launcher glimmers with magical light until the start of your next turn. The glimmering creature sheds dim light in a 5-foot radius, and it has disadvantage on attack rolls against you, as the light jolts it if it attacks you. In addition, the next attack roll against it has advantage, and if that attack hits, the target takes an extra 1d6 lightning damage.Source: Tasha's Cauldron of Everything",armurier,Armure perfectionnée,"Armurier de niveau 15
Votre Armure Arcanique bénéficie d'avantages supplémentaires en fonction de son modèle, comme indiqué ci-dessous.Gardien. Lorsqu'une créature de taille G ou plus petite que vous pouvez voir termine son tour à 9 mètres ou moins de vous, vous pouvez utiliser votre réaction pour forcer magiquement la créature à effectuer un jet de sauvegarde de Force contre votre DD de sauvegarde de sort, attirant la créature jusqu'à 9 mètres ou moins vers vous dans une case inoccupée. Si vous attirez la cible dans une case à 1,5 mètre ou moins de vous, vous pouvez effectuer une attaque d'arme de mêlée contre elle dans le cadre de cette réaction.Vous pouvez utiliser cette réaction un nombre de fois égal à votre bonus de maîtrise, et vous récupérez toutes les utilisations dépensées de celle-ci lorsque vous terminez un repos long.Infiltrateur. Toute créature qui subit des dégâts de foudre de votre Lanceur de foudre scintille d'une lumière magique jusqu'au début de votre prochain tour. La créature scintillante projette une faible lumière dans un rayon de 1,5 mètre et elle a un désavantage sur les jets d'attaque contre vous, car la lumière la secoue si elle vous attaque. De plus, le prochain jet d'attaque contre lui a un avantage, et si cette attaque touche, la cible subit 1d6 dégâts de foudre supplémentaires.Source : Le chaudron de tout de Tasha",15
13,artillerist,Tool Proficiency,"When you adopt this specialization at 3rd level, you gain proficiency with woodcarver's tools. If you already have this proficiency, you gain proficiency with one other type of artisan's tools of your choice.",artilleur,Maîtrise des outils,"Lorsque vous adoptez cette spécialisation au niveau 3, vous obtenez la maîtrise des outils de sculpteur sur bois. Si vous possédez déjà cette compétence, vous obtenez la maîtrise d'un autre type d'outils d'artisan de votre choix.",3
14,artillerist,Artillerist Spells,"Starting at 3rd level, you always have certain spells prepared after you reach particular levels in this class, as shown in the Artillerist Spells table. These spells count as artificer spells for you, but they don't count against the number of artificer spells you prepare.

Artificer Level
Spell


3rd
Shield, Thunderwave


5th
Scorching Ray, Shatter


9th
Fireball, Wind Wall


13th
Ice Storm, Wall of Fire


17th
Cone of Cold, Wall of Force

",artilleur,Sorts d'Artilleur,"À partir du niveau 3, vous avez toujours certains sorts préparés après avoir atteint des niveaux particuliers dans cette classe, comme indiqué dans le tableau des sorts d'artilleur. Ces sorts comptent comme des sorts d'artificier pour vous, mais ils ne comptent pas dans le nombre de sorts d'artificier que vous préparez.

Niveau d'artificier
Sort

3e
Bouclier, Onde de tonnerre

5e
Rayon brûlant, Briser

9e
Boule de feu, Mur de vent

13e
Tempête de glace, Mur de feu

17e
Cône de froid, Mur de force",3
15,artillerist,Eldritch Cannon,"At 3rd level, you learn how to create a magical cannon. Using woodcarver's tools or smith's tools, you can take an action to magically create a Small or Tiny eldritch cannon in an unoccupied space on a horizontal surface within 5 feet of you. A Small eldritch cannon occupies its space, and a Tiny one can be held in one hand.Once you create a cannon, you can't do so again until you finish a long rest or until you expend a spell slot of 1st level or higher. You can have only one cannon at a time and can't create one while your cannon is present.The cannon is a magical object. Regardless of size, the cannon has an AC of 18 and a number of hit points equal to five times your artificer level. It is immune to poison damage, psychic damage, and all conditions. If it is forced to make an ability check or a saving throw, treat all its ability scores as 10 (+0). If the Mending spell is cast on it, it regains 2d6 hit points. It disappears if it is reduced to 0 hit points or after 1 hour. You can dismiss it early as an action.When you create the cannon, you determine its appearance and whether it has legs. You also decide which type it is, choosing from the options on the Eldritch Cannons table. On each of your turns, you can take a bonus action to cause the cannon to activate if you are within 60 feet of it. As part of the same bonus action, you can direct the cannon to walk or climb up to 15 feet to an unoccupied space, provided it has legs.

Cannon
Activation


Flamethrower
The cannon exhales fire in an adjacent 15-foot cone that you designate. Each creature in that area must make a Dexterity saving throw against your spell save DC, taking 2d8 fire damage on a failed save or half as much damage on a successful one. The fire ignites any flammable objects in the area that aren't being worn or carried.


Force Ballista
Make a ranged spell attack, originating from the cannon, at one creature or object within 120 feet of it. On a hit, the target takes 2d8 force damage, and if the target is a creature, it is pushed up to 5 feet away from the cannon.


Protector
The cannon emits a burst of positive energy that grants itself and each creature of your choice with in 10 feet of it a number of temporary hit points equal to 1d8 + your Intelligence modifier (minimum of +1).

",artilleur,Canon surnaturel,"Au niveau 3, vous apprenez à créer un canon magique. En utilisant des outils de sculpteur sur bois ou de forgeron, vous pouvez effectuer une action pour créer par magie un canon surnaturel de taille petite ou minuscule dans un espace inoccupé sur une surface horizontale à 1,50 mètre de vous. Un canon surnaturel de taille petite occupe son espace et un canon de taille minuscule peut être tenu dans une main. Une fois que vous avez créé un canon, vous ne pouvez plus le faire avant d'avoir terminé un repos long ou d'avoir dépensé un emplacement de sort de niveau 1 ou supérieur. Vous ne pouvez avoir qu'un seul canon à la fois et vous ne pouvez pas en créer un tant que votre canon est présent. Le canon est un objet magique. Quelle que soit sa taille, le canon a une CA de 18 et un nombre de points de vie égal à cinq fois votre niveau d'artificier. Il est immunisé contre les dégâts de poison, les dégâts psychiques et toutes les conditions. S'il est forcé de faire un test de caractéristique ou un jet de sauvegarde, considérez toutes ses valeurs de caractéristique comme 10 (+0). Si le sort de guérison est lancé sur lui, il récupère 2d6 points de vie. Il disparaît s'il est réduit à 0 point de vie ou après 1 heure. Vous pouvez le renvoyer plus tôt que prévu par une action.Lorsque vous créez le canon, vous déterminez son apparence et s'il a des pattes. Vous décidez également de son type, en choisissant parmi les options du tableau des canons mystérieux. À chacun de vos tours, vous pouvez effectuer une action bonus pour activer le canon si vous vous trouvez à 18 mètres ou moins de lui. Dans le cadre de la même action bonus, vous pouvez ordonner au canon de marcher ou de grimper jusqu'à 4,5 mètres jusqu'à un espace inoccupé, à condition qu'il ait des pattes.

Canon
Activation

Lance-flammes
Le canon crache du feu dans un cône adjacent de 4,5 mètres que vous désignez. Chaque créature dans cette zone doit effectuer un jet de sauvegarde de Dextérité contre le DD de sauvegarde de votre sort, subissant 2d8 dégâts de feu en cas d'échec ou la moitié de ces dégâts en cas de réussite. Le feu enflamme tous les objets inflammables dans la zone qui ne sont pas portés ou transportés.

Baliste de force
Faites une attaque de sort à distance, provenant du canon, sur une créature ou un objet à 36 mètres de lui. En cas de succès, la cible subit 2d8 dégâts de force, et si la cible est une créature, elle est poussée jusqu'à 1,5 mètre du canon.

Protecteur
Le canon émet une explosion d'énergie positive qui lui confère, ainsi qu'à chaque créature de votre choix à 3 mètres de lui, un nombre de points de vie temporaires égal à 1d8 + votre modificateur d'Intelligence (minimum de +1).",3
16,artillerist,Arcane Firearm,"At 5th level, you know how to turn a wand, staff, or rod into an arcane firearm, a conduit for your destructive spells. When you finish a long rest, you can use woodcarver's tools to carve special sigils into a wand, staff, or rod and thereby turn it into your arcane firearm. The sigils disappear from the object if you later carve them on a different item. The sigils otherwise last indefinitely.You can use your arcane firearm as a spellcasting focus for your artificer spells. When you cast an artificer spell through the firearm, roll a d8, and you gain a bonus to one of the spell's damage rolls equal to the number rolled.",artilleur,Arme à feu arcanique,"Au niveau 5, vous savez comment transformer une baguette, un bâton ou une tige en arme à feu arcanique, un canal pour vos sorts destructeurs. Lorsque vous terminez un repos long, vous pouvez utiliser les outils du sculpteur sur bois pour graver des sceaux spéciaux sur une baguette, un bâton ou une tige et ainsi les transformer en votre arme à feu arcanique. Les sceaux disparaissent de l'objet si vous les gravez plus tard sur un autre objet. Sinon, les sceaux durent indéfiniment. Vous pouvez utiliser votre arme à feu arcanique comme focalisateur de sorts pour vos sorts d'artificier. Lorsque vous lancez un sort d'artificier à travers l'arme à feu, lancez un d8 et vous obtenez un bonus à l'un des jets de dégâts du sort égal au nombre obtenu.",5
17,artillerist,Explosive Cannon,"Starting at 9th level, every eldritch cannon you create is more destructive:
The cannon's damage rolls all increase by 1d8.
As an action, you can command the cannon to detonate if you are within 60 feet of it. Doing so destroys the cannon and forces each creature within 20 feet of it to make a Dexterity saving throw against your spell save DC, taking 3d8 force damage on a failed save or half as much damage on a successful one.
",artilleur,Canon explosif,"À partir du niveau 9, chaque canon surnaturel que vous créez est plus destructeur :
Les jets de dégâts du canon augmentent tous de 1d8.
En tant qu'action, vous pouvez ordonner au canon d'exploser si vous vous trouvez à 18 mètres ou moins de lui. Cela détruit le canon et force chaque créature à 6 mètres ou moins de lui à effectuer un jet de sauvegarde de Dextérité contre le DD de sauvegarde de votre sort, subissant 3d8 dégâts de force en cas d'échec ou la moitié de ces dégâts en cas de réussite.",9
18,artillerist,Fortified Position,"Starting at 15th level, you're a master at forming well-defended emplacements using Eldritch Cannon:
You and your allies have half cover while within 10 feet of a cannon you create with Eldritch Cannon, as a result of a shimmering field of magical protection that the cannon emits.
You can now have two cannons at the same time. You can create two with the same action (but not the same spell slot), and you can activate both of them with the same bonus action. You determine whether the cannons are identical to each other or different. You can't create a third cannon while you have two.
Source: Eberron: Rising from the Last War",artilleur,Position fortifiée,"À partir du niveau 15, vous maîtrisez l'art de former des emplacements bien défendus à l'aide du Canon occulte :
Vous et vos alliés avez une demi-couverture lorsque vous vous trouvez à moins de 3 mètres d'un canon que vous créez avec le Canon occulte, grâce au champ scintillant de protection magique émis par le canon.
Vous pouvez désormais avoir deux canons en même temps. Vous pouvez en créer deux avec la même action (mais pas le même emplacement de sort), et vous pouvez les activer tous les deux avec la même action bonus. Vous déterminez si les canons sont identiques ou différents. Vous ne pouvez pas créer un troisième canon tant que vous en avez deux.
Source : Eberron : Rising from the Last War",15
19,battle-smith,Tool Proficiency,"When you adopt this specialization at 3rd level, you gain proficiency with smith's tools. If you already have this proficiency, you gain proficiency with one other type of artisan's tools of your choice.",forgeron de bataille,Maîtrise des outils,"Lorsque vous adoptez cette spécialisation au niveau 3, vous obtenez la maîtrise des outils de forgeron. Si vous possédez déjà cette compétence, vous obtenez la maîtrise d'un autre type d'outils d'artisan de votre choix.",3
20,battle-smith,Battle Smith Spells,"Starting at 3rd level, you always have certain spells prepared after you reach particular levels in this class, as shown in the Battle Smith Spells table. These spells count as artificer spells for you, but they don't count against the number of artificer spells you prepare.

Artificer Level
Spell


3rd
Heroism, Shield


5th
Branding Smite, Warding Bond


9th
Aura of Vitality, Conjure Barrage


13th
Aura of Purity, Fire Shield


17th
Banishing Smite, Mass Cure Wounds

",forgeron de bataille,Sorts de forgeron de combat,"À partir du niveau 3, vous avez toujours certains sorts préparés après avoir atteint des niveaux particuliers dans cette classe, comme indiqué dans le tableau des sorts de forgeron de bataille. Ces sorts comptent comme des sorts d'artificier pour vous, mais ils ne comptent pas dans le nombre de sorts d'artificier que vous préparez.

Niveau d'artificier
Sort

3e
Héroïsme, Bouclier

5e
Sanglant, Lien protecteur

9e
Aura de vitalité, Invocation de barrage

13e
Aura de pureté, Bouclier de feu

17e
Sanglant de bannissement, Soin de masse",3
21,battle-smith,Battle Ready,"When you reach 3rd level, your combat training and your experiments with magic have paid off in two ways:
You gain proficiency with martial weapons.
When you attack with a magic weapon, you can use your Intelligence modifier, instead of Strength or Dexterity modifier, for the attack and damage rolls.
",forgeron de bataille,Prêt au combat,"Lorsque vous atteignez le niveau 3, votre entraînement au combat et vos expériences avec la magie ont porté leurs fruits de deux manières :
Vous devenez compétent avec les armes martiales.
Lorsque vous attaquez avec une arme magique, vous pouvez utiliser votre modificateur d'intelligence, au lieu du modificateur de force ou de dextérité, pour les jets d'attaque et de dégâts.",3
