,subclass,ability,content,subclass_FR,contability_FR,content_FR,levels
10,glamour,Enthralling Performance,"Starting at 3rd level, you can charge your performance with seductive, fey magic.If you perform for at least 1 minute, you can attempt to inspire wonder in your audience by singing, reciting a poem, or dancing. At the end of the performance, choose a number of humanoids within 60 feet of you who watched and listened to all of it, up to a number equal to your Charisma modifier (minimum of one). Each target must succeed on a Wisdom saving throw against your spell save DC or be charmed by you. While charmed in this way, the target idolizes you, it speaks glowingly of you to anyone who speaks to it, and it hinders anyone who opposes you, avoiding violence unless it was already inclined to fight on your behalf. This effect ends on a target after 1 hour, if it takes any damage, if you attack it, or if it witnesses you attacking or damaging any of its allies.If a target succeeds on its saving throw, the target has no hint that you tried to charm it.Once you use this feature, you can’t use it again until you finish a short or long rest.",charme,Des performances captivantes,"À partir du niveau 3, vous pouvez charger votre représentation de magie féerique séduisante. Si vous vous présentez pendant au moins 1 minute, vous pouvez tenter d'émerveiller votre public en chantant, en récitant un poème ou en dansant. À la fin de la représentation, choisissez un nombre d'humanoïdes dans un rayon de 18 mètres autour de vous qui ont regardé et écouté l'ensemble de la représentation, jusqu'à un nombre égal à votre modificateur de Charisme (minimum de 1). Chaque cible doit réussir un jet de sauvegarde de Sagesse contre votre DD de sauvegarde des sorts ou être charmée par vous. Tant qu'elle est charmée de cette façon, la cible vous idolâtre, parle de vous avec enthousiasme à quiconque lui parle et gêne quiconque s'oppose à vous, évitant la violence à moins qu'elle ne soit déjà encline à se battre en votre nom. Cet effet prend fin sur une cible après 1 heure, si elle subit des dégâts, si vous l'attaquez ou si elle vous voit attaquer ou endommager l'un de ses alliés. Si une cible réussit son jet de sauvegarde, la cible n'a aucun indice que vous avez essayé de la charmer. Une fois que vous avez utilisé cette fonctionnalité, vous ne pouvez plus l'utiliser avant d'avoir terminé un repos court ou long.",3
11,glamour,Mantle of Majesty,"At 6th level, you gain the ability to cloak yourself in a fey magic that makes others want to serve you. As a bonus action, you cast Command, without expending a spell slot, and you take on an appearance of unearthly beauty for 1 minute or until your concentration ends (as if you were concentrating on a spell). During this time, you can cast Command as a bonus action on each of your turns, without expending a spell slot.Any creature charmed by you automatically fails its saving throw against the Command you cast with this feature.Once you use this feature, you can’t use it again until you finish a long rest.",charme,Manteau de majesté,"Au niveau 6, vous obtenez la capacité de vous couvrir d'une magie féerique qui donne envie aux autres de vous servir. Par une action bonus, vous lancez Commandement, sans dépenser d'emplacement de sort, et vous prenez une apparence d'une beauté surnaturelle pendant 1 minute ou jusqu'à ce que votre concentration s'arrête (comme si vous vous concentriez sur un sort). Pendant ce temps, vous pouvez lancer Commandement par une action bonus à chacun de vos tours, sans dépenser d'emplacement de sort. Toute créature charmée par vous échoue automatiquement à son jet de sauvegarde contre le Commandement que vous lancez avec cette aptitude. Une fois que vous avez utilisé cette aptitude, vous ne pouvez plus l'utiliser avant d'avoir terminé un repos long.",6
12,glamour,Unbreakable Majesty,"At 14th level, your appearance permanently gains an otherworldly aspect that makes you look more lovely and fierce.In addition, as a bonus action, you can assume a magically majestic presence for 1 minute or until you are incapacitated. For the duration, whenever any creature tries to attack you for the first time on a turn, the attacker must make a Charisma saving throw against your spell save DC. On a failed save, it can't attack you on this turn, and it must choose a new target for its attack or the attack is wasted. On a successful save, it can attack you on this turn, but it has disadvantage on any saving throw it makes against your spells on your next turn.Once you assume this majestic presence, you can't do so again until you finish a short or long rest.Source: Xanathar's Guide to Everything",charme,Majesté incassable,"Au niveau 14, votre apparence acquiert de manière permanente un aspect surnaturel qui vous rend plus belle et plus féroce. De plus, par une action bonus, vous pouvez adopter une présence magiquement majestueuse pendant 1 minute ou jusqu'à ce que vous soyez neutralisé. Pendant toute la durée de l'effet, chaque fois qu'une créature essaie de vous attaquer pour la première fois au cours d'un tour, l'attaquant doit effectuer un jet de sauvegarde de Charisme contre le DD de sauvegarde de vos sorts. En cas d'échec, il ne peut pas vous attaquer ce tour-ci et doit choisir une nouvelle cible pour son attaque, sinon l'attaque est gâchée. En cas de réussite, il peut vous attaquer ce tour-ci, mais il subit un désavantage sur tout jet de sauvegarde qu'il effectue contre vos sorts lors de votre prochain tour. Une fois que vous avez adopté cette présence majestueuse, vous ne pouvez plus le faire avant d'avoir terminé un repos court ou long. Source : Xanathar's Guide to Everything",14
13,lore,Bonus Proficiencies,"When you join the College of Lore at 3rd level, you gain proficiency with three skills of your choice.",traditions,Compétences bonus,"Lorsque vous rejoignez le Collège du Savoir au niveau 3, vous acquérez la maîtrise de trois compétences de votre choix.",3
14,lore,Cutting Words,"Also at 3rd level, you learn how to use your wit to distract, confuse, and otherwise sap the confidence and competence of others. When a creature that you can see within 60 feet of you makes an attack roll, an ability check, or a damage roll, you can use your reaction to expend one of your uses of Bardic Inspiration, rolling a Bardic Inspiration die and subtracting the number rolled from the creature's roll. You can choose to use this feature after the creature makes its roll, but before the DM determines whether the attack roll or ability check succeeds or fails, or before the creature deals its damage. The creature is immune if it can't hear you or if it's immune to being charmed.",traditions,Mots tranchants,"Au niveau 3, vous apprenez également à utiliser votre ingéniosité pour distraire, embrouiller et saper la confiance et les compétences des autres. Lorsqu'une créature que vous pouvez voir à 18 mètres ou moins de vous effectue un jet d'attaque, un test de caractéristique ou un jet de dégâts, vous pouvez utiliser votre réaction pour dépenser l'une de vos utilisations d'Inspiration bardique, en lançant un dé d'Inspiration bardique et en soustrayant le résultat du jet de la créature. Vous pouvez choisir d'utiliser cette capacité après que la créature a effectué son jet, mais avant que le MD ne détermine si le jet d'attaque ou le test de caractéristique réussit ou échoue, ou avant que la créature n'inflige ses dégâts. La créature est immunisée si elle ne peut pas vous entendre ou si elle est immunisée contre les charmes.",3
15,lore,Additional Magical Secrets,"At 6th level, you learn two spells of your choice from any class. A spell you choose must be of a level you can cast, as shown on the Bard table, or a cantrip. The chosen spells count as bard spells for you but don't count against the number of bard spells you know.",traditions,Secrets magiques supplémentaires,"Au niveau 6, vous apprenez deux sorts de votre choix dans n'importe quelle classe. Le sort que vous choisissez doit être d'un niveau que vous pouvez lancer, comme indiqué dans la table de barde, ou un sort de sortilège. Les sorts choisis comptent comme des sorts de barde pour vous, mais ne comptent pas dans le nombre de sorts de barde que vous connaissez.",6
16,lore,Peerless Skill,"Starting at 14th level, when you make an ability check, you can expend one use of Bardic Inspiration. Roll a Bardic Inspiration die and add the number rolled to your ability check. You can choose to do so after you roll the die for the ability check, but before the DM tells you whether you succeed or fail.Source: Player's Handbook",traditions,Compétence sans égal,"À partir du niveau 14, lorsque vous effectuez un test de caractéristique, vous pouvez dépenser une utilisation d'Inspiration bardique. Lancez un dé d'Inspiration bardique et ajoutez le résultat obtenu à votre test de caractéristique. Vous pouvez choisir de le faire après avoir lancé le dé pour le test de caractéristique, mais avant que le MD ne vous dise si vous réussissez ou échouez. Source : Manuel du joueur",14
17,swords,Bonus Proficiencies,"When you join the College of Swords at 3rd level, you gain proficiency with medium armor and the scimitar.If you’re proficient with a simple or martial melee weapon, you can use it as a spellcasting focus for your bard spells.",épées,Compétences bonus,"Lorsque vous rejoignez le Collège des Épées au niveau 3, vous maîtrisez l'armure moyenne et le cimeterre. Si vous maîtrisez une arme de mêlée simple ou martiale, vous pouvez l'utiliser comme focalisation de lancement de sorts pour vos sorts de barde.",3
18,swords,Fighting Style,"At 3rd level, you adopt a particular style of fighting as your specialty. Choose one of the following options. You can't take a Fighting Style option more than once, even if you later get to choose again.
Dueling
When you are wielding a melee weapon in one hand and no other weapons, you gain a +2 bonus to damage rolls with that weapon.
Two-Weapon Fighting
When you engage in two-weapon fighting, you can add your ability modifier to the damage of the second attack.",épées,Style de combat,"Au niveau 3, vous adoptez un style de combat particulier comme spécialité. Choisissez l'une des options suivantes. Vous ne pouvez pas choisir une option de style de combat plus d'une fois, même si vous avez plus tard la possibilité de choisir à nouveau.
Duel
Lorsque vous maniez une arme de mêlée dans une main et aucune autre arme, vous obtenez un bonus de +2 aux jets de dégâts avec cette arme.
Combat à deux armes
Lorsque vous vous engagez dans un combat à deux armes, vous pouvez ajouter votre modificateur de caractéristique aux dégâts de la deuxième attaque.",3
19,swords,Blade Flourish,"At 3rd level, you learn to conduct impressive displays of martial prowess and speed.Whenever you take the Attack action on your turn, your walking speed increases by 10 feet until the end of the turn, and if a weapon attack that you make as part of this action hits a creature, you can use one of the following Blade Flourish options of your choice. You can use only one Blade Flourish option per turn.Defensive Flourish
You can expend one use of your Bardic Inspiration to cause the weapon to deal extra damage to the target you hit. The damage equals the number you roll on the Bardic Inspiration die. You also add the number rolled to your AC until the start of your next turn.Slashing Flourish
You can expend one use of your Bardic Inspiration to cause the weapon to deal extra damage to the target you hit and to any other creature of your choice that you can see within 5 feet of you. The damage equals the number you roll on the Bardic Inspiration die.Mobile Flourish
You can expend one use of your Bardic Inspiration to cause the weapon to deal extra damage to the target you hit. The damage equals the number you roll on the Bardic Inspiration die. You can also push the target up to 5 feet away from you, plus a number of feet equal to the number you roll on that die. You can then immediately use your reaction to move up to your walking speed to an unoccupied space within 5 feet of the target.",épées,Épanouissement de la lame,"Au niveau 3, vous apprenez à effectuer des démonstrations impressionnantes de prouesses martiales et de vitesse. À chaque fois que vous effectuez l'action Attaquer pendant votre tour, votre vitesse de marche augmente de 3 mètres jusqu'à la fin du tour, et si une attaque d'arme que vous effectuez dans le cadre de cette action touche une créature, vous pouvez utiliser l'une des options de Fleurissement de Lame suivantes de votre choix. Vous ne pouvez utiliser qu'une seule option de Fleurissement de Lame par tour. Fleurissement défensif
Vous pouvez dépenser une utilisation de votre Inspiration bardique pour que l'arme inflige des dégâts supplémentaires à la cible que vous avez touchée. Les dégâts sont égaux au nombre que vous obtenez sur le dé d'Inspiration bardique. Vous ajoutez également le nombre obtenu à votre CA jusqu'au début de votre prochain tour. Fleurissement tranchant
Vous pouvez dépenser une utilisation de votre Inspiration bardique pour que l'arme inflige des dégâts supplémentaires à la cible que vous avez touchée et à toute autre créature de votre choix que vous pouvez voir à 1,5 mètre ou moins de vous. Les dégâts sont égaux au nombre obtenu sur le dé d'Inspiration bardique. Mobile Flourish
Vous pouvez dépenser une utilisation de votre Inspiration bardique pour que l'arme inflige des dégâts supplémentaires à la cible que vous touchez. Les dégâts sont égaux au nombre obtenu sur le dé d'Inspiration bardique. Vous pouvez également pousser la cible jusqu'à 1,50 mètre de vous, plus un nombre de mètres égal au nombre obtenu sur ce dé. Vous pouvez ensuite immédiatement utiliser votre réaction pour vous déplacer jusqu'à votre vitesse de marche vers un espace inoccupé à 1,50 mètre de la cible.",3
20,swords,Extra Attack,"Starting at 6th level, you can attack twice, instead of once, whenever you take the Attack action on your turn.",épées,Attaque supplémentaire,"À partir du niveau 6, vous pouvez attaquer deux fois, au lieu d'une, chaque fois que vous effectuez l'action Attaquer pendant votre tour.",6
21,swords,Master's Flourish,"Starting at 14th level, whenever you use a Blade Flourish option, you can roll a d6 and use it instead of expending a Bardic Inspiration die.Source: Xanathar's Guide to Everything",épées,L'épanouissement du maître,"À partir du niveau 14, chaque fois que vous utilisez une option Épanouissement de la lame, vous pouvez lancer un d6 et l'utiliser au lieu de dépenser un dé d'inspiration bardique. Source : Xanathar's Guide to Everything",14
22,valor,Bonus Proficiencies,"When you join the College of Valor at 3rd level, you gain proficiency with medium armor, shields, and martial weapons.",valeur,Compétences bonus,"Lorsque vous rejoignez le Collège des Valeureux au niveau 3, vous acquérez la maîtrise des armures moyennes, des boucliers et des armes martiales.",3
23,valor,Combat Inspiration,"Also at 3rd level, you learn to inspire others in battle. A creature that has a Bardic Inspiration die from you can roll that die and add the number rolled to a weapon damage roll it just made. Alternatively, when an attack roll is made against the creature, it can use its reaction to roll the Bardic Inspiration die and add the number rolled to its AC against that attack, after seeing the roll but before knowing whether it hits or misses.",valeur,Inspiration de combat,"Au niveau 3, vous apprenez également à inspirer les autres au combat. Une créature qui possède un dé d'Inspiration bardique de votre part peut lancer ce dé et ajouter le résultat obtenu à un jet de dégâts d'arme qu'elle vient de faire. Alternativement, lorsqu'un jet d'attaque est effectué contre la créature, elle peut utiliser sa réaction pour lancer le dé d'Inspiration bardique et ajouter le résultat obtenu à sa CA contre cette attaque, après avoir vu le jet mais avant de savoir si elle touche ou rate.",3
24,valor,Extra Attack,"Starting at 6th level, you can attack twice, instead of once, whenever you take the Attack action on your turn.",valeur,Attaque supplémentaire,"À partir du niveau 6, vous pouvez attaquer deux fois, au lieu d'une, chaque fois que vous effectuez l'action Attaquer pendant votre tour.",6
25,valor,Battle Magic,"At 14th level, you have mastered the art of weaving spellcasting and weapon use into a single harmonious act. When you use your action to cast a bard spell, you can make one weapon attack as a bonus action.Source: Player's Handbook",valeur,Magie de combat,"Au niveau 14, vous maîtrisez l'art de combiner l'incantation et l'utilisation d'armes en un seul acte harmonieux. Lorsque vous utilisez votre action pour lancer un sort de barde, vous pouvez effectuer une attaque d'arme en tant qu'action bonus.Source : Manuel du joueur",14
26,whispers,Psychic Blades,"When you join the College of Whispers at 3rd level, you gain the ability to make your weapon attacks magically toxic to a creature's mind.When you hit a creature with a weapon attack, you can expend one use of your Bardic Inspiration to deal an additional 2d6 psychic damage to that target. You can do so only once per round on your turn.The psychic damage increases when you reach certain levels in this class, increasing to 3d6 at 5th level, 5d6 at 10th level, and 8d6 at 15th level.",chuchotements,Lames psychiques,"Lorsque vous rejoignez le Collège des Murmures au niveau 3, vous obtenez la capacité de rendre vos attaques d'armes magiquement toxiques pour l'esprit d'une créature. Lorsque vous touchez une créature avec une attaque d'arme, vous pouvez dépenser une utilisation de votre Inspiration bardique pour infliger 2d6 dégâts psychiques supplémentaires à cette cible. Vous ne pouvez le faire qu'une fois par round pendant votre tour. Les dégâts psychiques augmentent lorsque vous atteignez certains niveaux dans cette classe, passant à 3d6 au niveau 5, 5d6 au niveau 10 et 8d6 au niveau 15.",3
27,whispers,Words of Terror,"At 3rd level, you learn to infuse innocent-seeming words with an insidious magic that can inspire terror.If you speak to a humanoid alone for at least 1 minute, you can attempt to seed paranoia and fear into its mind. At the end of the conversation, the target must succeed on a Wisdom saving throw against your spell save DC or be frightened of you or another creature of your choice. The target is frightened in this way for 1 hour, until it is attacked or damaged, or until it witnesses its allies being attacked or damaged.If the target succeeds on its saving throw, the target has no hint that you tried to frighten it.Once you use this feature, you can’t use it again until you finish a short rest or long rest.",chuchotements,Les mots de la terreur,"Au niveau 3, vous apprenez à insuffler à des mots apparemment innocents une magie insidieuse qui peut inspirer la terreur. Si vous parlez à un humanoïde seul pendant au moins 1 minute, vous pouvez tenter d'instiller la paranoïa et la peur dans son esprit. À la fin de la conversation, la cible doit réussir un jet de sauvegarde de Sagesse contre le DD de sauvegarde de votre sort ou avoir peur de vous ou d'une autre créature de votre choix. La cible est effrayée de cette manière pendant 1 heure, jusqu'à ce qu'elle soit attaquée ou blessée, ou jusqu'à ce qu'elle voie ses alliés attaqués ou blessés. Si la cible réussit son jet de sauvegarde, elle n'a aucun indice que vous avez essayé de l'effrayer. Une fois que vous avez utilisé cette capacité, vous ne pouvez plus l'utiliser avant d'avoir terminé un repos court ou un repos long.",3
