,subclass,ability,content,subclass_FR,contability_FR,content_FR,levels
10,land,Natural Recovery,"Starting at 2nd level, you can regain some of your magical energy by sitting in meditation and communing with nature. During a short rest, you choose expended spell slots to recover. The spell slots can have a combined level that is equal to or less than half your druid level (rounded up), and none of the slots can be 6th level or higher. You can't use this feature again until you finish a long rest.For example, when you are a 4th-level druid, you can recover up to two levels worth of spell slots. You can recover either a 2nd-level slot or two 1st-level slots.",atterrir,Récupération naturelle,"À partir du niveau 2, vous pouvez récupérer une partie de votre énergie magique en vous asseyant en méditation et en communiant avec la nature. Pendant un repos court, vous choisissez les emplacements de sorts dépensés à récupérer. Les emplacements de sorts peuvent avoir un niveau combiné égal ou inférieur à la moitié de votre niveau de druide (arrondi au supérieur), et aucun des emplacements ne peut être de niveau 6 ou supérieur. Vous ne pouvez pas utiliser cette fonctionnalité à nouveau avant d'avoir terminé un repos long. Par exemple, lorsque vous êtes un druide de niveau 4, vous pouvez récupérer jusqu'à deux niveaux d'emplacements de sorts. Vous pouvez récupérer soit un emplacement de niveau 2, soit deux emplacements de niveau 1.",2
11,land,Circle Spells,"Your mystical connection to the land infuses you with the ability to cast certain spells. At 3rd, 5th, 7th, and 9th level you gain access to circle spells connected to the land where you became a druid. Choose that land – arctic, coast, desert, forest, grassland, mountain, swamp, or Underdark – and consult the associated list of spells.Once you gain access to a circle spell, you always have it prepared, and it doesn't count against the number of spells you can prepare each day. If you gain access to a spell that doesn't appear on the druid spell list, the spell is nonetheless a druid spell for you.
Arctic


Druid Level
Circle Spells


3rd
Hold Person, Spike Growth


5th
Sleet Storm, Slow


7th
Freedom of Movement, Ice Storm


9th
Commune with Nature, Cone of Cold


Coast


Druid Level
Circle Spells


3rd
Mirror Image, Misty Step


5th
Water Breathing, Water Walk


7th
Control Water, Freedom of Movement


9th
Conjure Elemental, Scrying


Desert


Druid Level
Circle Spells


3rd
Blur, Silence


5th
Create Food and Water, Protection from Energy


7th
Blight, Hallucinatory Terrain


9th
Insect Plague, Wall of Stone


Forest


Druid Level
Circle Spells


3rd
Barkskin, Spider Climb


5th
Call Lightning, Plant Growth


7th
Divination, Freedom of Movement


9th
Commune with Nature, Tree Stride


Grassland


Druid Level
Circle Spells


3rd
Invisibility, Pass Without Trace


5th
Daylight, Haste


7th
Divination, Freedom of Movement


9th
Dream, Insect Plague


Mountain


Druid Level
Circle Spells


3rd
Spider Climb, Spike Growth


5th
Lightning Bolt, Meld into Stone


7th
Stone Shape, Stoneskin


9th
Passwall, Wall of Stone


Swamp


Druid Level
Circle Spells


3rd
Darkness, Melf's Acid Arrow


5th
Water Walk, Stinking Cloud


7th
Freedom of Movement, Locate Creature


9th
Insect Plague, Scrying


Underdark


Druid Level
Circle Spells


3rd
Spider Climb, Web


5th
Gaseous Form, Stinking Cloud


7th
Greater Invisibility, Stone Shape


9th
Cloudkill, Insect Plague

",atterrir,Sorts de cercle,"Votre connexion mystique avec la terre vous confère la capacité de lancer certains sorts. Aux niveaux 3, 5, 7 et 9, vous avez accès à des sorts de cercle liés à la terre où vous êtes devenu druide. Choisissez cette terre – arctique, côte, désert, forêt, prairie, montagne, marais ou Underdark – et consultez la liste des sorts associés. Une fois que vous avez accès à un sort de cercle, vous l'avez toujours préparé et il ne compte pas dans le nombre de sorts que vous pouvez préparer chaque jour. Si vous avez accès à un sort qui n'apparaît pas sur la liste des sorts de druide, le sort n'en est pas moins un sort de druide pour vous.
Arctique

Niveau de druide
Sorts de cercle

3e
Retenir une personne, Croissance en pointe

5e
Tempête de grésil, Lenteur

7e
Liberté de mouvement, Tempête de glace

9e
Communion avec la nature, Cône de froid

Côte

Niveau de druide
Sorts de cercle

3e
Image miroir, Pas brumeux

5e
Respiration aquatique, Marche sur l'eau

7e
Contrôle de l'eau, Liberté de mouvement

9e
Invocation d'élémentaire, Regard

Désert

Niveau de druide
Sorts de cercle

3e
Flou, Silence

5e
Créer de la nourriture et de l'eau, Protection contre l'énergie

7e
Fléau, Terrain hallucinatoire

9e
Peste d'insectes, Mur de pierre

Forêt

Niveau de druide
Sorts de cercle

3e
Peau d'écorce, Escalade d'araignée

5e
Appel de la foudre, Plante Croissance

7e
Divination, Liberté de mouvement

9e
Communion avec la nature, Enjambée des arbres

Prairie

Niveau de druide
Sorts de cercle

3e
Invisibilité, Passage sans trace

5e
Lumière du jour, Hâte

7e
Divination, Liberté de mouvement

9e
Rêve, Infestation d'insectes

Montagne

Niveau de druide
Sorts de cercle

3e
Ascension d'araignée, Croissance en pointe

5e
Éclair, Fusion dans la pierre

7e
Forme de pierre, Peau de pierre

9e
Mur de passe, Mur de pierre

Marais

Niveau de druide
Sorts de cercle

3e
Ténèbres, Flèche acide de Melf

5e
Marche sur l'eau, Nuage puant

7e
Liberté de mouvement, Localiser la créature

9e
Infestation d'insectes, Scrutation

Underdark

Niveau de druide
Cercle Sorts

3e
Montée d'araignée, Toile

5e
Forme gazeuse, Nuage puant

7e
Invisibilité supérieure, Forme de pierre

9e
Tue-nuage, Infestation d'insectes",3
12,land,Land's Stride,"Starting at 6th level, moving through nonmagical difficult terrain costs you no extra movement. You can also pass through nonmagical plants without being slowed by them and without taking damage from them if they have thorns, spines, or a similar hazard.In addition, you have advantage on saving throws against plants that are magically created or manipulated to impede movement, such as those created by the Entangle spell.",atterrir,La foulée de la terre,"À partir du niveau 6, vous pouvez traverser des terrains non magiques difficiles sans vous déplacer davantage. Vous pouvez également traverser des plantes non magiques sans être ralenti par elles et sans subir de dégâts si elles sont épineuses, piquantes ou présentent un danger similaire. De plus, vous bénéficiez d'un avantage aux jets de sauvegarde contre les plantes créées ou manipulées par magie pour entraver vos déplacements, comme celles créées par le sort Enchevêtrement.",6
13,land,Nature's Ward,"When you reach 10th level, you can't be charmed or frightened by elementals or fey, and you are immune to poison and disease.",atterrir,Garde de la nature,"Lorsque vous atteignez le niveau 10, vous ne pouvez pas être charmé ou effrayé par les élémentaires ou les fées, et vous êtes immunisé contre le poison et les maladies.",10
14,land,Nature's Sanctuary,"When you reach 14th level, creatures of the natural world sense your connection to nature and become hesitant to attack you. When a beast or plant creature attacks you, that creature must make a Wisdom saving throw against your druid spell save DC. On a failed save, the creature must choose a different target, or the attack automatically misses. On a successful save, the creature is immune to this effect for 24 hours.The creature is aware of this effect before it makes its attack against you.Source: Player's Handbook",atterrir,Sanctuaire de la nature,"Lorsque vous atteignez le niveau 14, les créatures du monde naturel ressentent votre lien avec la nature et hésitent à vous attaquer. Lorsqu'une créature animale ou végétale vous attaque, cette créature doit réussir un jet de sauvegarde de Sagesse contre le DD de sauvegarde de votre sort de druide. En cas d'échec, la créature doit choisir une cible différente, sinon l'attaque rate automatiquement. En cas de réussite, la créature est immunisée contre cet effet pendant 24 heures. La créature est consciente de cet effet avant de lancer son attaque contre vous. Source : Manuel du joueur",14
15,moon,Combat Wild Shape,"When you choose this circle at 2nd level, you gain the ability to use Wild Shape on your turn as a bonus action, rather than as an action.Additionally, while you are transformed by Wild Shape, you can use a bonus action to expend one spell slot to regain 1d8 hit points per level of the spell slot expended.",lune,Combattre la forme sauvage,"Lorsque vous choisissez ce cercle au niveau 2, vous obtenez la capacité d'utiliser Forme sauvage pendant votre tour en tant qu'action bonus, plutôt qu'en tant qu'action unique. De plus, lorsque vous êtes transformé par Forme sauvage, vous pouvez utiliser une action bonus pour dépenser un emplacement de sort afin de récupérer 1d8 points de vie par niveau de l'emplacement de sort dépensé.",2
16,moon,Circle Forms,"The rites of your circle grant you the ability to transform into more dangerous animal forms. Starting at 2nd level, you can use your Wild Shape to transform into a beast with a challenge rating as high as 1. You ignore the Max. CR column of the Beast Shapes table, but must abide by the other limitations there.Starting at 6th level, you can transform into a beast with a challenge rating as high as your druid level divided by 3, rounded down.",lune,Formes de cercle,"Les rites de votre cercle vous permettent de vous transformer en des formes animales plus dangereuses. À partir du niveau 2, vous pouvez utiliser votre Forme sauvage pour vous transformer en une bête avec un indice de difficulté pouvant atteindre 1. Vous ignorez la colonne CR max. du tableau des Formes de bêtes, mais devez respecter les autres limitations qui y sont indiquées. À partir du niveau 6, vous pouvez vous transformer en une bête avec un indice de difficulté pouvant atteindre votre niveau de druide divisé par 3, arrondi à l'inférieur.",2
17,moon,Primal Strike,"Starting at 6th level, your attacks in beast form count as magical for the purpose of overcoming resistance and immunity to nonmagical attacks and damage.",lune,Frappe primordiale,"À partir du niveau 6, vos attaques sous forme de bête comptent comme magiques pour surmonter la résistance et l'immunité aux attaques et dégâts non magiques.",6
18,moon,Elemental Wild Shape,"At 10th level, you can expend two uses of Wild Shape at the same time to transform into an Air Elemental, an Earth Elemental, a Fire Elemental, or a Water Elemental.",lune,Forme élémentaire sauvage,"Au niveau 10, vous pouvez dépenser deux utilisations de Forme sauvage en même temps pour vous transformer en élémentaire d'air, élémentaire de terre, élémentaire de feu ou élémentaire d'eau.",10
19,moon,Thousand Forms,"By 14th level, you have learned to use magic to alter your physical form in more subtle ways. You can cast the Alter Self spell at will.Source: Player's Handbook",lune,Mille formes,"Au niveau 14, vous avez appris à utiliser la magie pour modifier votre forme physique de manière plus subtile. Vous pouvez lancer le sort Alter Self à volonté. Source : Manuel du joueur",14
20,shepherd,Speech of the Woods,"At 2nd level, you gain the ability to converse with beasts and many fey.You learn to speak, read, and write Sylvan. In addition, beasts can understand your speech, and you gain the ability to decipher their noises and motions. Most beasts lack the intelligence to convey or understand sophisticated concepts, but a friendly beast could relay what it has seen or heard in the recent past. This ability doesn’t grant you any special friendship with beasts, though you can combine this ability with gifts to curry favor with them as you would with any nonplayer character.",berger,Le discours des bois,"Au niveau 2, vous obtenez la capacité de converser avec les bêtes et de nombreuses fées. Vous apprenez à parler, lire et écrire le sylvestre. De plus, les bêtes peuvent comprendre votre langage et vous obtenez la capacité de déchiffrer leurs bruits et leurs mouvements. La plupart des bêtes n'ont pas l'intelligence nécessaire pour transmettre ou comprendre des concepts sophistiqués, mais une bête amicale peut relayer ce qu'elle a vu ou entendu dans un passé récent. Cette capacité ne vous confère aucune amitié particulière avec les bêtes, mais vous pouvez combiner cette capacité avec des dons pour gagner leurs faveurs comme vous le feriez avec n'importe quel personnage non-joueur.",2
21,shepherd,Spirit Totem,"Starting at 2nd level, you gain the ability to call forth nature spirits and use them to influence the world around you.As a bonus action, you can magically summon an incorporeal spirit to a point you can see within 60 feet of you. The spirit creates an aura in a 30-foot radius around that point. It counts as neither a creature nor an object, though it has the spectral appearance of the creature it represents. As a bonus action, you can move the spirit up to 60 feet to a point you can see.The spirit persists for 1 minute. Once you use this feature, you can’t use it again until you finish a short or long rest.The effect of the spirit’s aura depends on the type of spirit you summon from the options below.Bear Spirit
The bear spirit grants you and your allies its might and endurance. Each creature of your choice in the aura when the spirit appears gains temporary hit points equal to 5 + your druid level. In addition, you and your allies gain advantage on Strength checks and Strength saving throws while in the aura.Hawk Spirit
The hawk spirit is a consummate hunter, aiding you and your allies with its keen sight. When a creature makes an attack roll against a target in the spirit’s aura, you can use your reaction to grant advantage to that attack roll. In addition, you and your allies have advantage on Wisdom (Perception) checks while in the aura.Unicorn Spirit
The unicorn spirit lends its protection to those nearby. You and your allies gain advantage on all ability checks made to detect creatures in the spirit’s aura. In addition, if you cast a spell using a spell slot that restores hit points to any creature inside or outside the aura, each creature of your choice in the aura also regains hit points equal to your druid level.",berger,Totem spirituel,"À partir du niveau 2, vous obtenez la capacité d'invoquer des esprits de la nature et de les utiliser pour influencer le monde qui vous entoure. Par une action bonus, vous pouvez invoquer par magie un esprit incorporel à un point que vous pouvez voir dans un rayon de 18 mètres autour de vous. L'esprit crée une aura dans un rayon de 9 mètres autour de ce point. Il n'est pas considéré comme une créature ni comme un objet, bien qu'il ait l'apparence spectrale de la créature qu'il représente. Par une action bonus, vous pouvez déplacer l'esprit jusqu'à 18 mètres jusqu'à un point que vous pouvez voir. L'esprit persiste pendant 1 minute. Une fois que vous avez utilisé cette capacité, vous ne pouvez plus l'utiliser avant d'avoir terminé un repos court ou long. L'effet de l'aura de l'esprit dépend du type d'esprit que vous invoquez parmi les options ci-dessous. Esprit de l'ours
L'esprit de l'ours vous confère, à vous et à vos alliés, sa puissance et son endurance. Chaque créature de votre choix dans l'aura lorsque l'esprit apparaît gagne des points de vie temporaires égaux à 5 + votre niveau de druide. De plus, vous et vos alliés bénéficiez d'un avantage aux tests de Force et aux jets de sauvegarde de Force lorsque vous êtes dans l'aura.Esprit du faucon
L'esprit du faucon est un chasseur accompli, vous aidant ainsi que vos alliés grâce à sa vue perçante. Lorsqu'une créature effectue un jet d'attaque contre une cible dans l'aura de l'esprit, vous pouvez utiliser votre réaction pour accorder un avantage à ce jet d'attaque. De plus, vous et vos alliés bénéficiez d'un avantage aux tests de Sagesse (Perception) lorsque vous êtes dans l'aura.Esprit de la licorne
L'esprit de la licorne prête sa protection à ceux qui se trouvent à proximité. Vous et vos alliés bénéficiez d'un avantage à tous les tests de caractéristique effectués pour détecter les créatures dans l'aura de l'esprit. De plus, si vous lancez un sort en utilisant un emplacement de sort qui restaure des points de vie à n'importe quelle créature à l'intérieur ou à l'extérieur de l'aura, chaque créature de votre choix dans l'aura récupère également des points de vie égaux à votre niveau de druide.",2
22,shepherd,Mighty Summoner,"At 6th level, beasts and fey that you conjure are more resilient than normal. Any beast or fey summoned or created by a spell that you cast gains two benefits:
The creature appears with more hit points than normal: 2 extra hit points per Hit Die it has.

The damage from its natural weapons is considered magical for the purpose of overcoming immunity and resistance to nonmagical attacks and damage.
",berger,Puissant invocateur,"Au niveau 6, les bêtes et les fées que vous invoquez sont plus résistantes que la normale. Toute bête ou fée invoquée ou créée par un sort que vous lancez bénéficie de deux avantages :
La créature apparaît avec plus de points de vie que la normale : 2 points de vie supplémentaires par dé de vie qu'elle possède.

Les dégâts de ses armes naturelles sont considérés comme magiques pour surmonter l'immunité et la résistance aux attaques et dégâts non magiques.",6
23,shepherd,Guardian Spirit,"Beginning at 10th level, your Spirit Totem safeguards the beasts and fey that you call forth with your magic. When a beast or fey that you summoned or created with a spell ends its turn in your Spirit Totem aura, that creature regains a number of hit points equal to half your druid level.",berger,Esprit gardien,"À partir du niveau 10, votre Totem spirituel protège les bêtes et les fées que vous invoquez avec votre magie. Lorsqu'une bête ou une fée que vous avez invoquée ou créée avec un sort termine son tour dans votre aura de Totem spirituel, cette créature récupère un nombre de points de vie égal à la moitié de votre niveau de druide.",10
24,shepherd,Faithful Summons,"Starting at 14th level, the nature spirits you commune with protect you when you are the most defenseless. If you are reduced to 0 hit points or are incapacitated against your will, you can immediately gain the benefits of Conjure Animals as if it were cast with a 9th-level spell slot. It summons four beasts of your choice that are challenge rating 2 or lower. The conjured beasts appear within 20 feet of you. If they receive no commands from you, they protect you from harm and attack your foes. The spell lasts for 1 hour, requiring no concentration, or until you dismiss it (no action required).Once you use this feature, you can’t use it again until you finish a long rest.Source: Xanathar's Guide to Everything",berger,Invocation fidèle,"À partir du niveau 14, les esprits de la nature avec lesquels vous communiez vous protègent lorsque vous êtes le plus sans défense. Si vous êtes réduit à 0 point de vie ou que vous êtes neutralisé contre votre volonté, vous pouvez immédiatement bénéficier des avantages de Conjuration d'animaux comme s'il était lancé avec un emplacement de sort de niveau 9. Il invoque quatre bêtes de votre choix dont le niveau de difficulté est de 2 ou moins. Les bêtes invoquées apparaissent à moins de 6 mètres de vous. Si elles ne reçoivent aucun ordre de votre part, elles vous protègent des dégâts et attaquent vos ennemis. Le sort dure 1 heure, ne nécessite aucune concentration, ou jusqu'à ce que vous l'abandonniez (aucune action requise). Une fois que vous avez utilisé cette fonctionnalité, vous ne pouvez plus l'utiliser avant d'avoir terminé un repos long. Source : Xanathar's Guide to Everything",14
