,subclass,ability,content,subclass_FR,contability_FR,content_FR,levels
10,beast,Form of the Beast,"3rd-level Path of the Beast feature
When you enter your rage, you can transform, revealing the bestial power within you. Until the rage ends, you manifest a natural weapon. It counts as a simple melee weapon for you, and you add your Strength modifier to the attack and damage roll when you attack with it, as normal.You choose the weapon's form each time you rage:Bite. Your mouth transforms into a bestial muzzle or great mandibles (your choice). It deals 1d8 piercing damage on a hit. Once on each of your turns when you damage a creature with this bite, you regain a number of hit points equal to your proficiency bonus, provided you have less than half your hit points when you hit.Claws. Each of your hands transforms into a claw, which you can use as a weapon if it's empty. It deals 1d6 slashing damage on a hit. Once on each of your turns when you attack with a claw using the Attack action, you can make one additional claw attack as part of the same action.Tail. You grow a lashing, spiny tail, which deals 1d8 piercing damage on a hit and has the reach property. If a creature you can see within 10 feet of you hits you with an attack roll, you can use your reaction to swipe your tail and roll a d8, applying a bonus to your AC equal to the number rolled, potentially causing the attack to miss you.",bête,Forme de la bête,"3e niveau de la capacité de la Voie de la Bête
Lorsque vous entrez en rage, vous pouvez vous transformer, révélant le pouvoir bestial qui est en vous. Jusqu'à ce que la rage prenne fin, vous manifestez une arme naturelle. Elle compte comme une arme de mêlée simple pour vous, et vous ajoutez votre modificateur de Force au jet d'attaque et de dégâts lorsque vous attaquez avec elle, comme d'habitude.Vous choisissez la forme de l'arme à chaque fois que vous entrez en rage :Morsure. Votre bouche se transforme en un museau bestial ou en de grandes mandibules (au choix). Elle inflige 1d8 dégâts perforants en cas de coup. Une fois à chacun de vos tours, lorsque vous blessez une créature avec cette morsure, vous regagnez un nombre de points de vie égal à votre bonus de maîtrise, à condition que vous ayez moins de la moitié de vos points de vie lorsque vous frappez.Griffes. Chacune de vos mains se transforme en griffe, que vous pouvez utiliser comme arme si elle est vide. Elle inflige 1d6 dégâts tranchants en cas de coup. Une fois à chacun de vos tours, lorsque vous attaquez avec une griffe en utilisant l'action Attaquer, vous pouvez effectuer une attaque de griffe supplémentaire dans le cadre de la même action. Queue. Vous avez une queue épineuse et fouettante qui inflige 1d8 dégâts perforants en cas de coup et qui a la propriété d'allonger. Si une créature que vous pouvez voir à 3 mètres de vous vous frappe avec un jet d'attaque, vous pouvez utiliser votre réaction pour lui donner un coup de queue et lancer un d8, ce qui applique un bonus à votre CA égal au nombre obtenu, ce qui peut potentiellement faire que l'attaque vous rate.",3.0
11,beast,Bestial Soul,"6th-level Path of the Beast feature
The feral power within you increases, causing the natural weapons of your Form of the Beast to count as magical for the purpose of overcoming resistance and immunity to nonmagical attacks and damage.You can also alter your form to help you adapt to your surroundings. When you finish a short or long rest, choose one of the following benefits, which lasts until you finish your next short or long rest:
You gain a swimming speed equal to your walking speed, and you can breathe underwater.
You gain a climbing speed equal to your walking speed, and you can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.
When you jump, you can make a Strength (Athletics) check and extend your jump by a number of feet equal to the check's total. You can make this special check only once per turn.
",bête,Âme bestiale,"6e niveau - Path of the Beast - Fonctionnalité
La puissance sauvage qui est en vous augmente, ce qui fait que les armes naturelles de votre Forme de la Bête comptent comme magiques pour surmonter la résistance et l'immunité aux attaques et dégâts non magiques. Vous pouvez également modifier votre forme pour vous aider à vous adapter à votre environnement. Lorsque vous terminez un repos court ou long, choisissez l'un des avantages suivants, qui dure jusqu'à ce que vous terminiez votre prochain repos court ou long :
Vous gagnez une vitesse de nage égale à votre vitesse de marche, et vous pouvez respirer sous l'eau.
Vous gagnez une vitesse d'escalade égale à votre vitesse de marche, et vous pouvez escalader des surfaces difficiles, y compris la tête en bas au plafond, sans avoir besoin de faire un test de caractéristique.
Lorsque vous sautez, vous pouvez faire un test de Force (Athlétisme) et prolonger votre saut d'un nombre de pieds égal au total du test. Vous ne pouvez faire ce test spécial qu'une fois par tour.",6.0
12,beast,Infectious Fury,"10th-level Path of the Beast feature
When you hit a creature with your natural weapons while you are raging, the beast within you can curse your target with rabid fury. The target must succeed on a Wisdom saving throw (DC equal to 8 + your Constitution modifier+ your proficiency bonus) or suffer one of the following effects (your choice):
The target must use its reaction to make a melee attack against another creature of your choice that you can see.
The target takes 2d12 psychic damage.
You can use this feature a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.",bête,Fureur contagieuse,"10e niveau - Capacité de la Voie de la Bête
Lorsque vous frappez une créature avec vos armes naturelles alors que vous êtes enragé, la bête en vous peut maudire votre cible avec une fureur enragée. La cible doit réussir un jet de sauvegarde de Sagesse (DD égal à 8 + votre modificateur de Constitution + votre bonus de maîtrise) ou subir l'un des effets suivants (au choix) :
La cible doit utiliser sa réaction pour effectuer une attaque au corps à corps contre une autre créature de votre choix que vous pouvez voir.
La cible subit 2d12 dégâts psychiques.
Vous pouvez utiliser cette capacité un nombre de fois égal à votre bonus de maîtrise, et vous récupérez toutes les utilisations dépensées lorsque vous terminez un repos long.",10.0
13,beast,Call the Hunt,"14th-level Path of the Beast feature
The beast within you grows so powerful that you can spread its ferocity to others and gain resilience from them joining your hunt. When you enter your rage, you can choose a number of other willing creatures you can see within 30 feet of you equal to your Constitution modifier (minimum of one creature). You gain 5 temporary hit points for each creature that accepts this feature. Until the rage ends, the chosen creatures can each use the following benefit once on each of their turns: when the creature hits a target with an attack roll and deals damage to it, the creature can roll a d6 and gain a bonus to the damage equal to the number rolled.You can use this feature a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.Source: Tasha's Cauldron of Everything",bête,Appelez la chasse,"14e niveau - Chemin de la Bête
La bête qui sommeille en vous devient si puissante que vous pouvez répandre sa férocité sur les autres et gagner en résilience en les voyant se joindre à votre chasse. Lorsque vous entrez en rage, vous pouvez choisir un nombre d'autres créatures consentantes que vous pouvez voir dans un rayon de 9 mètres autour de vous égal à votre modificateur de Constitution (minimum d'une créature). Vous gagnez 5 points de vie temporaires pour chaque créature qui accepte cette capacité. Jusqu'à ce que la rage prenne fin, les créatures choisies peuvent chacune utiliser l'avantage suivant une fois à chacun de leurs tours : lorsque la créature touche une cible avec un jet d'attaque et lui inflige des blessures, la créature peut lancer un d6 et gagner un bonus aux dégâts égal au nombre obtenu. Vous pouvez utiliser cette capacité un nombre de fois égal à votre bonus de maîtrise, et vous récupérez toutes les utilisations dépensées lorsque vous terminez un repos long. Source : Le Chaudron de Tout de Tasha",14.0
14,berserker,Frenzy,"Starting when you choose this path at 3rd level, you can go into a frenzy when you rage. If you do so, for the duration of your rage you can make a single melee weapon attack as a bonus action on each of your turns after this one. When your rage ends, you suffer one level of exhaustion.",berserker,Frénésie,"À partir du moment où vous choisissez cette voie au niveau 3, vous pouvez entrer en frénésie lorsque vous êtes enragé. Si vous le faites, pendant toute la durée de votre rage, vous pouvez effectuer une seule attaque d'arme de mêlée en tant qu'action bonus à chacun de vos tours suivants. Lorsque votre rage prend fin, vous subissez un niveau d'épuisement.",3.0
15,berserker,Mindless Rage,"Beginning at 6th level, you can't be charmed or frightened while raging. If you are charmed or frightened when you enter your rage, the effect is suspended for the duration of the rage.",berserker,Rage insensée,"À partir du niveau 6, vous ne pouvez pas être charmé ou effrayé lorsque vous êtes enragé. Si vous êtes charmé ou effrayé lorsque vous entrez en rage, l'effet est suspendu pendant la durée de la rage.",6.0
16,berserker,Intimidating Presence,"Beginning at 10th level, you can use your action to frighten someone with your menacing presence. When you do so, choose one creature that you can see within 30 feet of you. If the creature can see or hear you, it must succeed on a Wisdom saving throw (DC equal to 8 + your proficiency bonus + your Charisma modifier) or be frightened of you until the end of your next turn. On subsequent turns, you can use your action to extend the duration of this effect on the frightened creature until the end of your next turn. This effect ends if the creature ends its turn out of line of sight or more than 60 feet away from you.If the creature succeeds on its saving throw, you can't use this feature on that creature again for 24 hours.",berserker,Présence intimidante,"À partir du niveau 10, vous pouvez utiliser votre action pour effrayer quelqu'un avec votre présence menaçante. Pour ce faire, choisissez une créature que vous pouvez voir à 9 mètres ou moins de vous. Si la créature peut vous voir ou vous entendre, elle doit réussir un jet de sauvegarde de Sagesse (DD égal à 8 + votre bonus de maîtrise + votre modificateur de Charisme) ou être effrayée par vous jusqu'à la fin de votre prochain tour. Lors des tours suivants, vous pouvez utiliser votre action pour prolonger la durée de cet effet sur la créature effrayée jusqu'à la fin de votre prochain tour. Cet effet prend fin si la créature termine son tour hors de votre ligne de vue ou à plus de 18 mètres de vous. Si la créature réussit son jet de sauvegarde, vous ne pouvez plus utiliser cette capacité sur cette créature pendant 24 heures.",10.0
17,berserker,Retaliation,"Starting at 14th level, when you take damage from a creature that is within 5 feet of you, you can use your reaction to make a melee weapon attack against that creature.Source: Player's Handbook",berserker,Représailles,"À partir du niveau 14, lorsque vous subissez des dégâts d'une créature qui se trouve à moins de 1,50 mètre de vous, vous pouvez utiliser votre réaction pour effectuer une attaque d'arme de mêlée contre cette créature. Source : Manuel du joueur",14.0
18,giant,Giant Power,"3rd-Level Path of the Giant Feature
When you choose this path, you learn to speak, read, and write Giant or one other language of your choice if you already know Giant. Additionally, you learn a cantrip of your choice: either Druidcraft or Thaumaturgy. Wisdom is your spellcasting ability for this spell.",géant,Puissance géante,"3e niveau de la fonctionnalité Chemin du Géant
Lorsque vous choisissez ce chemin, vous apprenez à parler, lire et écrire le Géant ou une autre langue de votre choix si vous connaissez déjà le Géant. De plus, vous apprenez un sort de votre choix : Druidisme ou Thaumaturgie. Sagesse est votre capacité de lancement de sorts pour ce sort.",3.0
19,giant,Giant's Havoc,"3rd-Level Path of the Giant Feature
Your rages pull strength from the primal might of giants, transforming you into a hulking force of destruction. While raging, you gain the following benefits:Crushing Throw. When you make a successful ranged attack with a thrown weapon using Strength, you can add your Rage Damage bonus to the attack's damage roll.Giant Stature. Your reach increases by 5 feet, and if you are smaller than Large, you become Large, along with anything you are wearing. If there isn't enough room for you to increase your size, your size doesn't change.",géant,Les ravages du géant,"3e niveau Chemin du Géant
Vos rages puisent leur force dans la puissance primitive des géants, vous transformant en une force destructrice colossale. Lorsque vous êtes enragé, vous bénéficiez des avantages suivants :Lancement écrasant. Lorsque vous réussissez une attaque à distance avec une arme de jet en utilisant la Force, vous pouvez ajouter votre bonus de dégâts de rage au jet de dégâts de l'attaque.Standard de Géant. Votre portée augmente de 1,50 m, et si vous êtes plus petit que Grand, vous devenez Grand, ainsi que tout ce que vous portez. S'il n'y a pas assez de place pour que vous puissiez augmenter votre taille, votre taille ne change pas.",3.0
20,giant,Elemental Cleaver,"6th-Level Path of the Giant Feature
Your bond with the elemental might of giants grows, and you learn to infuse weapons with primordial energy.When you enter your rage, you can choose one weapon that you are holding and infuse it with one of the following damage types: acid, cold, fire, thunder, or lightning. While you wield the infused weapon during your rage, the weapon's damage type changes to the chosen type, it deals an extra 1d6 damage of the chosen type when it hits, and it gains the thrown property, with a normal range of 20 feet and a long range of 60 feet. If you throw the weapon, it reappears in your hand the instant after it hits or misses a target. The infused weapon's benefits are suppressed while a creature other than you wields it.While raging and holding the infused weapon, you can use a bonus action to change the infused weapon's current damage type to another one from the damage type options above.",géant,Couperet élémentaire,"6e niveau Chemin du Géant
Votre lien avec la puissance élémentaire des géants grandit et vous apprenez à infuser des armes avec de l'énergie primordiale.Lorsque vous entrez en rage, vous pouvez choisir une arme que vous tenez et l'infuser avec l'un des types de dégâts suivants : acide, froid, feu, tonnerre ou foudre. Tant que vous maniez l'arme infusée pendant votre rage, le type de dégâts de l'arme change pour le type choisi, elle inflige 1d6 dégâts supplémentaires du type choisi lorsqu'elle touche, et elle acquiert la propriété de lancer, avec une portée normale de 6 mètres et une portée longue de 18 mètres. Si vous lancez l'arme, elle réapparaît dans votre main immédiatement après avoir touché ou raté une cible. Les avantages de l'arme infusée sont supprimés tant qu'une créature autre que vous la manie.Lorsque vous êtes en rage et que vous tenez l'arme infusée, vous pouvez utiliser une action bonus pour changer le type de dégâts actuel de l'arme infusée en un autre parmi les options de type de dégâts ci-dessus.",6.0
21,giant,Mighty Impel,"10th-Level Path of the Giant Feature
Your connection to giant strength allows you to hurl both allies and enemies on the battlefield. As a bonus action while raging, you can choose one Medium or smaller creature within your reach and move it to an unoccupied space you can see within 30 feet of yourself. An unwilling creature must succeed on a Strength saving throw (DC equals 8 + your proficiency bonus + your Strength modifier) to avoid the effect.If, at the end of this movement, the thrown creature isn't on a surface or liquid that can support it, the creature falls, taking damage as normal and landing prone.",géant,Puissant impulsion,"10e niveau Chemin du Géant Fonctionnalité
Votre lien avec la force des géants vous permet de projeter alliés et ennemis sur le champ de bataille. En tant qu'action bonus pendant que vous êtes enragé, vous pouvez choisir une créature de taille moyenne ou plus petite à votre portée et la déplacer vers un espace inoccupé que vous pouvez voir à moins de 9 mètres de vous. Une créature réticente doit réussir un jet de sauvegarde de Force (DD égal à 8 + votre bonus de maîtrise + votre modificateur de Force) pour éviter l'effet. Si, à la fin de ce mouvement, la créature lancée ne se trouve pas sur une surface ou un liquide qui peut la supporter, la créature tombe, subit des dégâts comme d'habitude et atterrit à terre.",10.0
22,giant,Demiurgic Colossus,"14th-Level Path of the Giant Feature
The primordial power of your rage intensifies. When you rage, your reach increases by 10 feet, your size can increase to Large or Huge (your choice), and you can use your Mighty Impel to move creatures that are Large or smaller.In addition, the extra damage dealt by your Elemental Cleaver feature increases to 2d6.Source: Bigby Presents: Glory of the Giants",géant,Colosse démiurgique,"14e niveau Chemin du Géant
La puissance primordiale de votre rage s'intensifie. Lorsque vous vous mettez en colère, votre portée augmente de 3 mètres, votre taille peut augmenter jusqu'à Grande ou Énorme (à votre choix), et vous pouvez utiliser votre Impulsion puissante pour déplacer des créatures de grande taille ou plus petites. De plus, les dégâts supplémentaires infligés par votre capacité Couperet élémentaire augmentent jusqu'à 2d6.Source : Bigby présente : Gloire des Géants",14.0
23,storm-herald,Storm Aura,"When you select this path at 3rd level, you emanate a stormy, magical aura while you rage. The aura extends 10 feet from you in every direction, but not through total cover.Your aura has an effect that activates when you enter your rage, and you can activate the effect again on each of your turns as a bonus action. Choose desert, sea, or tundra. Your aura's effect depends on that chosen environment, as detailed below. You can change your environment choice whenever you gain a level in this class.If your aura's effects require a saving throw, the DC equals 8 + your proficiency bonus + your Constitution modifier.Desert
When this effect is activated, all other creatures in your aura take 2 fire damage each. The damage increases when you reach certain levels in this class, increasing to 3 at 5th level, 4 at 10th level, 5 at 15th level, and 6 at 20th level.Sea
When this effect is activated, you can choose one other creature you can see in your aura. The target must make a Dexterity saving throw. The target takes 1d6 lightning damage on a failed save, or half as much damage on a successful one. The damage increases when you reach certain levels in this class, increasing to 2d6 at 10th level, 3d6 at 15th level, and 4d6 at 20th level.Tundra
When this effect is activated, each creature of your choice in your aura gains 2 temporary hit points, as icy spirits inure it to suffering. The temporary hit points increase when you reach certain levels in this class, increasing to 3 at 5th level, 4 at 10th level, 5 at 15th level, and 6 at 20th level.",annonciateur de la tempête,Aura de tempête,"Lorsque vous choisissez cette voie au niveau 3, vous émettez une aura magique et orageuse pendant votre rage. L'aura s'étend à 3 mètres de vous dans toutes les directions, mais pas à travers un abri total. Votre aura a un effet qui s'active lorsque vous entrez en rage, et vous pouvez réactiver l'effet à chacun de vos tours en tant qu'action bonus. Choisissez le désert, la mer ou la toundra. L'effet de votre aura dépend de l'environnement choisi, comme indiqué ci-dessous. Vous pouvez changer votre choix d'environnement à chaque fois que vous gagnez un niveau dans cette classe. Si les effets de votre aura nécessitent un jet de sauvegarde, le DD est égal à 8 + votre bonus de maîtrise + votre modificateur de Constitution. Désert
Lorsque cet effet est activé, toutes les autres créatures de votre aura subissent 2 dégâts de feu chacune. Les dégâts augmentent lorsque vous atteignez certains niveaux dans cette classe, passant à 3 au niveau 5, 4 au niveau 10, 5 au niveau 15 et 6 au niveau 20. Mer
Lorsque cet effet est activé, vous pouvez choisir une autre créature que vous pouvez voir dans votre aura. La cible doit réussir un jet de sauvegarde de Dextérité. La cible subit 1d6 dégâts de foudre en cas d'échec, ou la moitié de ces dégâts en cas de réussite. Les dégâts augmentent lorsque vous atteignez certains niveaux dans cette classe, passant à 2d6 au niveau 10, 3d6 au niveau 15 et 4d6 au niveau 20. Toundra
Lorsque cet effet est activé, chaque créature de votre choix dans votre aura gagne 2 points de vie temporaires, car les esprits glacés l'habituent à la souffrance. Les points de vie temporaires augmentent lorsque vous atteignez certains niveaux dans cette classe, passant à 3 au niveau 5, 4 au niveau 10, 5 au niveau 15 et 6 au niveau 20.",3.0
24,storm-herald,Storm Soul,"At 6th level, the storm grants you benefits even when your aura isn't active. The benefits are based on the environment you chose for your Storm Aura.Desert
You gain resistance to fire damage, and you don’t suffer the effects of extreme heat, as described in the Dungeon Master's Guide. Moreover, as an action, you can touch a flammable object that isn't being worn or carried by anyone else and set it on fire.Sea
You gain resistance to lightning damage, and you can breathe underwater. You also gain a swimming speed of 30 feet.Tundra
You gain resistance to cold damage, and you don’t suffer the effects of extreme cold, as described in the Dungeon Master's Guide. Moreover, as an action, you can touch water and turn a 5-foot cube of it into ice, which melts after 1 minute. This action fails if a creature is in the cube.",annonciateur de la tempête,Âme de la tempête,"Au niveau 6, la tempête vous confère des avantages même lorsque votre aura n'est pas active. Les avantages dépendent de l'environnement que vous avez choisi pour votre aura de tempête.Désert
Vous gagnez une résistance aux dégâts de feu et vous ne subissez pas les effets de la chaleur extrême, comme décrit dans le Guide du maître de donjon. De plus, par une action, vous pouvez toucher un objet inflammable qui n'est pas porté ou transporté par quelqu'un d'autre et y mettre le feu.Mer
Vous gagnez une résistance aux dégâts de foudre et vous pouvez respirer sous l'eau. Vous gagnez également une vitesse de nage de 9 mètres.Toundra
Vous gagnez une résistance aux dégâts de froid et vous ne subissez pas les effets du froid extrême, comme décrit dans le Guide du maître de donjon. De plus, par une action, vous pouvez toucher de l'eau et transformer un cube de 1,5 mètre de celle-ci en glace, qui fond après 1 minute. Cette action échoue si une créature se trouve dans le cube.",6.0
25,storm-herald,Shielding Storm,"At 10th level, you learn to use your mastery of the storm to protect others. Each creature of your choice has the damage resistance you gained from the Storm Soul feature while the creature is in your Storm Aura.",annonciateur de la tempête,Tempête de protection,"Au niveau 10, vous apprenez à utiliser votre maîtrise de la tempête pour protéger les autres. Chaque créature de votre choix possède la résistance aux dégâts que vous avez obtenue grâce à la capacité Âme de la tempête pendant que la créature est dans votre aura de tempête.",10.0
26,storm-herald,Raging Storm,"At 14th level, the power of the storm you channel grows mightier, lashing out at your foes. The effect is based on the environment you chose for your Storm Aura.Desert
Immediately after a creature in your aura hits you with an attack, you can use your reaction to force that creature to make a Dexterity saving throw. On a failed save, the creature takes fire damage equal to your Barbarian level.Sea
When you hit a creature in your aura with an attack, you can use your reaction to force that creature to make a Strength saving throw. On a failed save, the creature is knocked prone, as if struck by a wave.Tundra
Whenever the effect of your Storm Aura is activated, you can choose one creature you can see in the aura. That creature must succeed on a Strength saving throw, or its speed is reduced to 0 until the start of your next turn, as magical frost covers it.Source: Xanathar's Guide to Everything",annonciateur de la tempête,Tempête qui fait rage,"Au niveau 14, la puissance de la tempête que vous canalisez devient plus puissante, s'abattant sur vos ennemis. L'effet est basé sur l'environnement que vous avez choisi pour votre aura de tempête. Désert
Immédiatement après qu'une créature dans votre aura vous a touché avec une attaque, vous pouvez utiliser votre réaction pour forcer cette créature à effectuer un jet de sauvegarde de Dextérité. En cas d'échec, la créature subit des dégâts de feu égaux à votre niveau de barbare. Mer
Lorsque vous frappez une créature dans votre aura avec une attaque, vous pouvez utiliser votre réaction pour forcer cette créature à effectuer un jet de sauvegarde de Force. En cas d'échec, la créature est mise à terre, comme si elle était frappée par une vague. Toundra
À chaque fois que l'effet de votre aura de tempête est activé, vous pouvez choisir une créature que vous pouvez voir dans l'aura. Cette créature doit réussir un jet de sauvegarde de Force, ou sa vitesse est réduite à 0 jusqu'au début de votre prochain tour, car un givre magique la recouvre. Source : Xanathar's Guide to Everything",14.0
27,totem-warrior,Spirit Seeker,"Yours is a path that seeks attunement with the natural world, giving you a kinship with beasts. At 3rd level when you adopt this path, you gain the ability to cast the Beast Sense and Speak with Animals spells, but only as rituals.",guerrier totem,Chercheur d'esprit,"Votre voie vous permet de vous harmoniser avec le monde naturel, ce qui vous donne un lien avec les bêtes. Au niveau 3, lorsque vous adoptez cette voie, vous obtenez la capacité de lancer les sorts Sens des bêtes et Parler aux animaux, mais uniquement sous forme de rituels.",3.0
