,subclass,ability,content,subclass_FR,contability_FR,content_FR,levels
10,ascendant-dragon,Aspect of the Wyrm,"11th-level Way of the Ascendant Dragon feature
The power of your draconic spirit now radiates from you, warding your allies or inspiring fear in your enemies. As a bonus action, you can create an aura of draconic power that radiates 10 feet from you for 1 minute. For the duration, you gain one of the following effects of your choice:Frightful Presence
When you create this aura, and as a bonus action on subsequent turns, you can choose a creature within the aura. The target must succeed on a Wisdom saving throw against your ki save DC or become frightened of you for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a successful save.Resistance
Choose a damage type when you activate this aura: acid, cold, fire, lightning, or poison. You and your allies within the aura have resistance to that damage.Once you create this aura, you can't create it again until you finish a long rest, unless you expend 3 ki points to create it again.",dragon ascendant,Aspect du Ver,"11e niveau - Voie du Dragon Ascendant
La puissance de votre esprit draconique rayonne désormais de vous, protégeant vos alliés ou inspirant la peur à vos ennemis. Par une action bonus, vous pouvez créer une aura de puissance draconique qui rayonne à 3 mètres de vous pendant 1 minute. Pendant la durée, vous obtenez l'un des effets suivants de votre choix :Présence effrayante
Lorsque vous créez cette aura, et par une action bonus lors des tours suivants, vous pouvez choisir une créature à l'intérieur de l'aura. La cible doit réussir un jet de sauvegarde de Sagesse contre votre DD de sauvegarde de ki ou avoir peur de vous pendant 1 minute. La cible peut répéter le jet de sauvegarde à la fin de chacun de ses tours, mettant fin à l'effet sur elle-même en cas de sauvegarde réussie.Résistance
Choisissez un type de dégâts lorsque vous activez cette aura : acide, froid, feu, foudre ou poison. Vous et vos alliés dans l'aura avez une résistance à ces dégâts. Une fois que vous avez créé cette aura, vous ne pouvez pas la créer à nouveau avant d'avoir terminé un long repos, à moins que vous ne dépensiez 3 points de ki pour la créer à nouveau.",11.0
11,ascendant-dragon,Ascendant Aspect,"17th-level Way of the Ascendant Dragon feature
Your draconic spirit reaches its peak. You gain the following benefits:Augment Breath
When you use your Breath of the Dragon, you can spend 1 ki point to augment its shape and power. The exhalation of draconic energy becomes either a 60-foot cone or a 90-foot line that is 5 feet wide (your choice), and each creature in that area takes damage equal to four rolls of your Martial Arts die on a failed save, or half as much damage on a successful one.Blindsight
You gain blindsight out to 10 feet. Within that range, you can effectively see anything that isn't behind total cover, even if you're blinded or in darkness. Moreover, you can see an invisible creature within that range, unless the creature successfully hides from you.Explosive Fury
When you activate your Aspect of the Wyrm, draconic fury explodes from you. Choose any number of creatures you can see in your aura. Each of those creatures must succeed on a Dexterity saving throw against your ki save DC or take 3d10 acid, cold, fire, lightning, or poison damage (your choice).Source: Fizban's Treasury of Dragons",dragon ascendant,Aspect ascendant,"17e niveau - Voie du Dragon Ascendant
Votre esprit draconique atteint son apogée. Vous obtenez les avantages suivants :Augmentation du souffle
Lorsque vous utilisez votre Souffle du Dragon, vous pouvez dépenser 1 point de ki pour augmenter sa forme et sa puissance. L'expiration d'énergie draconique devient soit un cône de 18 mètres, soit une ligne de 27 mètres de large de 1,5 mètre (au choix), et chaque créature dans cette zone subit des dégâts égaux à quatre jets de votre dé d'Arts Martiaux en cas d'échec, ou la moitié de ces dégâts en cas de réussite.Vision aveugle
Vous obtenez la vision aveugle jusqu'à 3 mètres. Dans cette portée, vous pouvez voir efficacement tout ce qui n'est pas derrière un abri total, même si vous êtes aveuglé ou dans l'obscurité. De plus, vous pouvez voir une créature invisible dans cette portée, à moins que la créature ne parvienne à se cacher de vous.Fureur explosive
Lorsque vous activez votre Aspect du Ver, une fureur draconique explose en vous. Choisissez le nombre de créatures que vous pouvez voir dans votre aura. Chacune de ces créatures doit réussir un jet de sauvegarde de Dextérité contre votre DD de sauvegarde de ki ou subir 3d10 dégâts d'acide, de froid, de feu, de foudre ou de poison (à votre choix).Source : Fizban's Treasury of Dragons",17.0
12,astral-self,Arms of the Astral Self,"3rd-level Way of the Astral Self feature
Your mastery of your ki allows you to summon a portion of your astral self. As a bonus action, you can spend 1 ki point to summon the arms of your astral self. When you do so, each creature of your choice that you can see within 10 feet of you must succeed on a Dexterity saving throw or take force damage equal to two rolls of your Martial Arts die.For 10 minutes, these spectral arms hover near your shoulders or surround your arms (your choice). You determine the arms' appearance, and they vanish early if you are incapacitated or die.While the spectral arms are present, you gain the following benefits:
You can use your Wisdom modifier in place of your Strength modifier when making Strength checks and Strength saving throws.
You can use the spectral arms to make unarmed strikes.
When you make an unarmed strike with the arms on your turn, your reach for it is 5 feet greater than normal.
The unarmed strikes you make with the arms can use your Wisdom modifier in place of your Strength or Dexterity modifier for the attack and damage rolls, and their damage type is force.
",moi astral,Les bras du Soi Astral,"3e niveau de la capacité Voie du Soi Astral
Votre maîtrise de votre ki vous permet d'invoquer une partie de votre Soi Astral. En tant qu'action bonus, vous pouvez dépenser 1 point de ki pour invoquer les bras de votre Soi Astral. Lorsque vous le faites, chaque créature de votre choix que vous pouvez voir à 3 mètres ou moins de vous doit réussir un jet de sauvegarde de Dextérité ou subir des dégâts de force égaux à deux jets de votre dé d'Arts Martiaux.Pendant 10 minutes, ces bras spectraux planent près de vos épaules ou entourent vos bras (au choix). Vous déterminez l'apparence des bras, et ils disparaissent prématurément si vous êtes neutralisé ou mourez.Tant que les bras spectraux sont présents, vous bénéficiez des avantages suivants :
Vous pouvez utiliser votre modificateur de Sagesse à la place de votre modificateur de Force lorsque vous effectuez des tests de Force et des jets de sauvegarde de Force.
Vous pouvez utiliser les bras spectraux pour effectuer des attaques à mains nues.
Lorsque vous effectuez une attaque à mains nues avec les bras pendant votre tour, votre portée est supérieure de 1,5 mètre à la normale.
Les attaques à mains nues que vous effectuez avec les bras peuvent utiliser votre modificateur de Sagesse à la place de votre modificateur de Force ou de Dextérité pour les jets d'attaque et de dégâts, et leur type de dégâts est la force.",3.0
13,astral-self,Visage of the Astral Self,"6th-level Way of the Astral Self feature
You can summon the visage of your astral self. As a bonus action, or as part of the bonus action you take to activate Arms of the Astral Self, you can spend 1 ki point to summon this visage for 10 minutes. It vanishes early if you are incapacitated or die.The spectral visage covers your face like a helmet or mask. You determine its appearance.While the spectral visage is present, you gain the following benefits.Astral Sight. You can see normally in darkness, both magical and nonmagical, to a distance of 120 feet.Wisdom of the Spirit. You have advantage on Wisdom (Insight) and Charisma (Intimidation) checks.Word of the Spirit. When you speak, you can direct your words to a creature of your choice that you can see within 60 feet of you, making it so only that creature can hear you. Alternatively, you can amplify your voice so that all creatures within 600 feet can hear you.",moi astral,Visage du Soi Astral,"6e niveau - Capacité de la Voie du Soi Astral
Vous pouvez invoquer le visage de votre Soi Astral. Par une action bonus ou dans le cadre de l'action bonus que vous effectuez pour activer les Bras du Soi Astral, vous pouvez dépenser 1 point de ki pour invoquer ce visage pendant 10 minutes. Il disparaît prématurément si vous êtes neutralisé ou si vous mourez.Le visage spectral couvre votre visage comme un casque ou un masque. Vous déterminez son apparence.Tant que le visage spectral est présent, vous bénéficiez des avantages suivants.Vue astrale. Vous pouvez voir normalement dans l'obscurité, magique et non magique, jusqu'à une distance de 36 mètres.Sagesse de l'esprit. Vous avez l'avantage aux tests de Sagesse (Perspicacité) et de Charisme (Intimidation).Parole de l'esprit. Lorsque vous parlez, vous pouvez adresser vos mots à une créature de votre choix que vous pouvez voir à 18 mètres ou moins de vous, de sorte que seule cette créature puisse vous entendre. Alternativement, vous pouvez amplifier votre voix afin que toutes les créatures à 180 mètres ou moins puissent vous entendre.",6.0
14,astral-self,Awakening of the Astral Self,"11th-level Way of the Astral Self feature
When you have both your astral arms and visage summoned, you can cause the body of your astral self to appear (no action required). This spectral body covers your physical form like a suit of armor, connecting with the arms and visage. You determine its appearance.While the spectral body is present, you gain the following benefits.Deflect Energy. When you take acid, cold, fire, force, lightning, or thunder damage, you can use your reaction to deflect it. When you do so, the damage you take is reduced by 1d10 + your Wisdom modifier (minimum reduction of 1).Empowered Arms. Once on each of your turns when you hit a target with the Arms of the Astral Self, you can deal extra damage to the
target equal to your Martial Arts die.",moi astral,L'éveil du Soi Astral,"11e niveau - Fonctionnalité de la Voie du Soi Astral
Lorsque vous avez invoqué vos bras et votre visage astraux, vous pouvez faire apparaître le corps de votre moi astral (aucune action requise). Ce corps spectral recouvre votre forme physique comme une armure, se connectant aux bras et au visage. Vous déterminez son apparence.Lorsque le corps spectral est présent, vous bénéficiez des avantages suivants.Déviation de l'énergie. Lorsque vous subissez des dégâts d'acide, de froid, de feu, de force, de foudre ou de tonnerre, vous pouvez utiliser votre réaction pour les dévier. Lorsque vous le faites, les dégâts que vous subissez sont réduits de 1d10 + votre modificateur de Sagesse (réduction minimale de 1).Bras renforcés. Une fois à chacun de vos tours, lorsque vous touchez une cible avec les Bras du Soi Astral, vous pouvez infliger des dégâts supplémentaires à la
cible égaux à votre dé d'Arts Martiaux.",11.0
15,astral-self,Complete Astral Self,"17th-level Way of the Astral Self feature
Your connection to your astral self is complete, allowing you to unleash its full potential. As a bonus action, you can spend 5 ki points to summon the arms, visage, and body of your astral self and awaken it for 10 minutes. This awakening ends early if you are incapacitated or die.While your astral self is awakened, you gain the following benefits.Armor of the Spirit. You gain a +2 bonus to Armor Class.Astral Barrage. Whenever you use the Extra Attack feature to attack twice, you can instead attack three times if all the attacks are made with your astral arms.Forms of Your Astral SelfThe astral self is a translucent embodiment of the monk's soul. As a result, an astral self can reflect aspects of a monk's background, ideals, flaws, and bonds, and an astral self doesn't necessarily look anything like the monk. for example, the astral self of a lanky human might be reminiscent of a minotaur—the strength of which the monk feels within. Similarly, an orc monk might manifest gossamer arms and a delicate visage, representing the gentle beauty of the orc's soul. Each astral self is unique, and some of the monks of this monastic tradition are known more for the appearance of their astral self than for their physical appearance.When choosing this path, consider the quirks that define your monk. Are you obsessed with something? Are you driven by justice or a selfish desire? Any of these motivations could manifest in the form of your astral self.Source: Tasha's Cauldron of Everything",moi astral,Soi astral complet,"17e niveau - Fonctionnalité Voie du Soi Astral
Votre connexion avec votre Soi Astral est complète, ce qui vous permet de libérer tout son potentiel. En tant qu'action bonus, vous pouvez dépenser 5 points de ki pour invoquer les bras, le visage et le corps de votre Soi Astral et l'éveiller pendant 10 minutes. Cet éveil prend fin prématurément si vous êtes neutralisé ou si vous mourez.Pendant que votre Soi Astral est éveillé, vous bénéficiez des avantages suivants.Armure de l'Esprit. Vous obtenez un bonus de +2 à la Classe d'Armure.Barrage Astral. Chaque fois que vous utilisez la fonctionnalité Attaque supplémentaire pour attaquer deux fois, vous pouvez attaquer trois fois à la place si toutes les attaques sont effectuées avec vos bras astraux.Formes de votre Soi AstralLe Soi Astral est une incarnation translucide de l'âme du moine. Par conséquent, un Soi Astral peut refléter des aspects de l'histoire, des idéaux, des défauts et des liens d'un moine, et un Soi Astral ne ressemble pas nécessairement au moine. Par exemple, le moi astral d'un humain élancé pourrait rappeler celui d'un minotaure, dont le moine ressent la force intérieure. De même, un moine orc pourrait manifester des bras diaphanes et un visage délicat, représentant la douce beauté de l'âme de l'orc. Chaque moi astral est unique, et certains moines de cette tradition monastique sont plus connus pour l'apparence de leur moi astral que pour leur apparence physique. Lorsque vous choisissez cette voie, tenez compte des particularités qui définissent votre moine. Êtes-vous obsédé par quelque chose ? Êtes-vous motivé par la justice ou par un désir égoïste ? N'importe laquelle de ces motivations pourrait se manifester sous la forme de votre moi astral. Source : Le chaudron de tout de Tasha",17.0
16,drunken-master,Bonus Proficiencies,"When you choose this tradition at 3rd level, you gain proficiency in the Performance skill if you don't already have it. Your martial arts technique mixes combat training with the precision of a dancer and the antics of a jester. You also gain proficiency with brewer's supplies if you don't already have it.",maître ivre,Compétences bonus,"Lorsque vous choisissez cette tradition au niveau 3, vous gagnez la maîtrise de la compétence Représentation si vous ne la possédez pas déjà. Votre technique d'arts martiaux mêle l'entraînement au combat à la précision d'un danseur et aux facéties d'un bouffon. Vous gagnez également la maîtrise des fournitures de brasseur si vous ne la possédez pas déjà.",3.0
17,drunken-master,Drunken Technique,"At 3rd level, you learn how to twist and turn quickly as part of your Flurry of Blows. Whenever you use Flurry of Blows, you gain the benefit of the Disengage action, and your walking speed increases by 10 feet until the end of the current turn.",maître ivre,Technique de l'ivresse,"Au niveau 3, vous apprenez à vous retourner rapidement grâce à votre Déluge de coups. À chaque fois que vous utilisez Déluge de coups, vous bénéficiez de l'action Désengagement et votre vitesse de marche augmente de 3 mètres jusqu'à la fin du tour en cours.",3.0
18,drunken-master,Tipsy Sway,"Starting at 6th level, you can move in sudden, swaying ways. You gain the following benefits.Leap to Your Feet
When you're prone, you can stand up by spending 5 feet of movement, rather than half your speed.Redirect Attack
When a creature misses you with a melee attack roll, you can spend 1 ki point as a reaction to cause that attack to hit one creature of your choice, other than the attacker, that you can see within 5 feet of you.",maître ivre,Le balancement des ivres,"À partir du niveau 6, vous pouvez vous déplacer de manière soudaine et oscillante. Vous bénéficiez des avantages suivants :Relevez-vous d'un bond
Lorsque vous êtes à terre, vous pouvez vous relever en dépensant 1,50 mètre de mouvement, plutôt que la moitié de votre vitesse.Attaque de redirection
Lorsqu'une créature vous rate avec un jet d'attaque au corps à corps, vous pouvez dépenser 1 point de ki en réaction pour que cette attaque touche une créature de votre choix, autre que l'attaquant, que vous pouvez voir à 1,50 mètre ou moins de vous.",6.0
19,drunken-master,Drunkard's Luck,"Starting at 11th level, you always seem to get a lucky bounce at the right moment. When you make an ability check, an attack roll, or a saving throw and have disadvantage, you can spend 2 ki points to cancel the disadvantage for that roll.",maître ivre,La chance de l'ivrogne,"À partir du niveau 11, vous avez toujours la chance de rebondir au bon moment. Lorsque vous faites un test de caractéristique, un jet d'attaque ou un jet de sauvegarde et que vous avez un désavantage, vous pouvez dépenser 2 points de ki pour annuler le désavantage de ce jet.",11.0
20,drunken-master,Intoxicated Frenzy,"At 17th level, you gain the ability to make an overwhelming number of attacks against a group of enemies. When you use your Flurry of Blows, you can make up to three additional attacks with it (up to a total of five Flurry of Blows attacks), provided that each Flurry of Blows attack targets a different creature this turn.Source: Xanathar's Guide to Everything",maître ivre,Frénésie enivrante,"Au niveau 17, vous obtenez la capacité de lancer un nombre impressionnant d'attaques contre un groupe d'ennemis. Lorsque vous utilisez votre Déluge de coups, vous pouvez lancer jusqu'à trois attaques supplémentaires avec elle (jusqu'à un total de cinq attaques Déluge de coups), à condition que chaque attaque Déluge de coups cible une créature différente ce tour-ci. Source : Xanathar's Guide to Everything",17.0
21,four-elements,Disciple of the Elements,"When you choose this tradition at 3rd level, you learn magical disciplines that harness the power of the four elements. A discipline requires you to spend ki points each time you use it.You know the Elemental Attunement discipline and one other elemental discipline of your choice. You learn one additional elemental discipline of your choice at 6th, 11th, and 17th level.Whenever you learn a new elemental discipline, you can also replace one elemental discipline that you already know with a different discipline.Casting Elemental Spells
Some elemental disciplines allow you to cast spells. See chapter 10 for the general rules of spellcasting. To cast one of these spells, you use its casting time and other rules, but you don't need to provide material components for it.Once you reach 5th level in this class, you can spend additional ki points to increase the level of an elemental discipline spell that you cast, provided that the spell has an enhanced effect at a higher level, as Burning Hands does. The spell's level increases by 1 for each additional ki point you spend. For example, if you are a 5th-level monk and use Sweeping Cinder Strike to cast Burning Hands, you can spend 3 ki points to cast it as a 2nd-level spell (the discipline's base cost of 2 ki points plus 1).The maximum number of ki points you can spend to cast a spell in this way (including its base ki point cost and any additional ki points you spend to increase its level) is determined by your monk level, as shown in the Spells and Ki Points table.

Monk Levels
Maximum Ki Points for a Spell


5th-8th
3


9th-12th
4


13th-16th
5


17th-20th
6

Source: Player's Handbook",quatre éléments,Disciple des éléments,"Lorsque vous choisissez cette tradition au niveau 3, vous apprenez des disciplines magiques qui exploitent le pouvoir des quatre éléments. Une discipline nécessite que vous dépensiez des points de ki à chaque fois que vous l'utilisez. Vous connaissez la discipline d'harmonisation élémentaire et une autre discipline élémentaire de votre choix. Vous apprenez une discipline élémentaire supplémentaire de votre choix aux niveaux 6, 11 et 17. Chaque fois que vous apprenez une nouvelle discipline élémentaire, vous pouvez également remplacer une discipline élémentaire que vous connaissez déjà par une autre discipline. Lancer des sorts élémentaires
Certaines disciplines élémentaires vous permettent de lancer des sorts. Voir le chapitre 10 pour les règles générales de lancement de sorts. Pour lancer l'un de ces sorts, vous utilisez son temps d'incantation et d'autres règles, mais vous n'avez pas besoin de lui fournir de composants matériels. Une fois que vous avez atteint le niveau 5 dans cette classe, vous pouvez dépenser des points de ki supplémentaires pour augmenter le niveau d'un sort de discipline élémentaire que vous lancez, à condition que le sort ait un effet amélioré à un niveau supérieur, comme le fait Mains brûlantes. Le niveau du sort augmente de 1 pour chaque point de ki supplémentaire dépensé. Par exemple, si vous êtes un moine de niveau 5 et que vous utilisez Frappe de braise balayante pour lancer Mains brûlantes, vous pouvez dépenser 3 points de ki pour le lancer comme un sort de niveau 2 (le coût de base de la discipline est de 2 points de ki plus 1). Le nombre maximum de points de ki que vous pouvez dépenser pour lancer un sort de cette manière (y compris son coût de base en points de ki et tout point de ki supplémentaire que vous dépensez pour augmenter son niveau) est déterminé par votre niveau de moine, comme indiqué dans le tableau Sorts et points de ki.

Niveaux de moine
Points de ki maximum pour un sort

5e-8e
3

9e-12e
4

13e-16e
5

17e-20e
6

Source : Manuel du joueur",3.0
