,subclass,ability,content,subclass_FR,contability_FR,content_FR,levels
10,drakewarden,Perfected Bond,"15th-level Drakewarden feature
Your bond to your drake reaches the pinnacle of its power. While your drake is summoned, you and the drake gain the following benefits:Empowered Bite
The drake's Bite attack deals an extra 1d6 damage of the type chosen for its Draconic Essence (for a total of 2d6 extra damage).Large Drake
The drake grows to Large size. When you ride your drake, it is no longer prohibited from using the flying speed of Bond of Fang and Scale.Reflexive Resistance
When either you or the drake takes damage while you're within 30 feet of each other, you can use your reaction to give yourself or the drake resistance to that instance of damage. You can use this reaction a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.Source: Fizban's Treasury of Dragons",gardien du drake,Lien parfait,"Fonctionnalité de Gardien de drake de niveau 15
Votre lien avec votre drake atteint le sommet de sa puissance. Lorsque votre drake est invoqué, vous et le drake bénéficiez des avantages suivants :Morsure renforcée
L'attaque de morsure du drake inflige 1d6 dégâts supplémentaires du type choisi pour son essence draconique (pour un total de 2d6 dégâts supplémentaires).Drake de grande taille
Le drake grandit jusqu'à atteindre la taille de grande taille. Lorsque vous chevauchez votre drake, il n'est plus interdit d'utiliser la vitesse de vol du Lien de crocs et d'écailles.Résistance réflexe
Lorsque vous ou le drake subissez des dégâts alors que vous êtes à moins de 9 mètres l'un de l'autre, vous pouvez utiliser votre réaction pour vous donner ou donner au drake une résistance à cette instance de dégâts. Vous pouvez utiliser cette réaction un nombre de fois égal à votre bonus de maîtrise, et vous récupérez toutes les utilisations dépensées lorsque vous terminez un repos long.Source : Trésor des dragons de Fizban",15.0
11,fey-wanderer,Dreadful Strikes,"3rd-level Fey Wanderer feature
You can augment your weapon strikes with mind-scarring magic, drawn from the gloomy hollows of the Feywild. When you hit a creature with a weapon, you can deal an extra 1d4 psychic damage to the target, which can take this extra damage only once per turn.The extra damage increases to 1d6 when you reach 11th level in this class.",fée vagabonde,Des grèves terribles,"Capacité de niveau 3 du Fée vagabonde
Vous pouvez augmenter vos attaques d'armes avec une magie de cicatrices mentales, tirée des sombres creux du Fée sauvage. Lorsque vous frappez une créature avec une arme, vous pouvez infliger 1d4 dégâts psychiques supplémentaires à la cible, qui ne peut subir ces dégâts supplémentaires qu'une fois par tour. Les dégâts supplémentaires augmentent à 1d6 lorsque vous atteignez le niveau 11 dans cette classe.",3.0
12,fey-wanderer,Fey Wanderer Magic,"You learn an additional spell when you reach certain levels in this class, as shown in the Fey Wanderer Spells table. Each spell counts as a ranger spell for you, but it doesn't count against the number of ranger spells you know.Fey Wanderer Spells

Ranger Level
Spell


3rd
Charm Person


5th
Misty Step


9th
Dispel Magic


13th
Dimension Door


17th
Mislead

You also possess a preternatural blessing from a fey ally or a place of fey power. Choose your blessing from the Feywild Gifts table or determine it randomly.Feywild Gifts

d6
Gift


1
Illusory butterflies flutter around you while you take a short or long rest.


2
Fresh, seasonal flowers sprout from your hair each dawn.


3
You faintly smell of cinnamon, lavender, nutmeg, or another comforting herb or spice.


4
Your shadow dances while no one is looking directly at it.


5
Horns or antlers sprout from your head.


6
Your skin and hair change color to match the season at each dawn.

",fée vagabonde,Magie des Fées vagabondes,"Vous apprenez un sort supplémentaire lorsque vous atteignez certains niveaux dans cette classe, comme indiqué dans le tableau des sorts de Fée vagabonde. Chaque sort compte comme un sort de rôdeur pour vous, mais il n'est pas comptabilisé dans le nombre de sorts de rôdeur que vous connaissez. Sorts de Fée vagabonde

Niveau de rôdeur
Sort

3e
Charme de personne

5e
Pas brumeux

9e
Dissiper la magie

13e
Porte dimensionnelle

17e
Egarer

Vous possédez également une bénédiction surnaturelle d'un allié féerique ou d'un lieu de pouvoir féerique. Choisissez votre bénédiction dans le tableau des Dons de Fée sauvage ou déterminez-la au hasard. Dons de Fée sauvage

d6
Cadeau

1
Des papillons illusoires voltigent autour de vous pendant que vous prenez un repos court ou long.

2
Des fleurs fraîches de saison poussent dans vos cheveux à chaque aube.

3
Vous sentez légèrement la cannelle, la lavande, la muscade ou une autre herbe ou épice réconfortante.

4
Votre ombre danse alors que personne ne la regarde directement.

5
Des cornes ou des bois poussent sur votre tête.

6
Votre peau et vos cheveux changent de couleur pour correspondre à la saison à chaque aube.",3.0
13,fey-wanderer,Otherworldly Glamour,"3rd-level Fey Wanderer feature
Your fey qualities give you a supernatural charm. As a result, whenever you make a Charisma check, you gain a bonus to the check equal to your Wisdom modifier (minimum of +1).In addition, you gain proficiency in one of the following skills of your choice: Deception, Performance, or Persuasion.",fée vagabonde,Glamour d'un autre monde,"Capacité de Fée vagabonde de niveau 3
Vos qualités de Fée vous confèrent un charme surnaturel. Par conséquent, chaque fois que vous effectuez un test de Charisme, vous obtenez un bonus au test égal à votre modificateur de Sagesse (minimum de +1). De plus, vous obtenez la maîtrise de l'une des compétences suivantes de votre choix : Tromperie, Représentation ou Persuasion.",3.0
14,fey-wanderer,Beguiling Twist,"7th-level Fey Wanderer feature
The magic of the Feywild guards your mind. You have advantage on saving throws against being charmed or frightened.In addition, whenever you or a creature you can see within 120 feet of you succeeds on a saving throw against being charmed or frightened, you can use your reaction to force a different creature you can see within 120 feet of you to make a Wisdom saving throw against your spell save DC. If the save fails, the target is charmed or frightened by you (your choice) for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a successful save.",fée vagabonde,Un tournant séduisant,"Capacité de Fée vagabonde de niveau 7
La magie de la Fée sauvage protège votre esprit. Vous bénéficiez d'un avantage aux jets de sauvegarde contre le charme ou la peur. De plus, chaque fois que vous ou une créature que vous pouvez voir à 36 mètres autour de vous réussissez un jet de sauvegarde contre le charme ou la peur, vous pouvez utiliser votre réaction pour forcer une autre créature que vous pouvez voir à 36 mètres autour de vous à effectuer un jet de sauvegarde de Sagesse contre le DD de sauvegarde de votre sort. Si le jet de sauvegarde échoue, la cible est charmée ou effrayée par vous (au choix) pendant 1 minute. La cible peut répéter le jet de sauvegarde à la fin de chacun de ses tours, mettant fin à l'effet sur elle-même en cas de sauvegarde réussie.",7.0
15,fey-wanderer,Fey Reinforcements,"11th-level Fey Wanderer feature
The royal courts of the Feywild have blessed you with the assistance of fey beings: you know summon fey (a spell in chapter 3). It doesn't count against the number of ranger spells you know, and you can cast it without a material component. You can also cast it once without a spell slot, and you regain the ability to do so when you finish a long rest.Whenever you start casting the spell, you can modify it so that it doesn't require concentration. If you do so, the spell's duration becomes 1 minute for that casting.",fée vagabonde,Renforts Fey,"11e niveau - Capacité Fée vagabonde
Les cours royales du Feywild vous ont accordé l'aide d'êtres féeriques : vous savez invoquer des fées (un sort du chapitre 3). Il ne compte pas dans le nombre de sorts de rôdeur que vous connaissez, et vous pouvez le lancer sans composante matérielle. Vous pouvez également le lancer une fois sans emplacement de sort, et vous récupérez la capacité de le faire lorsque vous terminez un repos long. Chaque fois que vous commencez à lancer le sort, vous pouvez le modifier pour qu'il ne nécessite pas de concentration. Si vous le faites, la durée du sort passe à 1 minute pour cette incantation.",11.0
16,fey-wanderer,Misty Wanderer,"15th-level Fey Wanderer feature
You can slip in and out of the Feywild to move in a blink of an eye: you can cast misty step without expending a spell slot. You can do so a number of times equal to your Wisdom modifier (minimum of once), and you regain all expended uses when you finish a long rest.In addition, whenever you cast misty step, you can bring along one willing creature you can see within 5 feet of you. That creature teleports to an unoccupied space of your choice within 5 feet of your destination space.Source: Tasha's Cauldron of Everything",fée vagabonde,Vagabond brumeux,"Fonctionnalité Fée vagabonde de niveau 15
Vous pouvez entrer et sortir du Feywild pour vous déplacer en un clin d'œil : vous pouvez lancer Pas brumeux sans dépenser d'emplacement de sort. Vous pouvez le faire un nombre de fois égal à votre modificateur de Sagesse (minimum d'une fois), et vous récupérez toutes les utilisations dépensées lorsque vous terminez un repos long. De plus, chaque fois que vous lancez Pas brumeux, vous pouvez amener avec vous une créature consentante que vous pouvez voir à 1,50 mètre de vous. Cette créature se téléporte vers un espace inoccupé de votre choix à 1,50 mètre de votre espace de destination.Source : Le Chaudron de Tout de Tasha",15.0
17,gloom-stalker,Gloom Stalker Magic,"Starting at 3rd level, you learn an additional spell when you reach certain levels in this class, as shown in the Gloom Stalker Spells table. The spell counts as a ranger spell for you, but it doesn't count against the number of ranger spells you know.",traqueur des ténèbres,Magie du traqueur des ténèbres,"À partir du niveau 3, vous apprenez un sort supplémentaire lorsque vous atteignez certains niveaux dans cette classe, comme indiqué dans le tableau des sorts du traqueur des ténèbres. Le sort compte comme un sort de rôdeur pour vous, mais il n'est pas comptabilisé dans le nombre de sorts de rôdeur que vous connaissez.",3.0
18,gloom-stalker,Gloom Stalker Spells,"

Ranger Level
Spells


3rd
Disguise Self


5th
Rope Trick


9th
Fear


13th
Greater Invisibility


17th
Seeming

",traqueur des ténèbres,Sorts de traqueur des ténèbres,"Niveau du Ranger
Sorts

3e
Déguisement

5e
Astuce de corde

9e
Peur

13e
Invisibilité supérieure

17e
Apparence",3.0
19,gloom-stalker,Dread Ambusher,"At 3rd level, you master the art of the ambush. You can give yourself a bonus to your initiative rolls equal to your Wisdom modifier.At the start of your first turn of each combat, your walking speed increases by 10 feet, which lasts until the end of that turn. If you take the Attack action on that turn, you can make one additional weapon attack as part of that action. If that attack hits, the target takes an extra 1d8 damage of the weapon's damage type.",traqueur des ténèbres,Embuscade de la terreur,"Au niveau 3, vous maîtrisez l'art de l'embuscade. Vous pouvez vous accorder un bonus à vos jets d'initiative égal à votre modificateur de Sagesse. Au début de votre premier tour de chaque combat, votre vitesse de marche augmente de 3 mètres, ce qui dure jusqu'à la fin de ce tour. Si vous effectuez l'action Attaquer lors de ce tour, vous pouvez effectuer une attaque d'arme supplémentaire dans le cadre de cette action. Si cette attaque touche, la cible subit 1d8 dégâts supplémentaires du type de dégâts de l'arme.",3.0
20,gloom-stalker,Umbral Sight,"At 3rd level, you gain darkvision out to a range of 60 feet. If you already have darkvision from your race, its range increases by 30 feet.You are also adept at evading creatures that rely on darkvision. While in darkness, you are invisible to any creature that relies on darkvision to see you in that darkness.",traqueur des ténèbres,Vision ombrale,"Au niveau 3, vous obtenez la vision dans le noir sur une portée de 18 mètres. Si vous possédez déjà la vision dans le noir grâce à votre race, sa portée augmente de 9 mètres. Vous êtes également capable d'échapper aux créatures qui dépendent de la vision dans le noir. Dans l'obscurité, vous êtes invisible pour toute créature qui dépend de la vision dans le noir pour vous voir dans cette obscurité.",3.0
21,gloom-stalker,Iron Mind,"By 7th level, you have honed your ability to resist the mind-altering powers of your prey. You gain proficiency in Wisdom saving throws. If you already have this proficiency, you instead gain proficiency in Intelligence or Charisma saving throws (your choice).",traqueur des ténèbres,Esprit de fer,"Au niveau 7, vous avez perfectionné votre capacité à résister aux pouvoirs altérant l'esprit de votre proie. Vous obtenez la maîtrise des jets de sauvegarde de Sagesse. Si vous possédez déjà cette compétence, vous obtenez à la place la maîtrise des jets de sauvegarde d'Intelligence ou de Charisme (au choix).",7.0
22,gloom-stalker,Stalker's Flurry,"At 11th level, you learn to attack with such unexpected speed that you can turn a miss into another strike. Once on each of your turns when you miss with a weapon attack, you can make another weapon attack as part of the same action.",traqueur des ténèbres,La rafale de Stalker,"Au niveau 11, vous apprenez à attaquer avec une vitesse si inattendue que vous pouvez transformer un échec en une autre attaque. Une fois à chacun de vos tours, lorsque vous ratez une attaque avec une arme, vous pouvez effectuer une autre attaque avec une arme dans le cadre de la même action.",11.0
23,gloom-stalker,Shadowy Dodge,"Starting at 15th level, you can dodge in unforeseen ways, with wisps of supernatural shadow around you. Whenever a creature makes an attack roll against you and doesn't have advantage on the roll, you can use your reaction to impose disadvantage on it. You must use this feature before you know the outcome of the attack roll.Source: Xanathar's Guide to Everything",traqueur des ténèbres,Dodge l'ombre,"À partir du niveau 15, vous pouvez esquiver de manière imprévue, avec des volutes d'ombre surnaturelle autour de vous. Chaque fois qu'une créature effectue un jet d'attaque contre vous et n'a pas l'avantage sur le jet, vous pouvez utiliser votre réaction pour lui infliger un désavantage. Vous devez utiliser cette capacité avant de connaître le résultat du jet d'attaque. Source : Xanathar's Guide to Everything",15.0
24,horizon-walker,Horizon Walker Magic,"Starting at 3rd level, you learn an additional spell when you reach certain levels in this class, as shown in the Horizon Walker Spells table. The spell counts as a ranger spell for you, but it doesn’t count against the number of ranger spells you know.",marcheur d'horizon,La magie du marcheur d'horizon,"À partir du niveau 3, vous apprenez un sort supplémentaire lorsque vous atteignez certains niveaux dans cette classe, comme indiqué dans le tableau des sorts du Marcheur d'horizon. Le sort compte comme un sort de rôdeur pour vous, mais il n'est pas comptabilisé dans le nombre de sorts de rôdeur que vous connaissez.",3.0
25,horizon-walker,Horizon Walker Spells,"

Ranger Level
Spells


3rd
Protection from Evil and Good


5th
Misty Step


9th
Haste


13th
Banishment


17th
Teleportation Circle

",marcheur d'horizon,Sorts du marcheur d'horizon,"Niveau du Ranger
Sorts

3e
Protection contre le mal et le bien

5e
Pas brumeux

9e
Hâte

13e
Bannissement

17e
Cercle de téléportation",3.0
26,horizon-walker,Detect Portal,"At 3rd level, you gain the ability to magically sense the presence of a planar portal. As an action, you detect the distance and direction to the closest planar portal within 1 mile of you.Once you use this feature, you can't use it again until you finish a short or long rest.See the ""Planar Travel"" section in chapter 2 of the Dungeon Master's Guide for examples of planar portals.",marcheur d'horizon,Détecter le portail,"Au niveau 3, vous obtenez la capacité de détecter par magie la présence d'un portail planaire. En tant qu'action, vous détectez la distance et la direction du portail planaire le plus proche dans un rayon de 1,6 km autour de vous. Une fois que vous avez utilisé cette capacité, vous ne pouvez plus l'utiliser avant d'avoir terminé un repos court ou long. Consultez la section « Voyage planaire » du chapitre 2 du Guide du maître de donjon pour des exemples de portails planaires.",3.0
